종목,월,방향,손절선(%),구간,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,구간 시작일,구간 종료일
KODEX 코스닥150,8,아래,-7.0,전체,11,-21.91,-1.99,36.36,0.518,65.87,2.3,-4.45,7,4.55,-7.0,4.09,0,3,7.45,예,2016-08-19,2026-08-20
KODEX 코스닥150,8,아래,-7.0,앞 절반,5,-13.15,-2.63,20.0,1.029,49.29,4.55,-4.43,4,4.55,-7.0,4.8,0,2,7.4,아니오,2016-08-19,2020-08-20
KODEX 코스닥150,8,아래,-7.0,뒤 절반,6,-8.76,-1.46,50.0,0.347,74.22,1.55,-4.47,3,1.9,-7.0,3.79,0,1,7.5,아니오,2021-08-20,2026-08-20
KODEX 코스닥150,8,아래,-7.0,최근 10년,10,-26.46,-2.65,30.0,0.349,74.1,1.55,-4.45,7,1.9,-7.0,3.66,0,3,7.4,예,2017-08-18,2026-08-20
KODEX 코스닥150,8,아래,-7.0,최근 5년,5,-1.76,-0.35,60.0,0.484,67.38,1.55,-3.21,2,1.9,-5.12,2.95,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 코스닥150,8,아래,-8.0,전체,11,-22.81,-2.07,36.36,0.504,66.5,2.3,-4.57,7,4.55,-8.0,4.22,0,1,7.91,예,2016-08-19,2026-08-20
KODEX 코스닥150,8,아래,-8.0,앞 절반,5,-13.73,-2.75,20.0,0.996,50.1,4.55,-4.57,4,4.55,-8.0,4.96,0,1,8.2,아니오,2016-08-19,2020-08-20
KODEX 코스닥150,8,아래,-8.0,뒤 절반,6,-9.07,-1.51,50.0,0.339,74.66,1.55,-4.58,3,1.9,-7.31,3.88,0,0,7.67,아니오,2021-08-20,2026-08-20
KODEX 코스닥150,8,아래,-8.0,최근 10년,10,-27.36,-2.74,30.0,0.34,74.64,1.55,-4.57,7,1.9,-8.0,3.79,0,1,7.9,예,2017-08-18,2026-08-20
KODEX 코스닥150,8,아래,-8.0,최근 5년,5,-1.76,-0.35,60.0,0.484,67.38,1.55,-3.21,2,1.9,-5.12,2.95,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 코스닥150,8,아래,-9.0,전체,11,-23.81,-2.16,36.36,0.488,67.19,2.3,-4.72,7,4.55,-9.0,4.37,0,1,7.91,예,2016-08-19,2026-08-20
KODEX 코스닥150,8,아래,-9.0,앞 절반,5,-14.73,-2.95,20.0,0.944,51.43,4.55,-4.82,4,4.55,-9.0,5.24,0,1,8.2,아니오,2016-08-19,2020-08-20
KODEX 코스닥150,8,아래,-9.0,뒤 절반,6,-9.07,-1.51,50.0,0.339,74.66,1.55,-4.58,3,1.9,-7.31,3.88,0,0,7.67,아니오,2021-08-20,2026-08-20
KODEX 코스닥150,8,아래,-9.0,최근 10년,10,-28.36,-2.84,30.0,0.329,75.22,1.55,-4.72,7,1.9,-9.0,3.96,0,1,7.9,예,2017-08-18,2026-08-20
KODEX 코스닥150,8,아래,-9.0,최근 5년,5,-1.76,-0.35,60.0,0.484,67.38,1.55,-3.21,2,1.9,-5.12,2.95,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 코스닥150,8,아래,-10.0,전체,11,-23.24,-2.11,36.36,0.497,66.8,2.3,-4.64,7,4.55,-8.43,4.28,0,0,7.91,예,2016-08-19,2026-08-20
KODEX 코스닥150,8,아래,-10.0,앞 절반,5,-14.17,-2.83,20.0,0.973,50.68,4.55,-4.68,4,4.55,-8.43,5.08,0,0,8.2,아니오,2016-08-19,2020-08-20
KODEX 코스닥150,8,아래,-10.0,뒤 절반,6,-9.07,-1.51,50.0,0.339,74.66,1.55,-4.58,3,1.9,-7.31,3.88,0,0,7.67,아니오,2021-08-20,2026-08-20
KODEX 코스닥150,8,아래,-10.0,최근 10년,10,-27.79,-2.78,30.0,0.335,74.9,1.55,-4.64,7,1.9,-8.43,3.86,0,0,7.9,예,2017-08-18,2026-08-20
KODEX 코스닥150,8,아래,-10.0,최근 5년,5,-1.76,-0.35,60.0,0.484,67.38,1.55,-3.21,2,1.9,-5.12,2.95,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 코스닥150,8,아래,무손절,전체,11,-23.24,-2.11,36.36,0.497,66.8,2.3,-4.64,7,4.55,-8.43,4.28,0,0,7.91,예,2016-08-19,2026-08-20
KODEX 코스닥150,8,아래,무손절,앞 절반,5,-14.17,-2.83,20.0,0.973,50.68,4.55,-4.68,4,4.55,-8.43,5.08,0,0,8.2,아니오,2016-08-19,2020-08-20
KODEX 코스닥150,8,아래,무손절,뒤 절반,6,-9.07,-1.51,50.0,0.339,74.66,1.55,-4.58,3,1.9,-7.31,3.88,0,0,7.67,아니오,2021-08-20,2026-08-20
KODEX 코스닥150,8,아래,무손절,최근 10년,10,-27.79,-2.78,30.0,0.335,74.9,1.55,-4.64,7,1.9,-8.43,3.86,0,0,7.9,예,2017-08-18,2026-08-20
KODEX 코스닥150,8,아래,무손절,최근 5년,5,-1.76,-0.35,60.0,0.484,67.38,1.55,-3.21,2,1.9,-5.12,2.95,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 코스닥150,8,위,-3.0,전체,11,16.38,1.49,54.55,1.743,36.45,5.23,-3.0,5,8.43,-3.0,4.73,0,5,5.82,예,2016-08-19,2026-08-20
KODEX 코스닥150,8,위,-3.0,앞 절반,5,11.65,2.33,60.0,1.961,33.78,5.88,-3.0,2,8.43,-3.0,5.3,0,2,7.0,아니오,2016-08-19,2020-08-20
KODEX 코스닥150,8,위,-3.0,뒤 절반,6,4.73,0.79,50.0,1.526,39.59,4.58,-3.0,3,7.31,-3.0,4.58,0,3,4.83,아니오,2021-08-20,2026-08-20
KODEX 코스닥150,8,위,-3.0,최근 10년,10,19.38,1.94,60.0,1.743,36.45,5.23,-3.0,4,8.43,-3.0,4.73,0,4,5.8,예,2017-08-18,2026-08-20
KODEX 코스닥150,8,위,-3.0,최근 5년,5,-2.58,-0.52,40.0,1.07,48.31,3.21,-3.0,3,5.12,-3.0,3.66,0,3,4.4,아니오,2022-08-19,2026-08-20
KODEX 코스닥150,8,위,-4.0,전체,11,11.38,1.03,54.55,1.307,43.34,5.23,-4.0,5,8.43,-4.0,5.21,0,5,6.18,예,2016-08-19,2026-08-20
KODEX 코스닥150,8,위,-4.0,앞 절반,5,9.65,1.93,60.0,1.471,40.48,5.88,-4.0,2,8.43,-4.0,5.8,0,2,7.0,아니오,2016-08-19,2020-08-20
KODEX 코스닥150,8,위,-4.0,뒤 절반,6,1.73,0.29,50.0,1.144,46.63,4.58,-4.0,3,7.31,-4.0,5.08,0,3,5.5,아니오,2021-08-20,2026-08-20
KODEX 코스닥150,8,위,-4.0,최근 10년,10,15.38,1.54,60.0,1.307,43.34,5.23,-4.0,4,8.43,-4.0,5.2,0,4,6.2,예,2017-08-18,2026-08-20
KODEX 코스닥150,8,위,-4.0,최근 5년,5,-5.58,-1.12,40.0,0.802,55.48,3.21,-4.0,3,5.12,-4.0,4.17,0,3,5.2,아니오,2022-08-19,2026-08-20
KODEX 코스닥150,8,위,-5.0,전체,11,9.48,0.86,54.55,1.194,45.58,5.23,-4.38,5,8.43,-5.0,5.46,0,4,6.82,예,2016-08-19,2026-08-20
KODEX 코스닥150,8,위,-5.0,앞 절반,5,7.65,1.53,60.0,1.176,45.95,5.88,-5.0,2,8.43,-5.0,6.32,0,2,7.4,아니오,2016-08-19,2020-08-20
KODEX 코스닥150,8,위,-5.0,뒤 절반,6,1.83,0.31,50.0,1.154,46.43,4.58,-3.97,3,7.31,-5.0,5.19,0,2,6.33,아니오,2021-08-20,2026-08-20
KODEX 코스닥150,8,위,-5.0,최근 10년,10,14.48,1.45,60.0,1.238,44.69,5.23,-4.23,4,8.43,-5.0,5.38,0,3,6.7,예,2017-08-18,2026-08-20
KODEX 코스닥150,8,위,-5.0,최근 5년,5,-5.48,-1.1,40.0,0.809,55.27,3.21,-3.97,3,5.12,-5.0,4.34,0,2,6.2,아니오,2022-08-19,2026-08-20
KODEX 코스닥150,8,위,-6.0,전체,11,18.91,1.72,63.64,1.37,42.2,4.64,-3.38,4,8.43,-6.0,4.83,0,1,7.36,예,2016-08-19,2026-08-20
KODEX 코스닥150,8,위,-6.0,앞 절반,5,14.17,2.83,80.0,1.028,49.32,4.68,-4.55,1,8.43,-4.55,5.08,0,0,8.2,아니오,2016-08-19,2020-08-20
KODEX 코스닥150,8,위,-6.0,뒤 절반,6,4.75,0.79,50.0,1.528,39.55,4.58,-3.0,3,7.31,-6.0,4.87,0,1,6.67,아니오,2021-08-20,2026-08-20
KODEX 코스닥150,8,위,-6.0,최근 10년,10,23.47,2.35,70.0,1.548,39.25,4.64,-3.0,3,8.43,-6.0,4.59,0,1,7.3,예,2017-08-18,2026-08-20
KODEX 코스닥150,8,위,-6.0,최근 5년,5,-2.57,-0.51,40.0,1.072,48.27,3.21,-3.0,3,5.12,-6.0,4.1,0,1,6.6,아니오,2022-08-19,2026-08-20
KODEX 코스닥150,8,위,-7.0,전체,11,17.91,1.63,63.64,1.275,43.95,4.64,-3.63,4,8.43,-7.0,4.99,0,1,7.55,예,2016-08-19,2026-08-20
KODEX 코스닥150,8,위,-7.0,앞 절반,5,14.17,2.83,80.0,1.028,49.32,4.68,-4.55,1,8.43,-4.55,5.08,0,0,8.2,아니오,2016-08-19,2020-08-20
KODEX 코스닥150,8,위,-7.0,뒤 절반,6,3.75,0.62,50.0,1.375,42.1,4.58,-3.33,3,7.31,-7.0,5.15,0,1,7.0,아니오,2021-08-20,2026-08-20
KODEX 코스닥150,8,위,-7.0,최근 10년,10,22.47,2.25,70.0,1.393,41.79,4.64,-3.33,3,8.43,-7.0,4.8,0,1,7.5,예,2017-08-18,2026-08-20
KODEX 코스닥150,8,위,-7.0,최근 5년,5,-3.57,-0.71,40.0,0.964,50.91,3.21,-3.33,3,5.12,-7.0,4.45,0,1,7.0,아니오,2022-08-19,2026-08-20
KODEX 코스닥150,8,위,-8.0,전체,11,16.91,1.54,63.64,1.193,45.59,4.64,-3.88,4,8.43,-8.0,5.17,0,1,7.55,예,2016-08-19,2026-08-20
KODEX 코스닥150,8,위,-8.0,앞 절반,5,14.17,2.83,80.0,1.028,49.32,4.68,-4.55,1,8.43,-4.55,5.08,0,0,8.2,아니오,2016-08-19,2020-08-20
KODEX 코스닥150,8,위,-8.0,뒤 절반,6,2.75,0.46,50.0,1.25,44.44,4.58,-3.66,3,7.31,-8.0,5.46,0,1,7.0,아니오,2021-08-20,2026-08-20
KODEX 코스닥150,8,위,-8.0,최근 10년,10,21.47,2.15,70.0,1.266,44.13,4.64,-3.66,3,8.43,-8.0,5.02,0,1,7.5,예,2017-08-18,2026-08-20
KODEX 코스닥150,8,위,-8.0,최근 5년,5,-4.57,-0.91,40.0,0.877,53.29,3.21,-3.66,3,5.12,-8.0,4.81,0,1,7.0,아니오,2022-08-19,2026-08-20
KODEX 코스닥150,8,위,-9.0,전체,11,23.24,2.11,63.64,2.012,33.2,4.64,-2.3,4,8.43,-4.55,4.28,0,0,7.91,예,2016-08-19,2026-08-20
KODEX 코스닥150,8,위,-9.0,앞 절반,5,14.17,2.83,80.0,1.028,49.32,4.68,-4.55,1,8.43,-4.55,5.08,0,0,8.2,아니오,2016-08-19,2020-08-20
KODEX 코스닥150,8,위,-9.0,뒤 절반,6,9.07,1.51,50.0,2.946,25.34,4.58,-1.55,3,7.31,-1.9,3.88,0,0,7.67,아니오,2021-08-20,2026-08-20
KODEX 코스닥150,8,위,-9.0,최근 10년,10,27.79,2.78,70.0,2.984,25.1,4.64,-1.55,3,8.43,-1.9,3.86,0,0,7.9,예,2017-08-18,2026-08-20
KODEX 코스닥150,8,위,-9.0,최근 5년,5,1.76,0.35,40.0,2.066,32.62,3.21,-1.55,3,5.12,-1.9,2.95,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 코스닥150,8,위,-10.0,전체,11,23.24,2.11,63.64,2.012,33.2,4.64,-2.3,4,8.43,-4.55,4.28,0,0,7.91,예,2016-08-19,2026-08-20
KODEX 코스닥150,8,위,-10.0,앞 절반,5,14.17,2.83,80.0,1.028,49.32,4.68,-4.55,1,8.43,-4.55,5.08,0,0,8.2,아니오,2016-08-19,2020-08-20
KODEX 코스닥150,8,위,-10.0,뒤 절반,6,9.07,1.51,50.0,2.946,25.34,4.58,-1.55,3,7.31,-1.9,3.88,0,0,7.67,아니오,2021-08-20,2026-08-20
KODEX 코스닥150,8,위,-10.0,최근 10년,10,27.79,2.78,70.0,2.984,25.1,4.64,-1.55,3,8.43,-1.9,3.86,0,0,7.9,예,2017-08-18,2026-08-20
KODEX 코스닥150,8,위,-10.0,최근 5년,5,1.76,0.35,40.0,2.066,32.62,3.21,-1.55,3,5.12,-1.9,2.95,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 코스닥150,8,위,무손절,전체,11,23.24,2.11,63.64,2.012,33.2,4.64,-2.3,4,8.43,-4.55,4.28,0,0,7.91,예,2016-08-19,2026-08-20
KODEX 코스닥150,8,위,무손절,앞 절반,5,14.17,2.83,80.0,1.028,49.32,4.68,-4.55,1,8.43,-4.55,5.08,0,0,8.2,아니오,2016-08-19,2020-08-20
KODEX 코스닥150,8,위,무손절,뒤 절반,6,9.07,1.51,50.0,2.946,25.34,4.58,-1.55,3,7.31,-1.9,3.88,0,0,7.67,아니오,2021-08-20,2026-08-20
KODEX 코스닥150,8,위,무손절,최근 10년,10,27.79,2.78,70.0,2.984,25.1,4.64,-1.55,3,8.43,-1.9,3.86,0,0,7.9,예,2017-08-18,2026-08-20
KODEX 코스닥150,8,위,무손절,최근 5년,5,1.76,0.35,40.0,2.066,32.62,3.21,-1.55,3,5.12,-1.9,2.95,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 코스닥150,9,아래,-3.0,전체,10,28.83,2.88,80.0,2.625,27.59,3.98,-1.52,2,10.05,-3.0,3.67,0,1,5.9,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,-3.0,앞 절반,5,11.14,2.23,80.0,79.022,1.25,2.79,-0.04,1,5.26,-0.04,2.73,0,0,6.2,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,아래,-3.0,뒤 절반,5,17.69,3.54,80.0,1.724,36.7,5.17,-3.0,1,10.05,-3.0,4.67,0,1,5.6,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,아래,-3.0,최근 10년,10,28.83,2.88,80.0,2.625,27.59,3.98,-1.52,2,10.05,-3.0,3.67,0,1,5.9,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,-3.0,최근 5년,5,17.69,3.54,80.0,1.724,36.7,5.17,-3.0,1,10.05,-3.0,4.67,0,1,5.6,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,아래,-4.0,전체,10,27.78,2.78,80.0,1.951,33.88,3.98,-2.04,2,10.05,-4.05,3.87,1,0,6.0,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,-4.0,앞 절반,5,11.14,2.23,80.0,79.022,1.25,2.79,-0.04,1,5.26,-0.04,2.73,0,0,6.2,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,아래,-4.0,뒤 절반,5,16.65,3.33,80.0,1.278,43.9,5.17,-4.05,1,10.05,-4.05,5.05,1,0,5.8,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,아래,-4.0,최근 10년,10,27.78,2.78,80.0,1.951,33.88,3.98,-2.04,2,10.05,-4.05,3.87,1,0,6.0,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,-4.0,최근 5년,5,16.65,3.33,80.0,1.278,43.9,5.17,-4.05,1,10.05,-4.05,5.05,1,0,5.8,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,아래,-5.0,전체,10,29.73,2.97,80.0,3.725,21.16,3.98,-1.07,2,10.05,-2.1,3.52,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,-5.0,앞 절반,5,11.14,2.23,80.0,79.022,1.25,2.79,-0.04,1,5.26,-0.04,2.73,0,0,6.2,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,아래,-5.0,뒤 절반,5,18.59,3.72,80.0,2.46,28.9,5.17,-2.1,1,10.05,-2.1,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,아래,-5.0,최근 10년,10,29.73,2.97,80.0,3.725,21.16,3.98,-1.07,2,10.05,-2.1,3.52,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,-5.0,최근 5년,5,18.59,3.72,80.0,2.46,28.9,5.17,-2.1,1,10.05,-2.1,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,아래,-6.0,전체,10,29.73,2.97,80.0,3.725,21.16,3.98,-1.07,2,10.05,-2.1,3.52,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,-6.0,앞 절반,5,11.14,2.23,80.0,79.022,1.25,2.79,-0.04,1,5.26,-0.04,2.73,0,0,6.2,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,아래,-6.0,뒤 절반,5,18.59,3.72,80.0,2.46,28.9,5.17,-2.1,1,10.05,-2.1,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,아래,-6.0,최근 10년,10,29.73,2.97,80.0,3.725,21.16,3.98,-1.07,2,10.05,-2.1,3.52,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,-6.0,최근 5년,5,18.59,3.72,80.0,2.46,28.9,5.17,-2.1,1,10.05,-2.1,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,아래,-7.0,전체,10,29.73,2.97,80.0,3.725,21.16,3.98,-1.07,2,10.05,-2.1,3.52,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,-7.0,앞 절반,5,11.14,2.23,80.0,79.022,1.25,2.79,-0.04,1,5.26,-0.04,2.73,0,0,6.2,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,아래,-7.0,뒤 절반,5,18.59,3.72,80.0,2.46,28.9,5.17,-2.1,1,10.05,-2.1,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,아래,-7.0,최근 10년,10,29.73,2.97,80.0,3.725,21.16,3.98,-1.07,2,10.05,-2.1,3.52,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,-7.0,최근 5년,5,18.59,3.72,80.0,2.46,28.9,5.17,-2.1,1,10.05,-2.1,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,아래,-8.0,전체,10,29.73,2.97,80.0,3.725,21.16,3.98,-1.07,2,10.05,-2.1,3.52,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,-8.0,앞 절반,5,11.14,2.23,80.0,79.022,1.25,2.79,-0.04,1,5.26,-0.04,2.73,0,0,6.2,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,아래,-8.0,뒤 절반,5,18.59,3.72,80.0,2.46,28.9,5.17,-2.1,1,10.05,-2.1,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,아래,-8.0,최근 10년,10,29.73,2.97,80.0,3.725,21.16,3.98,-1.07,2,10.05,-2.1,3.52,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,-8.0,최근 5년,5,18.59,3.72,80.0,2.46,28.9,5.17,-2.1,1,10.05,-2.1,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,아래,-9.0,전체,10,29.73,2.97,80.0,3.725,21.16,3.98,-1.07,2,10.05,-2.1,3.52,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,-9.0,앞 절반,5,11.14,2.23,80.0,79.022,1.25,2.79,-0.04,1,5.26,-0.04,2.73,0,0,6.2,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,아래,-9.0,뒤 절반,5,18.59,3.72,80.0,2.46,28.9,5.17,-2.1,1,10.05,-2.1,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,아래,-9.0,최근 10년,10,29.73,2.97,80.0,3.725,21.16,3.98,-1.07,2,10.05,-2.1,3.52,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,-9.0,최근 5년,5,18.59,3.72,80.0,2.46,28.9,5.17,-2.1,1,10.05,-2.1,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,아래,-10.0,전체,10,29.73,2.97,80.0,3.725,21.16,3.98,-1.07,2,10.05,-2.1,3.52,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,-10.0,앞 절반,5,11.14,2.23,80.0,79.022,1.25,2.79,-0.04,1,5.26,-0.04,2.73,0,0,6.2,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,아래,-10.0,뒤 절반,5,18.59,3.72,80.0,2.46,28.9,5.17,-2.1,1,10.05,-2.1,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,아래,-10.0,최근 10년,10,29.73,2.97,80.0,3.725,21.16,3.98,-1.07,2,10.05,-2.1,3.52,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,-10.0,최근 5년,5,18.59,3.72,80.0,2.46,28.9,5.17,-2.1,1,10.05,-2.1,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,아래,무손절,전체,10,29.73,2.97,80.0,3.725,21.16,3.98,-1.07,2,10.05,-2.1,3.52,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,무손절,앞 절반,5,11.14,2.23,80.0,79.022,1.25,2.79,-0.04,1,5.26,-0.04,2.73,0,0,6.2,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,아래,무손절,뒤 절반,5,18.59,3.72,80.0,2.46,28.9,5.17,-2.1,1,10.05,-2.1,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,아래,무손절,최근 10년,10,29.73,2.97,80.0,3.725,21.16,3.98,-1.07,2,10.05,-2.1,3.52,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,아래,무손절,최근 5년,5,18.59,3.72,80.0,2.46,28.9,5.17,-2.1,1,10.05,-2.1,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,-3.0,전체,10,-16.9,-1.69,20.0,0.449,69.0,1.07,-2.38,8,2.1,-3.25,1.89,1,5,4.0,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,위,-3.0,앞 절반,5,-6.75,-1.35,20.0,0.021,97.96,0.04,-1.7,4,0.04,-3.0,1.54,0,2,4.2,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,위,-3.0,뒤 절반,5,-10.15,-2.03,20.0,0.687,59.29,2.1,-3.06,4,2.1,-3.25,2.31,1,3,3.8,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,-3.0,최근 10년,10,-16.9,-1.69,20.0,0.449,69.0,1.07,-2.38,8,2.1,-3.25,1.89,1,5,4.0,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,위,-3.0,최근 5년,5,-10.15,-2.03,20.0,0.687,59.29,2.1,-3.06,4,2.1,-3.25,2.31,1,3,3.8,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,-4.0,전체,10,-23.48,-2.35,20.0,0.334,74.96,1.07,-3.2,8,2.1,-4.83,2.43,1,5,4.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,위,-4.0,앞 절반,5,-8.75,-1.75,20.0,0.016,98.42,0.04,-2.2,4,0.04,-4.0,2.08,0,2,4.4,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,위,-4.0,뒤 절반,5,-14.73,-2.95,20.0,0.5,66.67,2.1,-4.21,4,2.1,-4.83,2.84,1,3,4.2,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,-4.0,최근 10년,10,-23.48,-2.35,20.0,0.334,74.96,1.07,-3.2,8,2.1,-4.83,2.43,1,5,4.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,위,-4.0,최근 5년,5,-14.73,-2.95,20.0,0.5,66.67,2.1,-4.21,4,2.1,-4.83,2.84,1,3,4.2,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,-5.0,전체,10,-26.71,-2.67,20.0,0.297,77.13,1.07,-3.61,8,2.1,-5.61,2.81,1,4,4.9,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,위,-5.0,앞 절반,5,-10.75,-2.15,20.0,0.013,98.71,0.04,-2.7,4,0.04,-5.0,2.62,0,2,4.6,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,위,-5.0,뒤 절반,5,-15.96,-3.19,20.0,0.466,68.22,2.1,-4.52,4,2.1,-5.61,3.2,1,2,5.2,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,-5.0,최근 10년,10,-26.71,-2.67,20.0,0.297,77.13,1.07,-3.61,8,2.1,-5.61,2.81,1,4,4.9,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,위,-5.0,최근 5년,5,-15.96,-3.19,20.0,0.466,68.22,2.1,-4.52,4,2.1,-5.61,3.2,1,2,5.2,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,-6.0,전체,10,-28.74,-2.87,20.0,0.277,78.31,1.07,-3.86,8,2.1,-6.0,3.09,0,4,5.0,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,위,-6.0,앞 절반,5,-12.75,-2.55,20.0,0.011,98.91,0.04,-3.2,4,0.04,-6.0,3.16,0,2,4.6,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,위,-6.0,뒤 절반,5,-15.99,-3.2,20.0,0.465,68.26,2.1,-4.52,4,2.1,-6.0,3.34,0,2,5.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,-6.0,최근 10년,10,-28.74,-2.87,20.0,0.277,78.31,1.07,-3.86,8,2.1,-6.0,3.09,0,4,5.0,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,위,-6.0,최근 5년,5,-15.99,-3.2,20.0,0.465,68.26,2.1,-4.52,4,2.1,-6.0,3.34,0,2,5.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,-7.0,전체,10,-28.55,-2.85,20.0,0.279,78.2,1.07,-3.84,8,2.1,-7.0,3.15,0,2,5.5,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,위,-7.0,앞 절반,5,-13.01,-2.6,20.0,0.011,98.93,0.04,-3.26,4,0.04,-7.0,3.29,0,1,5.4,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,위,-7.0,뒤 절반,5,-15.54,-3.11,20.0,0.477,67.72,2.1,-4.41,4,2.1,-7.0,3.36,0,1,5.6,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,-7.0,최근 10년,10,-28.55,-2.85,20.0,0.279,78.2,1.07,-3.84,8,2.1,-7.0,3.15,0,2,5.5,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,위,-7.0,최근 5년,5,-15.54,-3.11,20.0,0.477,67.72,2.1,-4.41,4,2.1,-7.0,3.36,0,1,5.6,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,-8.0,전체,10,-30.55,-3.05,20.0,0.262,79.26,1.07,-4.09,8,2.1,-8.0,3.45,0,2,5.6,예,2016-09-20,2025-09-19
