대상,월,시기,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),오른 평균(%),내린 평균(%),오른 건수,내린 건수,기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),기준선 오른 평균(%),기준선 내린 평균(%),기준선 오른 건수,기준선 내린 건수,평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
KODEX 200,1,앞 절반,12,0,12,-1.08,-0.95,33.33,58.33,5.43,-7.33,3.82,2.72,3.4,4,7,217,0,217,-0.55,-0.55,39.63,59.91,7.92,-11.37,3.7,2.77,2.76,86,130,-0.52,-0.41,-6.3,-1.57,0.6314,0.5275,0.7692,1.0,,False,예
KODEX 200,1,뒤 절반,12,0,12,0.24,0.66,66.67,33.33,8.59,-6.77,4.28,2.51,4.31,8,4,215,0,215,0.58,0.28,55.35,44.65,23.37,-9.3,5.23,3.72,3.32,119,96,-0.34,0.39,11.32,-11.32,0.8142,0.5265,0.5694,0.5694,,False,예
KODEX 200,1,최근 10년,10,0,10,-0.14,0.45,60.0,40.0,8.59,-6.77,4.61,2.63,4.31,6,4,195,0,195,0.76,0.35,55.9,44.1,23.37,-9.3,5.55,4.2,3.61,109,86,-0.9,0.1,4.1,-4.1,0.6134,0.8422,1.0,1.0,,True,예
KODEX 200,1,최근 5년,5,0,5,0.68,0.34,60.0,40.0,8.59,-5.76,5.14,3.24,3.16,3,2,96,0,96,1.26,0.28,54.17,45.83,23.37,-9.3,6.63,5.46,3.7,52,44,-0.59,0.06,5.83,-5.83,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 200,2,앞 절반,12,0,12,-0.21,0.03,50.0,50.0,2.75,-5.1,2.32,1.48,1.91,6,6,200,0,200,0.28,0.68,63.0,36.5,8.06,-13.02,3.85,2.45,3.48,126,73,-0.49,-0.65,-13.0,13.5,0.6084,0.4056,0.3716,0.3596,,False,예
KODEX 200,2,뒤 절반,12,0,12,-0.98,-0.8,41.67,58.33,9.06,-9.49,4.21,1.99,3.11,5,7,195,0,195,-0.18,-0.45,40.51,59.49,29.46,-11.29,5.88,3.71,2.84,79,116,-0.8,-0.35,1.15,-1.15,0.6444,0.8771,1.0,1.0,,False,예
KODEX 200,2,최근 10년,10,0,10,-1.24,-1.64,30.0,70.0,9.06,-9.49,4.6,3.1,3.11,3,7,177,0,177,-0.23,-0.81,36.16,63.84,29.46,-11.29,6.19,4.5,2.91,64,113,-1.01,-0.83,-6.16,6.16,0.5644,0.3696,0.7532,0.7532,,False,예
KODEX 200,2,최근 5년,5,0,5,0.16,-1.8,20.0,80.0,9.06,-4.22,5.19,9.06,2.06,1,4,89,0,89,2.02,-0.26,43.82,56.18,29.46,-5.06,7.31,7.0,1.85,39,50,-1.86,-1.53,-23.82,23.82,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 200,3,앞 절반,12,0,12,1.37,1.59,66.67,33.33,6.21,-5.52,3.2,3.06,1.99,8,4,226,0,226,2.0,1.7,73.89,26.11,17.65,-6.77,3.59,3.36,1.84,167,59,-0.63,-0.11,-7.23,7.23,0.4985,0.9101,0.7273,0.7273,,False,예
KODEX 200,3,뒤 절반,12,0,12,-0.05,0.42,58.33,41.67,10.51,-12.96,5.56,2.99,4.3,7,5,223,0,223,0.03,0.57,64.13,35.43,19.0,-15.6,4.63,2.33,4.12,143,79,-0.08,-0.15,-5.79,6.24,0.9441,0.7802,0.7672,0.7742,,True,예
KODEX 200,3,최근 10년,10,0,10,-0.05,0.53,60.0,40.0,10.51,-12.96,6.15,3.39,5.21,6,4,201,0,201,-0.3,0.46,59.7,39.8,19.0,-15.6,5.04,2.56,4.6,120,80,0.25,0.08,0.3,0.2,0.8721,0.9301,1.0,1.0,,True,예
KODEX 200,3,최근 5년,5,0,5,-1.86,1.13,60.0,40.0,4.27,-12.96,7.2,2.92,9.02,3,2,99,0,99,-0.71,0.92,61.62,38.38,5.64,-15.6,5.17,2.66,6.11,61,38,-1.15,0.21,-1.62,1.62,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 200,4,앞 절반,12,0,12,-1.67,-0.64,33.33,66.67,2.01,-8.5,3.34,1.36,3.19,4,8,221,0,221,-1.11,-0.8,42.53,57.47,8.42,-9.76,3.44,1.78,3.26,94,127,-0.56,0.16,-9.2,9.2,0.5924,0.982,0.5564,0.5564,,False,예
KODEX 200,4,뒤 절반,12,0,12,-0.22,-0.61,50.0,50.0,5.72,-4.15,2.85,2.1,2.54,6,6,221,0,221,0.61,-0.47,44.34,55.2,27.77,-4.15,4.82,3.9,2.02,98,122,-0.83,-0.14,5.66,-5.2,0.5305,0.7852,0.7702,0.7812,,False,예
KODEX 200,4,최근 10년,10,0,10,0.12,0.45,60.0,40.0,5.72,-4.15,3.01,2.1,2.84,6,4,201,0,201,0.95,0.04,50.25,49.25,27.77,-4.15,4.96,3.88,2.02,101,99,-0.83,0.41,9.75,-9.25,0.6004,0.6863,0.5504,0.7612,,False,예
KODEX 200,4,최근 5년,5,0,5,0.93,1.65,60.0,40.0,5.72,-3.33,3.64,3.32,2.65,3,2,101,0,101,1.74,-0.15,48.51,51.49,27.77,-3.95,6.33,5.69,1.99,49,52,-0.8,1.8,11.49,-11.49,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 200,5,앞 절반,12,0,12,1.85,2.12,66.67,33.33,8.19,-3.33,3.37,3.7,1.85,8,4,209,0,209,1.04,1.3,65.07,33.97,13.47,-9.59,3.94,3.23,3.14,136,71,0.82,0.83,1.59,-0.64,0.4655,0.4605,1.0,1.0,,False,예
KODEX 200,5,뒤 절반,12,0,12,2.1,1.37,66.67,33.33,18.95,-3.87,5.7,4.09,1.88,8,4,206,0,206,1.62,1.01,66.02,33.98,28.04,-7.88,4.55,3.53,2.1,136,70,0.49,0.37,0.65,-0.65,0.7333,0.7343,1.0,1.0,,False,예
KODEX 200,5,최근 10년,10,0,10,2.49,1.37,70.0,30.0,18.95,-3.87,6.17,4.41,1.99,7,3,186,0,186,1.89,1.36,65.05,34.95,28.04,-7.88,4.84,4.07,2.18,121,65,0.6,0.01,4.95,-4.95,0.6983,0.9461,0.7712,1.0,,False,예
KODEX 200,5,최근 5년,5,0,5,4.31,1.45,80.0,20.0,18.95,-3.87,8.64,6.36,3.87,4,1,93,0,93,3.45,2.81,77.42,22.58,28.04,-4.2,5.84,5.23,2.65,72,21,0.86,-1.37,2.58,-2.58,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 200,6,앞 절반,12,0,12,1.03,0.9,58.33,41.67,7.39,-3.23,3.49,3.29,2.14,7,5,216,0,216,0.42,0.33,58.33,41.67,8.19,-9.28,3.06,2.37,2.31,126,90,0.61,0.57,0.0,0.0,0.4695,0.5954,1.0,1.0,,False,예
KODEX 200,6,뒤 절반,12,0,12,-0.41,-0.12,41.67,58.33,2.61,-5.67,2.07,1.21,1.56,5,7,214,0,214,0.43,0.36,56.07,43.46,15.91,-12.41,3.89,2.7,2.49,120,93,-0.84,-0.48,-14.41,14.88,0.4126,0.4915,0.3686,0.3606,,False,예
KODEX 200,6,최근 10년,10,0,10,-0.54,-0.39,40.0,60.0,2.61,-5.67,2.25,1.33,1.79,4,6,193,0,193,0.45,0.47,56.99,43.01,15.91,-12.41,4.13,2.89,2.77,110,83,-1.0,-0.86,-16.99,16.99,0.3806,0.3197,0.3307,0.3307,,False,예
KODEX 200,6,최근 5년,5,0,5,-1.22,-0.98,20.0,80.0,2.61,-5.67,3.02,2.61,2.18,1,4,95,0,95,0.65,0.19,51.58,48.42,15.91,-12.41,5.43,4.4,3.35,49,46,-1.87,-1.17,-31.58,31.58,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 200,7,앞 절반,12,0,12,2.03,2.22,75.0,16.67,5.56,-3.05,2.58,3.24,2.38,9,2,231,0,231,2.34,2.03,72.73,25.97,13.44,-5.58,3.5,3.8,1.66,168,60,-0.3,0.19,2.27,-9.31,0.7283,0.8571,1.0,0.5305,,False,예
KODEX 200,7,뒤 절반,12,0,12,0.18,0.27,50.0,50.0,4.54,-3.18,2.29,2.01,1.66,6,6,232,0,232,-0.11,0.16,51.29,46.98,6.71,-19.11,3.49,2.15,2.59,119,109,0.29,0.11,-1.29,3.02,0.8302,0.8691,1.0,1.0,,False,예
KODEX 200,7,최근 10년,10,0,10,0.38,0.4,50.0,50.0,4.54,-3.18,2.38,2.3,1.54,5,5,211,0,211,0.1,0.18,51.66,46.45,24.17,-19.11,4.36,2.71,2.79,109,98,0.28,0.21,-1.66,3.55,0.7652,0.7413,1.0,1.0,,False,예
KODEX 200,7,최근 5년,5,0,5,1.51,1.35,80.0,20.0,4.54,-1.29,2.12,2.21,1.29,4,1,105,0,105,0.57,0.87,65.71,31.43,24.17,-19.11,5.75,3.16,4.79,69,33,0.94,0.48,14.29,-11.43,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 200,8,앞 절반,12,0,12,1.45,1.32,58.33,41.67,8.59,-4.11,3.92,3.82,1.88,7,5,226,0,226,0.72,0.62,56.64,42.48,14.07,-14.36,3.8,3.14,2.49,128,96,0.73,0.7,1.7,-0.81,0.4545,0.4835,1.0,1.0,,False,예
KODEX 200,8,뒤 절반,12,0,12,0.79,0.18,58.33,41.67,4.58,-1.71,1.98,2.02,0.94,7,5,223,0,223,0.43,0.2,54.71,44.84,9.71,-4.86,2.46,2.03,1.51,122,100,0.36,-0.01,3.62,-3.18,0.5994,0.9041,1.0,1.0,,False,예
KODEX 200,8,최근 10년,10,0,10,1.0,0.92,60.0,40.0,4.58,-1.71,2.11,2.33,1.0,6,4,201,0,201,0.35,0.17,52.24,47.26,9.71,-4.86,2.55,2.12,1.6,105,95,0.64,0.75,7.76,-7.26,0.4086,0.3576,0.7682,0.7622,,False,예
KODEX 200,8,최근 5년,5,0,5,-0.02,-0.53,40.0,60.0,2.02,-1.71,1.75,1.83,1.25,2,3,100,0,100,0.55,-0.15,48.0,52.0,9.71,-4.86,2.95,2.65,1.38,48,52,-0.57,-0.38,-8.0,8.0,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 200,9,앞 절반,11,0,11,-0.66,-0.25,45.45,54.55,2.25,-6.71,2.64,1.3,2.29,5,6,190,0,190,1.71,1.51,71.05,28.42,10.46,-6.71,2.95,3.08,1.69,135,54,-2.36,-1.76,-25.6,26.12,0.008,0.1289,0.0859,0.0859,,False,예
KODEX 200,9,뒤 절반,12,0,12,-1.56,-1.36,33.33,66.67,1.14,-8.09,2.5,0.65,2.66,4,8,205,0,205,-0.27,-0.19,48.29,51.22,12.15,-11.38,3.68,2.39,2.79,99,105,-1.29,-1.17,-14.96,15.45,0.2128,0.1299,0.3487,0.3497,,False,예
KODEX 200,9,최근 10년,10,0,10,-1.43,-0.62,40.0,60.0,1.14,-8.09,2.73,0.65,2.81,4,6,183,0,183,-0.41,-0.29,45.9,53.55,12.15,-11.38,3.83,2.5,2.91,84,98,-1.02,-0.33,-5.9,6.45,0.3726,0.7473,0.7742,0.7732,,False,예
KODEX 200,9,최근 5년,5,0,5,-2.48,-2.13,40.0,60.0,0.59,-8.09,3.51,0.45,4.43,2,3,90,0,90,-1.47,-1.88,32.22,67.78,12.15,-11.38,4.81,3.51,3.84,29,61,-1.0,-0.25,7.78,-7.78,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 200,10,앞 절반,12,0,12,0.06,-0.41,41.67,58.33,6.57,-4.75,3.48,3.23,2.21,5,7,220,0,220,0.3,0.12,50.45,48.64,23.77,-19.26,5.49,3.87,3.39,111,107,-0.24,-0.52,-8.79,9.7,0.9041,0.6414,0.7662,0.5385,,True,예
KODEX 200,10,뒤 절반,12,0,12,-0.03,0.11,50.0,50.0,8.28,-5.68,3.91,3.03,3.09,6,6,203,0,203,-0.28,-0.2,46.31,53.69,20.8,-12.38,4.56,3.07,3.17,94,109,0.25,0.3,3.69,-3.69,0.8511,0.7063,1.0,1.0,,False,예
KODEX 200,10,최근 10년,10,0,10,-0.41,-1.19,40.0,60.0,8.28,-5.68,4.19,3.61,3.09,4,6,182,0,182,-0.44,-0.76,40.11,59.89,20.8,-12.38,4.82,3.64,3.17,73,109,0.03,-0.43,-0.11,0.11,0.997,0.7253,1.0,1.0,,False,예
KODEX 200,10,최근 5년,5,0,5,0.83,-1.58,40.0,60.0,8.28,-4.01,5.02,5.94,2.57,2,3,90,0,90,0.89,-1.06,42.22,57.78,20.8,-7.26,5.62,5.77,2.68,38,52,-0.05,-0.52,-2.22,2.22,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 200,11,앞 절반,12,0,12,2.88,1.94,83.33,16.67,15.0,-4.13,4.53,3.89,2.17,10,2,226,0,226,1.38,1.49,72.57,26.11,15.0,-8.13,3.11,2.75,2.36,164,59,1.5,0.45,10.77,-9.44,0.0749,0.5305,0.5105,0.5095,,False,예
KODEX 200,11,뒤 절반,12,0,12,-0.24,0.38,58.33,41.67,1.92,-4.14,1.94,1.18,2.22,7,5,226,0,226,-0.3,-0.4,43.36,56.19,13.35,-7.14,3.23,2.51,2.47,98,127,0.06,0.78,14.97,-14.53,0.9451,0.3846,0.3786,0.3726,,True,예
KODEX 200,11,최근 10년,10,0,10,-0.45,-0.19,50.0,50.0,1.92,-4.14,2.04,1.32,2.22,5,5,205,0,205,-0.24,-0.42,43.9,55.61,13.35,-7.14,3.37,2.7,2.57,90,114,-0.21,0.23,6.1,-5.61,0.8551,0.8012,0.7423,0.7423,,False,예
KODEX 200,11,최근 5년,5,0,5,-0.93,-1.12,40.0,60.0,1.16,-4.14,2.2,1.13,2.31,2,3,102,0,102,-0.56,-0.61,44.12,55.88,9.23,-7.14,3.5,2.75,3.17,45,57,-0.37,-0.51,-4.12,4.12,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 200,12,앞 절반,12,0,12,1.15,2.42,83.33,16.67,5.02,-10.06,4.24,2.77,6.97,10,2,214,0,214,2.38,2.36,81.78,17.76,12.08,-10.06,3.31,3.49,2.63,175,38,-1.23,0.06,1.56,-1.09,0.1988,0.987,1.0,1.0,,False,예
KODEX 200,12,뒤 절반,12,0,12,1.44,0.57,75.0,16.67,6.61,-2.79,2.7,2.26,1.52,9,2,214,0,214,1.56,0.8,65.89,33.64,12.1,-8.28,3.65,3.39,1.99,141,72,-0.12,-0.23,9.11,-16.98,0.9091,0.6144,0.5455,0.2328,,False,예
KODEX 200,12,최근 10년,10,0,10,1.76,0.73,90.0,10.0,6.61,-2.79,2.87,2.26,2.79,9,1,193,0,193,1.83,0.96,70.98,29.02,12.1,-8.28,3.77,3.52,2.3,137,56,-0.08,-0.23,19.02,-19.02,0.963,0.6104,0.3037,0.3037,,False,예
KODEX 200,12,최근 5년,5,0,5,1.84,1.93,80.0,20.0,6.61,-2.79,3.42,3.0,2.79,4,1,98,0,98,1.11,0.51,57.14,42.86,9.57,-8.28,4.1,3.97,2.71,56,42,0.73,1.42,22.86,-22.86,,,,,표본 부족으로 검정 불가,False,아니오
코스피200 지수,1,앞 절반,18,0,18,0.39,-0.46,44.44,55.56,7.6,-6.81,4.9,5.15,3.42,8,10,359,0,359,1.96,0.73,57.94,42.06,50.15,-11.42,8.16,6.09,3.73,208,151,-1.57,-1.19,-13.49,13.49,0.4076,0.2667,0.3097,0.3097,,True,예
코스피200 지수,1,뒤 절반,19,0,19,-0.49,0.11,52.63,47.37,8.46,-6.89,4.03,2.39,3.7,10,9,352,0,352,0.18,-0.23,46.88,52.84,23.11,-9.49,4.61,3.58,2.83,165,186,-0.68,0.34,5.76,-5.47,0.5155,0.7413,0.6424,0.8132,,True,예
코스피200 지수,1,최근 10년,10,0,10,-0.14,0.56,60.0,40.0,8.46,-6.89,4.68,2.69,4.39,6,4,195,0,195,0.71,0.39,54.36,45.64,23.11,-9.49,5.59,4.32,3.59,106,89,-0.86,0.17,5.64,-5.64,0.6314,0.7812,0.7622,0.7622,,True,예
코스피200 지수,1,최근 5년,5,0,5,0.78,0.53,60.0,40.0,8.46,-5.89,5.11,3.32,3.03,3,2,96,0,96,1.33,0.49,54.17,45.83,23.11,-9.49,6.6,5.55,3.65,52,44,-0.55,0.04,5.83,-5.83,,,,,표본 부족으로 검정 불가,False,아니오
코스피200 지수,2,앞 절반,18,0,18,-0.96,-1.45,44.44,55.56,8.76,-6.59,4.14,2.79,3.96,8,10,333,0,333,-0.71,-1.04,38.74,60.96,21.14,-16.07,5.76,4.8,4.22,129,203,-0.25,-0.41,5.71,-5.41,0.7932,0.8122,0.7732,0.7712,,False,예
코스피200 지수,2,뒤 절반,19,0,19,-0.72,-0.17,36.84,63.16,8.58,-9.65,3.53,2.0,2.3,7,12,323,0,323,-0.41,-0.18,45.2,54.8,28.65,-13.11,5.17,2.93,3.15,146,177,-0.31,0.01,-8.36,8.36,0.7902,0.8501,0.4905,0.4905,,False,예
코스피200 지수,2,최근 10년,10,0,10,-1.47,-1.75,30.0,70.0,8.58,-9.65,4.58,2.9,3.34,3,7,177,0,177,-0.44,-1.0,33.9,66.1,28.65,-11.55,6.13,4.57,3.0,60,117,-1.03,-0.75,-3.9,3.9,0.5604,0.3966,1.0,1.0,,False,예
코스피200 지수,2,최근 5년,5,0,5,-0.19,-1.9,20.0,80.0,8.58,-5.08,5.19,8.58,2.38,1,4,89,0,89,1.7,-0.54,38.2,61.8,28.65,-5.71,7.24,7.6,1.94,34,55,-1.89,-1.36,-18.2,18.2,,,,,표본 부족으로 검정 불가,False,아니오
