대상,격자 칸,진입 달력일,청산 상대 거래일,시기,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),오른 평균(%),내린 평균(%),오른 건수,내린 건수,기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),기준선 오른 평균(%),기준선 내린 평균(%),기준선 오른 건수,기준선 내린 건수,평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
코스닥150 지수,21일 → 말일-1,21,-1,앞 절반,100,0,100,-0.17,-0.33,49.0,51.0,10.9,-9.69,2.92,2.06,2.31,49,51,1841,0,1841,0.13,0.09,51.06,48.89,18.38,-10.23,3.52,2.67,2.53,940,900,-0.3,-0.42,-2.06,2.11,0.3886,0.2408,0.7572,0.7552,,False,예
코스닥150 지수,21일 → 말일-1,21,-1,뒤 절반,100,0,100,-0.14,-0.02,50.0,50.0,35.38,-15.98,5.25,3.02,3.3,50,50,1827,0,1827,-0.16,-0.04,49.7,50.3,35.38,-35.95,6.24,4.19,4.46,908,919,0.02,0.02,0.3,-0.3,0.958,0.959,1.0,1.0,,False,예
코스닥150 지수,21일 → 말일-1,21,-1,최근 10년,120,0,120,-0.02,-0.03,50.0,50.0,35.38,-15.98,4.98,2.99,3.03,60,60,2208,0,2208,0.08,0.18,51.81,48.14,35.38,-35.95,5.92,4.0,4.13,1144,1063,-0.11,-0.22,-1.81,1.86,0.8731,0.6753,0.7752,0.7742,,False,예
코스닥150 지수,21일 → 말일-1,21,-1,최근 5년,60,0,60,0.05,0.17,53.33,46.67,35.38,-15.98,5.96,3.15,3.49,32,28,1098,0,1098,0.05,0.1,51.0,49.0,35.38,-35.95,6.97,4.59,4.67,560,538,0.01,0.07,2.33,-2.33,1.0,0.957,0.7882,0.7882,,False,예
코스닥150 지수,21일 → 말일,21,0,앞 절반,100,0,100,0.02,0.16,52.0,48.0,11.96,-10.23,3.15,2.29,2.45,52,48,1940,0,1940,0.34,0.21,53.3,46.7,16.75,-10.23,3.47,2.75,2.42,1034,906,-0.32,-0.05,-1.3,1.3,0.3227,0.8272,0.8382,0.8382,,False,예
코스닥150 지수,21일 → 말일,21,0,뒤 절반,100,0,100,-0.08,-0.19,48.0,52.0,32.56,-11.76,5.42,3.56,3.45,48,52,1926,0,1926,-0.09,0.05,50.47,49.53,32.56,-27.46,6.12,4.33,4.58,972,954,0.0,-0.24,-2.47,2.47,0.976,0.6204,0.6094,0.6094,,False,예
코스닥150 지수,21일 → 말일,21,0,최근 10년,120,0,120,-0.02,-0.35,46.67,53.33,32.56,-11.76,5.17,3.6,3.19,56,64,2328,0,2328,0.09,0.18,51.72,48.28,32.56,-27.46,5.82,4.15,4.25,1204,1124,-0.11,-0.53,-5.05,5.05,0.8322,0.2967,0.3197,0.3197,,False,예
코스닥150 지수,21일 → 말일,21,0,최근 5년,60,0,60,0.11,-0.0,50.0,50.0,32.56,-9.74,5.63,3.55,3.33,30,30,1158,0,1158,0.1,0.21,51.99,48.01,32.56,-27.46,6.5,4.49,4.66,602,556,0.01,-0.21,-1.99,1.99,0.988,0.7532,0.7872,0.7872,,False,예
코스닥150 지수,21일 → 말일+1,21,1,앞 절반,100,0,100,0.2,0.18,54.0,46.0,13.97,-9.66,3.25,2.41,2.4,54,46,2039,0,2039,0.5,0.29,54.59,45.41,16.12,-10.17,3.57,2.89,2.36,1113,926,-0.3,-0.1,-0.59,0.59,0.3676,0.7682,1.0,1.0,,False,예
코스닥150 지수,21일 → 말일+1,21,1,뒤 절반,100,0,100,0.15,0.2,52.0,48.0,25.29,-11.64,4.84,3.53,3.5,52,48,2025,0,2025,0.18,0.39,53.48,46.47,25.56,-25.3,5.72,4.23,4.49,1083,941,-0.02,-0.19,-1.48,1.53,0.997,0.8192,0.8202,0.8222,,False,예
코스닥150 지수,21일 → 말일+1,21,1,최근 10년,120,0,120,0.21,0.06,50.83,49.17,25.29,-11.64,4.7,3.55,3.24,61,59,2448,0,2448,0.33,0.37,53.55,46.41,25.56,-25.3,5.5,4.17,4.09,1311,1136,-0.12,-0.31,-2.72,2.76,0.8172,0.5794,0.6503,0.6523,,False,예
코스닥150 지수,21일 → 말일+1,21,1,최근 5년,60,0,60,0.13,0.35,55.0,45.0,25.29,-7.29,5.01,3.33,3.79,33,27,1218,0,1218,0.14,0.3,53.12,46.8,25.29,-25.3,5.96,4.29,4.57,647,570,-0.01,0.05,1.88,-1.8,0.99,0.8851,0.7922,0.7942,,False,예
코스닥150 지수,21일 → 말일+2,21,2,앞 절반,100,0,100,0.22,0.5,54.0,46.0,15.9,-11.11,3.62,2.76,2.76,54,46,2039,0,2039,0.52,0.32,54.05,45.95,15.9,-13.81,3.84,3.17,2.6,1102,937,-0.3,0.18,-0.05,0.05,0.4126,0.6424,1.0,1.0,,False,예
코스닥150 지수,21일 → 말일+2,21,2,뒤 절반,100,0,100,0.2,0.03,50.0,50.0,30.22,-15.41,5.86,4.29,3.88,50,50,2025,0,2025,0.25,0.44,53.63,46.37,30.22,-20.03,6.27,4.65,4.83,1086,939,-0.05,-0.41,-3.63,3.63,0.974,0.4985,0.4545,0.4545,,False,예
코스닥150 지수,21일 → 말일+2,21,2,최근 10년,120,0,120,0.21,-0.13,49.17,50.83,30.22,-15.41,5.67,4.24,3.68,59,61,2448,0,2448,0.34,0.42,53.68,46.32,30.22,-20.03,6.02,4.53,4.53,1314,1134,-0.12,-0.56,-4.51,4.51,0.8432,0.3536,0.3566,0.3566,,True,예
코스닥150 지수,21일 → 말일+2,21,2,최근 5년,60,0,60,-0.0,0.19,51.67,48.33,30.22,-15.41,6.32,4.12,4.41,31,29,1218,0,1218,0.01,0.38,53.12,46.88,30.22,-20.03,6.65,4.6,5.18,647,571,-0.02,-0.19,-1.45,1.45,0.971,0.8492,0.8891,0.8891,,True,예
코스닥150 지수,21일 → 말일+3,21,3,앞 절반,100,0,100,0.12,0.71,57.0,43.0,12.89,-8.78,3.73,2.78,3.41,57,43,2039,0,2039,0.4,0.34,53.31,46.69,14.19,-11.54,4.01,3.37,3.0,1087,952,-0.28,0.37,3.69,-3.69,0.4795,0.4685,0.4466,0.4466,,False,예
코스닥150 지수,21일 → 말일+3,21,3,뒤 절반,100,0,100,0.35,0.31,55.0,45.0,29.74,-17.44,6.14,4.15,4.31,55,45,2025,0,2025,0.36,0.55,53.83,46.17,30.64,-20.24,6.62,4.95,5.0,1090,935,-0.01,-0.24,1.17,-1.17,0.979,0.6863,0.8272,0.8272,,False,예
코스닥150 지수,21일 → 말일+3,21,3,최근 10년,120,0,120,0.26,0.15,52.5,47.5,29.74,-17.44,5.94,4.24,4.14,63,57,2448,0,2448,0.33,0.51,53.1,46.9,30.64,-20.24,6.36,4.85,4.78,1300,1148,-0.07,-0.36,-0.6,0.6,0.9211,0.6154,1.0,1.0,,False,예
코스닥150 지수,21일 → 말일+3,21,3,최근 5년,60,0,60,0.16,0.31,55.0,45.0,29.74,-16.53,6.41,4.13,4.68,33,27,1218,0,1218,0.12,0.43,52.55,47.45,29.74,-20.24,6.88,4.97,5.24,640,578,0.04,-0.12,2.45,-2.45,0.977,0.9441,0.7043,0.7043,,False,예
코스닥150 지수,22일 → 말일-3,22,-3,앞 절반,97,0,97,-0.35,-0.01,49.48,50.52,6.7,-7.27,2.19,1.22,1.87,48,49,1610,0,1610,-0.09,0.09,51.49,48.51,17.6,-15.0,3.76,2.52,2.87,829,781,-0.25,-0.1,-2.01,2.01,0.5135,0.7972,0.7123,0.7123,,False,예
코스닥150 지수,22일 → 말일-3,22,-3,뒤 절반,98,0,98,-0.06,-0.23,46.94,53.06,18.67,-10.57,3.55,2.52,2.35,46,52,1661,0,1661,-0.15,-0.09,49.01,50.99,22.16,-28.91,5.33,3.81,3.96,814,847,0.09,-0.14,-2.07,2.07,0.8192,0.7582,0.7652,0.7652,,False,예
코스닥150 지수,22일 → 말일-3,22,-3,최근 10년,115,0,115,0.0,-0.19,49.57,50.43,18.67,-10.57,3.33,2.26,2.21,57,58,1968,0,1968,0.01,0.08,51.12,48.88,22.16,-28.91,5.15,3.63,3.76,1006,962,-0.01,-0.26,-1.55,1.55,0.974,0.5185,0.7622,0.7622,,True,예
코스닥150 지수,22일 → 말일-3,22,-3,최근 5년,57,0,57,0.25,0.3,54.39,45.61,18.67,-8.1,3.6,2.36,2.26,31,26,978,0,978,0.14,0.01,50.2,49.8,22.16,-28.91,5.76,4.26,4.01,491,487,0.11,0.29,4.18,-4.18,0.8601,0.6533,0.5854,0.5854,,False,예
코스닥150 지수,22일 → 말일-2,22,-2,앞 절반,99,0,99,-0.45,-0.21,46.46,53.54,7.21,-6.7,2.48,1.55,2.18,46,53,1723,0,1723,-0.2,-0.14,47.71,52.29,19.44,-12.61,3.68,2.62,2.78,822,901,-0.24,-0.08,-1.24,1.24,0.5015,0.7423,0.8521,0.8521,,False,예
코스닥150 지수,22일 → 말일-2,22,-2,뒤 절반,100,0,100,-0.32,-0.24,45.0,55.0,27.55,-13.18,4.55,2.8,2.87,45,55,1744,0,1744,-0.39,-0.17,47.71,52.24,31.29,-33.28,6.01,4.0,4.4,832,911,0.07,-0.07,-2.71,2.76,0.8711,0.8661,0.5654,0.5644,,False,예
코스닥150 지수,22일 → 말일-2,22,-2,최근 10년,119,0,119,-0.21,-0.17,47.9,52.1,27.55,-13.18,4.28,2.54,2.75,57,62,2088,0,2088,-0.2,-0.02,49.52,50.43,31.29,-33.28,5.74,3.8,4.14,1034,1053,-0.01,-0.15,-1.62,1.67,0.999,0.6663,0.7592,0.7572,,False,예
코스닥150 지수,22일 → 말일-2,22,-2,최근 5년,60,0,60,-0.16,-0.51,41.67,58.33,27.55,-11.81,5.01,3.32,2.65,25,35,1038,0,1038,-0.26,-0.21,47.11,52.79,31.29,-33.28,6.62,4.5,4.51,489,548,0.09,-0.3,-5.44,5.54,0.9481,0.5864,0.4246,0.4286,,False,예
코스닥150 지수,22일 → 말일-1,22,-1,앞 절반,100,0,100,-0.09,-0.45,45.0,55.0,9.34,-9.01,2.59,2.07,1.86,45,55,1840,0,1840,0.13,0.1,51.09,48.86,18.38,-10.23,3.51,2.67,2.53,940,899,-0.22,-0.54,-6.09,6.14,0.4925,0.1289,0.2128,0.2118,,False,예
코스닥150 지수,22일 → 말일-1,22,-1,뒤 절반,100,0,100,-0.07,0.16,54.0,46.0,31.52,-15.35,4.95,2.71,3.35,54,46,1827,0,1827,-0.16,-0.04,49.7,50.3,35.38,-35.95,6.24,4.19,4.46,908,919,0.09,0.2,4.3,-4.3,0.8671,0.7303,0.4026,0.4026,,True,예
코스닥150 지수,22일 → 말일-1,22,-1,최근 10년,120,0,120,0.06,0.16,53.33,46.67,31.52,-15.35,4.63,2.7,2.95,64,56,2208,0,2208,0.08,0.18,51.81,48.14,35.38,-35.95,5.92,4.0,4.13,1144,1063,-0.02,-0.03,1.52,-1.48,0.985,0.997,0.6963,0.6993,,False,예
코스닥150 지수,22일 → 말일-1,22,-1,최근 5년,60,0,60,0.11,0.46,58.33,41.67,31.52,-15.35,5.45,2.67,3.48,35,25,1098,0,1098,0.05,0.1,51.0,49.0,35.38,-35.95,6.97,4.59,4.67,560,538,0.06,0.35,7.33,-7.33,0.958,0.6743,0.3147,0.3147,,False,예
코스닥150 지수,22일 → 말일,22,0,앞 절반,100,0,100,0.09,-0.1,49.0,51.0,8.96,-9.34,2.77,2.24,1.97,49,51,1939,0,1939,0.34,0.21,53.33,46.67,16.75,-9.34,3.46,2.75,2.41,1034,905,-0.25,-0.31,-4.33,4.33,0.4276,0.3377,0.3736,0.3736,,True,예
코스닥150 지수,22일 → 말일,22,0,뒤 절반,100,0,100,-0.02,-0.1,49.0,51.0,28.79,-12.43,5.18,3.45,3.35,49,51,1926,0,1926,-0.09,0.05,50.47,49.53,32.56,-27.46,6.12,4.33,4.58,972,954,0.07,-0.15,-1.47,1.47,0.9361,0.7582,0.7552,0.7552,,False,예
코스닥150 지수,22일 → 말일,22,0,최근 10년,120,0,120,0.06,-0.13,48.33,51.67,28.79,-12.43,4.87,3.42,3.08,58,62,2328,0,2328,0.09,0.18,51.72,48.28,32.56,-27.46,5.82,4.15,4.25,1204,1124,-0.03,-0.32,-3.38,3.38,0.958,0.5564,0.5165,0.5165,,True,예
코스닥150 지수,22일 → 말일,22,0,최근 5년,60,0,60,0.16,0.18,51.67,48.33,28.79,-9.74,5.2,3.33,3.21,31,29,1158,0,1158,0.1,0.21,51.99,48.01,32.56,-27.46,6.5,4.49,4.66,602,556,0.07,-0.03,-0.32,0.32,0.9261,0.979,1.0,1.0,,False,예
코스닥150 지수,22일 → 말일+1,22,1,앞 절반,100,0,100,0.27,0.14,51.0,49.0,9.08,-8.98,2.83,2.37,1.91,51,49,2038,0,2038,0.51,0.29,54.61,45.39,16.12,-10.17,3.57,2.89,2.35,1113,925,-0.23,-0.15,-3.61,3.61,0.5065,0.6254,0.4595,0.4595,,False,예
코스닥150 지수,22일 → 말일+1,22,1,뒤 절반,100,0,100,0.23,0.3,55.0,45.0,21.72,-12.31,4.66,3.33,3.56,55,45,2025,0,2025,0.18,0.39,53.48,46.47,25.56,-25.3,5.72,4.23,4.49,1083,941,0.05,-0.09,1.52,-1.47,0.9101,0.951,0.7483,0.7522,,False,예
코스닥150 지수,22일 → 말일+1,22,1,최근 10년,120,0,120,0.3,0.26,53.33,46.67,21.72,-12.31,4.43,3.34,3.18,64,56,2448,0,2448,0.33,0.37,53.55,46.41,25.56,-25.3,5.5,4.17,4.09,1311,1136,-0.03,-0.11,-0.22,0.26,0.961,0.8971,1.0,1.0,,False,예
코스닥150 지수,22일 → 말일+1,22,1,최근 5년,60,0,60,0.19,0.46,58.33,41.67,21.72,-7.11,4.6,3.01,3.77,35,25,1218,0,1218,0.14,0.3,53.12,46.8,25.29,-25.3,5.96,4.29,4.57,647,570,0.05,0.15,5.21,-5.13,0.95,0.7323,0.4206,0.4196,,False,예
코스닥150 지수,22일 → 말일+2,22,2,앞 절반,100,0,100,0.3,0.49,54.0,46.0,10.93,-9.76,3.26,2.65,2.47,54,46,2038,0,2038,0.53,0.32,54.07,45.93,15.9,-13.81,3.83,3.17,2.59,1102,936,-0.23,0.17,-0.07,0.07,0.5275,0.6993,1.0,1.0,,False,예
코스닥150 지수,22일 → 말일+2,22,2,뒤 절반,100,0,100,0.28,0.15,50.0,50.0,26.5,-15.41,5.72,4.41,3.86,50,50,2025,0,2025,0.25,0.44,53.63,46.37,30.22,-20.03,6.27,4.65,4.83,1086,939,0.02,-0.29,-3.63,3.63,0.9381,0.6673,0.4545,0.4545,,False,예
코스닥150 지수,22일 → 말일+2,22,2,최근 10년,120,0,120,0.3,-0.11,49.17,50.83,26.5,-15.41,5.44,4.31,3.58,59,61,2448,0,2448,0.34,0.42,53.68,46.32,30.22,-20.03,6.02,4.53,4.53,1314,1134,-0.04,-0.54,-4.51,4.51,0.962,0.3696,0.3566,0.3566,,True,예
코스닥150 지수,22일 → 말일+2,22,2,최근 5년,60,0,60,0.06,0.06,50.0,50.0,26.5,-15.41,6.04,4.31,4.18,30,30,1218,0,1218,0.01,0.38,53.12,46.88,30.22,-20.03,6.65,4.6,5.18,647,571,0.05,-0.32,-3.12,3.12,0.959,0.7233,0.7073,0.7073,,False,예
코스닥150 지수,22일 → 말일+3,22,3,앞 절반,100,0,100,0.19,0.47,56.0,44.0,8.05,-7.39,3.38,2.68,2.97,56,44,2038,0,2038,0.4,0.35,53.34,46.66,14.19,-11.54,4.01,3.37,2.99,1087,951,-0.21,0.12,2.66,-2.66,0.5954,0.8661,0.6254,0.6254,,False,예
코스닥150 지수,22일 → 말일+3,22,3,뒤 절반,100,0,100,0.41,0.54,57.0,43.0,26.04,-17.37,5.93,4.09,4.46,57,43,2025,0,2025,0.36,0.55,53.83,46.17,30.64,-20.24,6.62,4.95,5.0,1090,935,0.06,-0.0,3.17,-3.17,0.8951,0.985,0.5105,0.5105,,False,예
코스닥150 지수,22일 → 말일+3,22,3,최근 10년,120,0,120,0.34,0.44,54.17,45.83,26.04,-17.37,5.67,4.13,4.14,65,55,2448,0,2448,0.33,0.51,53.1,46.9,30.64,-20.24,6.36,4.85,4.78,1300,1148,0.01,-0.07,1.06,-1.06,0.969,0.9481,0.7652,0.7652,,False,예
코스닥150 지수,22일 → 말일+3,22,3,최근 5년,60,0,60,0.22,0.59,58.33,41.67,26.04,-13.96,6.04,3.87,4.9,35,25,1218,0,1218,0.12,0.43,52.55,47.45,29.74,-20.24,6.88,4.97,5.24,640,578,0.1,0.16,5.79,-5.79,0.9271,0.7932,0.3387,0.3387,,False,예
코스닥150 지수,23일 → 말일-3,23,-3,앞 절반,93,0,93,-0.24,-0.19,47.31,52.69,6.7,-7.2,1.88,1.14,1.49,44,49,1626,0,1626,-0.12,0.07,51.17,48.83,17.6,-15.0,3.76,2.51,2.88,832,794,-0.12,-0.26,-3.86,3.86,0.7562,0.4915,0.4645,0.4645,,False,예
코스닥150 지수,23일 → 말일-3,23,-3,뒤 절반,94,0,94,0.29,0.16,52.13,47.87,14.42,-11.67,3.48,2.55,2.17,49,45,1643,0,1643,-0.11,-0.04,49.48,50.52,22.16,-28.91,5.34,3.81,3.95,813,830,0.4,0.2,2.65,-2.65,0.4665,0.6943,0.6404,0.6404,,False,예
코스닥150 지수,23일 → 말일-3,23,-3,최근 10년,110,0,110,0.28,0.09,51.82,48.18,14.42,-11.67,3.26,2.37,1.97,57,53,1968,0,1968,0.01,0.08,51.12,48.88,22.16,-28.91,5.15,3.63,3.76,1006,962,0.26,0.01,0.7,-0.7,0.6214,0.959,0.9171,0.9171,,False,예
코스닥150 지수,23일 → 말일-3,23,-3,최근 5년,55,0,55,0.52,0.43,58.18,41.82,14.12,-11.67,3.44,2.41,2.11,32,23,978,0,978,0.14,0.01,50.2,49.8,22.16,-28.91,5.76,4.26,4.01,491,487,0.38,0.42,7.98,-7.98,0.5974,0.5395,0.2657,0.2657,,False,예
코스닥150 지수,23일 → 말일-2,23,-2,앞 절반,99,0,99,-0.31,-0.06,47.47,52.53,7.21,-6.45,2.17,1.33,1.79,47,52,1724,0,1724,-0.2,-0.14,47.74,52.26,19.44,-12.61,3.68,2.62,2.78,823,901,-0.11,0.08,-0.26,0.26,0.7852,0.7493,1.0,1.0,,False,예
코스닥150 지수,23일 → 말일-2,23,-2,뒤 절반,99,0,99,-0.0,-0.07,48.48,51.52,22.65,-17.1,4.31,2.8,2.64,48,51,1743,0,1743,-0.39,-0.17,47.73,52.21,31.29,-33.28,6.02,4.0,4.41,832,910,0.39,0.11,0.75,-0.69,0.4675,0.7802,0.9291,0.9281,,False,예
코스닥150 지수,23일 → 말일-2,23,-2,최근 10년,118,0,118,0.04,0.0,50.0,50.0,22.65,-17.1,4.03,2.55,2.47,59,59,2088,0,2088,-0.2,-0.02,49.52,50.43,31.29,-33.28,5.74,3.8,4.14,1034,1053,0.24,0.03,0.48,-0.43,0.6134,0.983,0.9181,0.9141,,False,예
코스닥150 지수,23일 → 말일-2,23,-2,최근 5년,59,0,59,0.08,-0.25,45.76,54.24,22.65,-17.1,4.71,3.31,2.65,27,32,1038,0,1038,-0.26,-0.21,47.11,52.79,31.29,-33.28,6.62,4.5,4.51,489,548,0.34,-0.04,-1.35,1.44,0.7223,0.954,0.8931,0.8961,,True,예
코스닥150 지수,23일 → 말일-1,23,-1,앞 절반,100,0,100,0.06,0.14,53.0,46.0,9.34,-9.01,2.4,1.69,1.81,53,46,1841,0,1841,0.13,0.1,51.11,48.83,18.38,-10.23,3.51,2.67,2.53,941,899,-0.07,0.04,1.89,-2.83,0.8272,0.8591,0.7622,0.6024,,False,예
코스닥150 지수,23일 → 말일-1,23,-1,뒤 절반,100,0,100,0.23,-0.07,49.0,51.0,26.48,-20.42,4.8,3.12,2.55,49,51,1826,0,1826,-0.17,-0.04,49.67,50.33,35.38,-35.95,6.24,4.19,4.46,907,919,0.39,-0.02,-0.67,0.67,0.4705,0.989,0.9241,0.9241,,True,예
코스닥150 지수,23일 → 말일-1,23,-1,최근 10년,120,0,120,0.32,0.11,50.0,49.17,26.48,-20.42,4.5,2.99,2.39,60,59,2208,0,2208,0.08,0.18,51.81,48.14,35.38,-35.95,5.92,4.0,4.13,1144,1063,0.23,-0.08,-1.81,1.02,0.6414,0.9151,0.7752,0.9301,,False,예
코스닥150 지수,23일 → 말일-1,23,-1,최근 5년,60,0,60,0.36,0.44,51.67,48.33,26.48,-20.42,5.18,3.14,2.62,31,29,1098,0,1098,0.05,0.1,51.0,49.0,35.38,-35.95,6.97,4.59,4.67,560,538,0.31,0.33,0.66,-0.66,0.7233,0.7053,1.0,1.0,,False,예
코스닥150 지수,23일 → 말일,23,0,앞 절반,100,0,100,0.25,0.15,52.0,48.0,8.96,-9.34,2.67,2.09,1.74,52,48,1940,0,1940,0.34,0.21,53.3,46.7,16.75,-9.34,3.46,2.75,2.41,1034,906,-0.09,-0.06,-1.3,1.3,0.7762,0.8082,0.8352,0.8352,,False,예
코스닥150 지수,23일 → 말일,23,0,뒤 절반,100,0,100,0.28,0.22,52.0,48.0,25.4,-9.87,4.92,3.28,2.98,52,48,1925,0,1925,-0.09,0.04,50.44,49.56,32.56,-27.46,6.12,4.33,4.58,971,954,0.37,0.18,1.56,-1.56,0.5145,0.7153,0.7602,0.7602,,False,예
코스닥150 지수,23일 → 말일,23,0,최근 10년,120,0,120,0.31,0.22,51.67,48.33,25.4,-9.87,4.66,3.22,2.8,62,58,2328,0,2328,0.09,0.18,51.72,48.28,32.56,-27.46,5.82,4.15,4.25,1204,1124,0.22,0.04,-0.05,0.05,0.6513,0.8951,1.0,1.0,,False,예
코스닥150 지수,23일 → 말일,23,0,최근 5년,60,0,60,0.39,0.44,55.0,45.0,23.85,-9.87,4.59,3.09,2.91,33,27,1158,0,1158,0.1,0.21,51.99,48.01,32.56,-27.46,6.5,4.49,4.66,602,556,0.29,0.23,3.01,-3.01,0.7033,0.6983,0.6893,0.6893,,False,예
코스닥150 지수,23일 → 말일+1,23,1,앞 절반,100,0,100,0.43,0.06,51.0,49.0,9.08,-8.98,2.69,2.4,1.62,51,49,2039,0,2039,0.51,0.29,54.59,45.41,16.12,-10.17,3.57,2.89,2.35,1113,926,-0.08,-0.23,-3.59,3.59,0.8332,0.4416,0.4795,0.4795,,False,예
코스닥150 지수,23일 → 말일+1,23,1,뒤 절반,100,0,100,0.52,0.44,60.0,40.0,19.81,-8.87,4.42,3.08,3.32,60,40,2024,0,2024,0.18,0.39,53.46,46.49,25.56,-25.3,5.72,4.23,4.49,1082,941,0.35,0.05,6.54,-6.49,0.5165,0.8671,0.1878,0.1898,,False,예
코스닥150 지수,23일 → 말일+1,23,1,최근 10년,120,0,120,0.55,0.36,57.5,42.5,19.81,-8.87,4.23,3.15,2.97,69,51,2448,0,2448,0.33,0.37,53.55,46.41,25.56,-25.3,5.5,4.17,4.09,1311,1136,0.22,-0.01,3.95,-3.91,0.6274,0.9381,0.3357,0.3367,,False,예
코스닥150 지수,23일 → 말일+1,23,1,최근 5년,60,0,60,0.42,0.36,63.33,36.67,17.05,-7.19,4.07,2.65,3.43,38,22,1218,0,1218,0.14,0.3,53.12,46.8,25.29,-25.3,5.96,4.29,4.57,647,570,0.28,0.06,10.21,-10.13,0.7243,0.8681,0.1109,0.1119,,False,예
코스닥150 지수,23일 → 말일+2,23,2,앞 절반,100,0,100,0.45,0.5,56.0,44.0,10.93,-7.77,3.03,2.52,2.18,56,44,2039,0,2039,0.52,0.32,54.05,45.95,15.9,-13.81,3.83,3.17,2.59,1102,937,-0.07,0.18,1.95,-1.95,0.8681,0.6174,0.6743,0.6743,,False,예
코스닥150 지수,23일 → 말일+2,23,2,뒤 절반,100,0,100,0.56,0.49,54.0,46.0,24.06,-14.55,5.24,3.89,3.35,54,46,2024,0,2024,0.25,0.44,53.61,46.39,30.22,-20.03,6.27,4.65,4.83,1085,939,0.31,0.05,0.39,-0.39,0.5824,0.9051,1.0,1.0,,False,예
코스닥150 지수,23일 → 말일+2,23,2,최근 10년,120,0,120,0.54,0.22,52.5,47.5,24.06,-14.55,5.03,3.9,3.18,63,57,2448,0,2448,0.34,0.42,53.68,46.32,30.22,-20.03,6.02,4.53,4.53,1314,1134,0.2,-0.2,-1.18,1.18,0.6713,0.7443,0.8362,0.8362,,False,예
코스닥150 지수,23일 → 말일+2,23,2,최근 5년,60,0,60,0.26,0.08,51.67,48.33,21.65,-14.55,5.07,3.66,3.37,31,29,1218,0,1218,0.01,0.38,53.12,46.88,30.22,-20.03,6.65,4.6,5.18,647,571,0.25,-0.31,-1.45,1.45,0.7642,0.7403,0.8891,0.8891,,False,예
코스닥150 지수,23일 → 말일+3,23,3,앞 절반,100,0,100,0.35,0.55,57.0,43.0,8.05,-6.6,3.29,2.66,2.71,57,43,2039,0,2039,0.4,0.34,53.31,46.69,14.19,-11.54,4.01,3.37,3.0,1087,952,-0.05,0.21,3.69,-3.69,0.9261,0.6733,0.4505,0.4505,,False,예
코스닥150 지수,23일 → 말일+3,23,3,뒤 절반,100,0,100,0.7,0.84,60.0,40.0,24.65,-16.66,5.51,3.78,3.93,60,40,2024,0,2024,0.36,0.54,53.8,46.2,30.64,-20.24,6.63,4.95,5.0,1089,935,0.34,0.3,6.2,-6.2,0.5524,0.6404,0.2328,0.2328,,False,예
코스닥150 지수,23일 → 말일+3,23,3,최근 10년,120,0,120,0.58,0.74,57.5,42.5,24.65,-16.66,5.34,3.85,3.84,69,51,2448,0,2448,0.33,0.51,53.1,46.9,30.64,-20.24,6.36,4.85,4.78,1300,1148,0.25,0.22,4.4,-4.4,0.6454,0.6613,0.2897,0.2897,,False,예
코스닥150 지수,23일 → 말일+3,23,3,최근 5년,60,0,60,0.43,0.67,58.33,41.67,21.21,-14.37,5.15,3.53,3.92,35,25,1218,0,1218,0.12,0.43,52.55,47.45,29.74,-20.24,6.88,4.97,5.24,640,578,0.3,0.24,5.79,-5.79,0.7393,0.7313,0.3387,0.3387,,False,예
코스닥150 지수,24일 → 말일-3,24,-3,앞 절반,85,0,85,-0.15,-0.19,45.88,54.12,9.16,-4.95,1.75,1.07,1.18,39,46,1644,0,1644,-0.16,0.04,50.61,49.39,17.6,-15.0,3.76,2.51,2.9,832,812,0.02,-0.22,-4.73,4.73,0.9491,0.5764,0.4276,0.4276,,False,예
코스닥150 지수,24일 → 말일-3,24,-3,뒤 절반,85,0,85,0.17,0.05,50.59,49.41,14.12,-6.96,2.66,2.01,1.71,43,42,1628,0,1628,-0.15,-0.08,49.14,50.86,22.16,-28.91,5.35,3.8,3.96,800,828,0.32,0.13,1.45,-1.45,0.5425,0.7932,0.8172,0.8172,,False,예
코스닥150 지수,24일 → 말일-3,24,-3,최근 10년,101,0,101,0.2,0.05,50.5,49.5,14.12,-6.96,2.49,1.9,1.54,51,50,1968,0,1968,0.01,0.08,51.12,48.88,22.16,-28.91,5.15,3.63,3.76,1006,962,0.18,-0.03,-0.62,0.62,0.7502,0.9101,0.9181,0.9181,,False,예
코스닥150 지수,24일 → 말일-3,24,-3,최근 5년,52,0,52,0.19,-0.13,50.0,50.0,14.12,-6.96,2.82,1.99,1.61,26,26,978,0,978,0.14,0.01,50.2,49.8,22.16,-28.91,5.76,4.26,4.01,491,487,0.05,-0.13,-0.2,0.2,0.9361,0.8432,1.0,1.0,,False,예
