대상,격자 칸,진입 달력일,청산 상대 거래일,시기,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),오른 평균(%),내린 평균(%),오른 건수,내린 건수,기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),기준선 오른 평균(%),기준선 내린 평균(%),기준선 오른 건수,기준선 내린 건수,평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
KODEX 200,21일 → 말일-3,21,-3,뒤 절반,143,0,143,0.14,0.26,58.74,40.56,6.65,-11.53,2.05,1.32,1.57,84,58,2354,0,2354,0.56,0.38,58.2,41.42,28.2,-28.88,4.04,2.66,2.38,1370,975,-0.43,-0.13,0.54,-0.86,0.2158,0.4745,0.9281,0.8731,,False,예
KODEX 200,21일 → 말일-3,21,-3,최근 10년,119,0,119,0.12,0.22,57.14,42.02,6.65,-11.53,2.2,1.43,1.65,68,50,1968,0,1968,0.59,0.34,57.22,42.53,28.2,-28.88,4.33,2.9,2.51,1126,837,-0.47,-0.12,-0.07,-0.51,0.1928,0.5145,1.0,1.0,,False,예
KODEX 200,21일 → 말일-3,21,-3,최근 5년,60,0,60,0.07,0.17,58.33,41.67,4.45,-11.53,2.49,1.46,1.87,35,25,978,0,978,0.92,0.45,58.79,41.0,28.2,-28.88,5.29,3.66,3.01,575,401,-0.84,-0.28,-0.46,0.66,0.1998,0.3706,1.0,1.0,,False,예
KODEX 200,21일 → 말일-2,21,-2,앞 절반,142,0,142,-0.03,0.33,55.63,44.37,5.83,-18.0,2.95,1.82,2.35,79,63,2514,0,2514,0.26,0.5,57.6,42.08,20.55,-30.85,4.13,2.73,3.13,1448,1058,-0.29,-0.17,-1.96,2.28,0.3367,0.5175,0.6953,0.6274,,True,예
KODEX 200,21일 → 말일-2,21,-2,뒤 절반,143,0,143,0.16,0.23,58.74,41.26,9.22,-17.14,2.79,1.7,2.02,84,59,2497,0,2497,0.55,0.42,58.47,41.33,28.79,-33.39,4.32,2.77,2.57,1460,1032,-0.39,-0.19,0.27,-0.07,0.3007,0.3776,0.9321,1.0,,False,예
KODEX 200,21일 → 말일-2,21,-2,최근 10년,119,0,119,0.13,0.2,57.98,42.02,9.22,-17.14,3.0,1.81,2.19,69,50,2088,0,2088,0.56,0.39,57.14,42.67,28.79,-33.39,4.65,3.04,2.77,1193,891,-0.43,-0.19,0.85,-0.66,0.3177,0.4635,0.8402,0.9221,,False,예
KODEX 200,21일 → 말일-2,21,-2,최근 5년,60,0,60,0.06,0.35,58.33,41.67,6.63,-17.14,3.62,2.1,2.79,35,25,1038,0,1038,0.83,0.51,57.13,42.77,28.79,-33.39,5.74,3.94,3.32,593,444,-0.77,-0.16,1.2,-1.11,0.2907,0.7552,0.9021,0.9021,,False,예
KODEX 200,21일 → 말일-1,21,-1,앞 절반,143,0,143,0.18,0.39,56.64,43.36,6.77,-7.98,2.91,2.18,2.44,81,62,2656,0,2656,0.47,0.61,58.06,41.45,21.88,-20.49,3.92,2.9,2.93,1542,1101,-0.29,-0.22,-1.41,1.9,0.3506,0.3996,0.7493,0.6663,,False,예
KODEX 200,21일 → 말일-1,21,-1,뒤 절반,144,0,144,0.05,0.38,59.03,40.97,10.11,-18.96,3.2,1.86,2.55,85,59,2640,0,2640,0.4,0.3,55.08,44.58,30.71,-34.86,4.53,2.88,2.66,1454,1177,-0.35,0.08,3.95,-3.61,0.3467,0.6783,0.3427,0.3836,,False,예
KODEX 200,21일 → 말일-1,21,-1,최근 10년,120,0,120,0.01,0.38,58.33,41.67,10.11,-18.96,3.45,2.01,2.78,70,50,2208,0,2208,0.4,0.27,54.48,45.2,30.71,-34.86,4.89,3.16,2.91,1203,998,-0.39,0.1,3.85,-3.53,0.3686,0.5914,0.3886,0.4376,,False,예
KODEX 200,21일 → 말일-1,21,-1,최근 5년,60,0,60,-0.11,0.35,60.0,40.0,10.11,-18.96,4.29,2.31,3.75,36,24,1098,0,1098,0.6,0.36,53.83,45.9,30.71,-34.86,6.12,4.18,3.59,591,504,-0.71,-0.0,6.17,-5.9,0.3467,0.972,0.3337,0.4146,,True,예
KODEX 200,21일 → 말일,21,0,앞 절반,143,0,143,0.54,0.72,59.44,39.86,8.76,-10.06,3.32,2.65,2.61,85,57,2798,0,2798,0.82,0.85,61.62,37.74,23.77,-19.26,3.99,3.1,2.88,1724,1056,-0.28,-0.13,-2.17,2.12,0.3756,0.7103,0.5954,0.6563,,False,예
KODEX 200,21일 → 말일,21,0,뒤 절반,144,0,144,0.04,0.3,53.47,45.83,10.51,-12.96,3.15,2.07,2.34,77,66,2783,0,2783,0.38,0.22,53.61,45.99,29.46,-19.11,4.26,2.92,2.58,1492,1280,-0.34,0.08,-0.14,-0.16,0.3397,0.6194,1.0,1.0,,False,예
KODEX 200,21일 → 말일,21,0,최근 10년,120,0,120,0.01,0.33,53.33,45.83,10.51,-12.96,3.38,2.24,2.58,64,55,2328,0,2328,0.39,0.19,52.53,47.08,29.46,-19.11,4.59,3.25,2.79,1223,1096,-0.38,0.14,0.8,-1.25,0.3187,0.6044,0.9171,0.8482,,False,예
KODEX 200,21일 → 말일,21,0,최근 5년,60,0,60,0.08,0.57,56.67,43.33,9.55,-12.96,3.86,2.55,3.15,34,26,1158,0,1158,0.78,0.23,52.42,47.32,29.46,-19.11,5.52,4.29,3.1,607,548,-0.7,0.34,4.25,-3.99,0.3057,0.4216,0.5884,0.5954,,False,예
