종목,월,방향,손절적용,구간,신호,제외,합계(%),평균(%),승률(%),최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,구간 시작일,구간 종료일
KODEX 코스닥150선물인버스,6,아래,가능,전체,10,0,-21.16,-2.12,10.0,1.02,-5.0,2.21,0,3,6.0,예,2017-06-20,2026-06-19
KODEX 코스닥150선물인버스,6,아래,가능,앞 절반,5,0,-6.31,-1.26,20.0,1.02,-5.0,2.39,0,1,7.0,아니오,2017-06-20,2021-06-18
KODEX 코스닥150선물인버스,6,아래,가능,뒤 절반,5,0,-14.84,-2.97,0.0,-1.25,-5.0,1.88,0,2,5.0,아니오,2022-06-20,2026-06-19
KODEX 코스닥150선물인버스,6,아래,가능,최근 10년,10,0,-21.16,-2.12,10.0,1.02,-5.0,2.21,0,3,6.0,예,2017-06-20,2026-06-19
KODEX 코스닥150선물인버스,6,아래,가능,최근 5년,5,0,-14.84,-2.97,0.0,-1.25,-5.0,1.88,0,2,5.0,아니오,2022-06-20,2026-06-19
KODEX 코스닥150선물인버스,6,위,가능,전체,10,0,19.45,1.95,80.0,8.39,-1.02,2.62,0,0,7.1,예,2017-06-20,2026-06-19
KODEX 코스닥150선물인버스,6,위,가능,앞 절반,5,0,9.7,1.94,60.0,8.39,-1.02,3.78,0,0,7.2,아니오,2017-06-20,2021-06-18
KODEX 코스닥150선물인버스,6,위,가능,뒤 절반,5,0,9.75,1.95,100.0,3.78,1.13,1.08,0,0,7.0,아니오,2022-06-20,2026-06-19
KODEX 코스닥150선물인버스,6,위,가능,최근 10년,10,0,19.45,1.95,80.0,8.39,-1.02,2.62,0,0,7.1,예,2017-06-20,2026-06-19
KODEX 코스닥150선물인버스,6,위,가능,최근 5년,5,0,9.75,1.95,100.0,3.78,1.13,1.08,0,0,7.0,아니오,2022-06-20,2026-06-19
KODEX 코스닥150선물인버스,7,아래,가능,전체,10,0,-14.72,-1.47,30.0,4.92,-5.0,3.76,0,3,6.8,예,2017-07-20,2026-07-20
KODEX 코스닥150선물인버스,7,아래,가능,앞 절반,5,0,-11.39,-2.28,20.0,4.33,-5.0,3.87,0,2,6.2,아니오,2017-07-20,2021-07-20
KODEX 코스닥150선물인버스,7,아래,가능,뒤 절반,5,0,-3.33,-0.67,40.0,4.92,-5.0,3.9,0,1,7.4,아니오,2022-07-20,2026-07-20
KODEX 코스닥150선물인버스,7,아래,가능,최근 10년,10,0,-14.72,-1.47,30.0,4.92,-5.0,3.76,0,3,6.8,예,2017-07-20,2026-07-20
KODEX 코스닥150선물인버스,7,아래,가능,최근 5년,5,0,-3.33,-0.67,40.0,4.92,-5.0,3.9,0,1,7.4,아니오,2022-07-20,2026-07-20
KODEX 코스닥150선물인버스,7,위,가능,전체,10,0,5.04,0.5,60.0,6.43,-5.0,4.14,0,2,6.8,예,2017-07-20,2026-07-20
KODEX 코스닥150선물인버스,7,위,가능,앞 절반,5,0,11.8,2.36,80.0,6.43,-4.33,4.04,0,0,7.8,아니오,2017-07-20,2021-07-20
KODEX 코스닥150선물인버스,7,위,가능,뒤 절반,5,0,-6.75,-1.35,40.0,2.68,-5.0,3.7,0,2,5.8,아니오,2022-07-20,2026-07-20
KODEX 코스닥150선물인버스,7,위,가능,최근 10년,10,0,5.04,0.5,60.0,6.43,-5.0,4.14,0,2,6.8,예,2017-07-20,2026-07-20
KODEX 코스닥150선물인버스,7,위,가능,최근 5년,5,0,-6.75,-1.35,40.0,2.68,-5.0,3.7,0,2,5.8,아니오,2022-07-20,2026-07-20
KODEX 코스닥150선물인버스,8,아래,가능,전체,11,0,8.58,0.78,54.55,8.26,-5.21,5.44,1,3,6.82,예,2016-08-19,2026-08-20
KODEX 코스닥150선물인버스,8,아래,가능,앞 절반,5,0,7.38,1.48,60.0,8.26,-5.0,6.29,0,2,7.4,아니오,2016-08-19,2020-08-20
KODEX 코스닥150선물인버스,8,아래,가능,뒤 절반,6,0,1.2,0.2,50.0,7.18,-5.21,5.15,1,1,6.33,아니오,2021-08-20,2026-08-20
KODEX 코스닥150선물인버스,8,아래,가능,최근 10년,10,0,13.58,1.36,60.0,8.26,-5.21,5.36,1,2,6.7,예,2017-08-18,2026-08-20
KODEX 코스닥150선물인버스,8,아래,가능,최근 5년,5,0,-5.98,-1.2,40.0,4.88,-5.21,4.31,1,1,6.2,아니오,2022-08-19,2026-08-20
KODEX 코스닥150선물인버스,8,위,가능,전체,11,0,-17.47,-1.59,36.36,4.51,-5.56,3.41,1,3,6.64,예,2016-08-19,2026-08-20
KODEX 코스닥150선물인버스,8,위,가능,앞 절반,5,0,-9.79,-1.96,20.0,4.51,-5.0,3.89,0,2,6.4,아니오,2016-08-19,2020-08-20
KODEX 코스닥150선물인버스,8,위,가능,뒤 절반,6,0,-7.68,-1.28,50.0,1.94,-5.56,3.3,1,1,6.83,아니오,2021-08-20,2026-08-20
KODEX 코스닥150선물인버스,8,위,가능,최근 10년,10,0,-21.98,-2.2,30.0,1.94,-5.56,2.89,1,3,6.5,예,2017-08-18,2026-08-20
KODEX 코스닥150선물인버스,8,위,가능,최근 5년,5,0,-2.68,-0.54,60.0,1.94,-5.56,3.07,1,0,7.6,아니오,2022-08-19,2026-08-20
KODEX 코스닥150선물인버스,9,아래,가능,전체,10,0,-26.98,-2.7,20.0,2.39,-6.28,2.96,1,4,4.9,예,2016-09-20,2025-09-19
KODEX 코스닥150선물인버스,9,아래,가능,앞 절반,5,0,-10.59,-2.12,20.0,0.24,-5.0,2.65,0,2,4.6,아니오,2016-09-20,2020-09-18
KODEX 코스닥150선물인버스,9,아래,가능,뒤 절반,5,0,-16.39,-3.28,20.0,2.39,-6.28,3.45,1,2,5.2,아니오,2021-09-17,2025-09-19
KODEX 코스닥150선물인버스,9,아래,가능,최근 10년,10,0,-26.98,-2.7,20.0,2.39,-6.28,2.96,1,4,4.9,예,2016-09-20,2025-09-19
KODEX 코스닥150선물인버스,9,아래,가능,최근 5년,5,0,-16.39,-3.28,20.0,2.39,-6.28,3.45,1,2,5.2,아니오,2021-09-17,2025-09-19
KODEX 코스닥150선물인버스,9,위,가능,전체,10,0,30.54,3.05,80.0,10.72,-2.39,3.77,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150선물인버스,9,위,가능,앞 절반,5,0,11.51,2.3,80.0,5.5,-0.24,2.9,0,0,6.2,아니오,2016-09-20,2020-09-18
KODEX 코스닥150선물인버스,9,위,가능,뒤 절반,5,0,19.03,3.81,80.0,10.72,-2.39,4.7,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150선물인버스,9,위,가능,최근 10년,10,0,30.54,3.05,80.0,10.72,-2.39,3.77,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150선물인버스,9,위,가능,최근 5년,5,0,19.03,3.81,80.0,10.72,-2.39,4.7,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150선물인버스,10,아래,가능,전체,10,0,0.87,0.09,50.0,5.3,-5.0,4.46,0,3,6.9,예,2016-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,아래,가능,앞 절반,5,0,-3.22,-0.64,40.0,5.3,-5.0,5.08,0,2,6.0,아니오,2016-10-20,2020-10-20
KODEX 코스닥150선물인버스,10,아래,가능,뒤 절반,5,0,4.08,0.82,60.0,4.94,-5.0,4.19,0,1,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,아래,가능,최근 10년,10,0,0.87,0.09,50.0,5.3,-5.0,4.46,0,3,6.9,예,2016-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,아래,가능,최근 5년,5,0,4.08,0.82,60.0,4.94,-5.0,4.19,0,1,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,위,가능,전체,10,0,6.19,0.62,50.0,12.85,-5.0,5.84,0,2,6.8,예,2016-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,위,가능,앞 절반,5,0,10.01,2.0,60.0,12.85,-5.0,7.26,0,1,6.4,아니오,2016-10-20,2020-10-20
KODEX 코스닥150선물인버스,10,위,가능,뒤 절반,5,0,-3.81,-0.76,40.0,5.46,-5.0,4.39,0,1,7.2,아니오,2021-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,위,가능,최근 10년,10,0,6.19,0.62,50.0,12.85,-5.0,5.84,0,2,6.8,예,2016-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,위,가능,최근 5년,5,0,-3.81,-0.76,40.0,5.46,-5.0,4.39,0,1,7.2,아니오,2021-10-20,2025-10-20
KODEX 코스닥150선물인버스,11,아래,가능,전체,10,0,-19.01,-1.9,30.0,2.43,-5.0,2.92,0,3,6.6,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,가능,앞 절반,5,0,-7.5,-1.5,40.0,2.43,-5.0,3.19,0,1,7.0,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,아래,가능,뒤 절반,5,0,-11.51,-2.3,20.0,1.93,-5.0,2.93,0,2,6.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,가능,최근 10년,10,0,-19.01,-1.9,30.0,2.43,-5.0,2.92,0,3,6.6,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,가능,최근 5년,5,0,-11.51,-2.3,20.0,1.93,-5.0,2.93,0,2,6.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,가능,전체,10,0,13.27,1.33,60.0,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,가능,앞 절반,5,0,8.05,1.61,60.0,5.55,-2.43,3.35,0,0,7.4,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,위,가능,뒤 절반,5,0,5.22,1.04,60.0,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,가능,최근 10년,10,0,13.27,1.33,60.0,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,가능,최근 5년,5,0,5.22,1.04,60.0,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,12,아래,가능,전체,10,0,30.14,3.01,90.0,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,가능,앞 절반,5,0,23.4,4.68,100.0,9.42,1.63,2.95,0,0,5.8,아니오,2016-12-20,2020-12-18
KODEX 코스닥150선물인버스,12,아래,가능,뒤 절반,5,0,6.73,1.35,80.0,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,가능,최근 10년,10,0,30.14,3.01,90.0,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,가능,최근 5년,5,0,6.73,1.35,80.0,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,위,가능,전체,10,0,-26.25,-2.63,10.0,2.02,-5.0,2.3,0,3,5.6,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,위,가능,앞 절반,5,0,-18.7,-3.74,0.0,-1.63,-5.0,1.39,0,2,5.4,아니오,2016-12-20,2020-12-18
KODEX 코스닥150선물인버스,12,위,가능,뒤 절반,5,0,-7.55,-1.51,20.0,2.02,-5.0,2.62,0,1,5.8,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,위,가능,최근 10년,10,0,-26.25,-2.63,10.0,2.02,-5.0,2.3,0,3,5.6,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,위,가능,최근 5년,5,0,-7.55,-1.51,20.0,2.02,-5.0,2.62,0,1,5.8,아니오,2021-12-20,2025-12-19
코스닥150 지수,1,아래,불가(고저가 없음),전체,17,0,1.28,0.08,58.82,9.65,-26.16,7.92,0,0,6.94,예,2010-01-20,2026-01-20
코스닥150 지수,1,아래,불가(고저가 없음),앞 절반,8,0,13.39,1.67,75.0,9.34,-1.22,3.34,0,0,6.88,아니오,2010-01-20,2017-01-20
코스닥150 지수,1,아래,불가(고저가 없음),뒤 절반,9,0,-12.1,-1.34,44.44,9.65,-26.16,10.53,0,0,7.0,아니오,2018-01-19,2026-01-20
코스닥150 지수,1,아래,불가(고저가 없음),최근 10년,10,0,-10.97,-1.1,50.0,9.65,-26.16,9.96,0,0,6.8,예,2017-01-20,2026-01-20
코스닥150 지수,1,아래,불가(고저가 없음),최근 5년,5,0,-15.92,-3.18,40.0,9.65,-26.16,13.8,0,0,6.4,아니오,2022-01-20,2026-01-20
코스닥150 지수,1,위,불가(고저가 없음),전체,17,0,-1.28,-0.08,41.18,26.16,-9.65,7.92,0,0,6.94,예,2010-01-20,2026-01-20
코스닥150 지수,1,위,불가(고저가 없음),앞 절반,8,0,-13.39,-1.67,25.0,1.22,-9.34,3.34,0,0,6.88,아니오,2010-01-20,2017-01-20
코스닥150 지수,1,위,불가(고저가 없음),뒤 절반,9,0,12.1,1.34,55.56,26.16,-9.65,10.53,0,0,7.0,아니오,2018-01-19,2026-01-20
코스닥150 지수,1,위,불가(고저가 없음),최근 10년,10,0,10.97,1.1,50.0,26.16,-9.65,9.96,0,0,6.8,예,2017-01-20,2026-01-20
코스닥150 지수,1,위,불가(고저가 없음),최근 5년,5,0,15.92,3.18,60.0,26.16,-9.65,13.8,0,0,6.4,아니오,2022-01-20,2026-01-20
코스닥150 지수,2,아래,불가(고저가 없음),전체,17,0,7.71,0.45,47.06,8.49,-4.52,3.07,0,0,5.88,예,2010-02-19,2026-02-20
코스닥150 지수,2,아래,불가(고저가 없음),앞 절반,8,0,-3.24,-0.41,25.0,2.18,-2.07,1.39,0,0,5.88,아니오,2010-02-19,2017-02-20
코스닥150 지수,2,아래,불가(고저가 없음),뒤 절반,9,0,10.96,1.22,66.67,8.49,-4.52,3.97,0,0,5.89,아니오,2018-02-20,2026-02-20
코스닥150 지수,2,아래,불가(고저가 없음),최근 10년,10,0,11.7,1.17,70.0,8.49,-4.52,3.74,0,0,5.9,예,2017-02-20,2026-02-20
코스닥150 지수,2,아래,불가(고저가 없음),최근 5년,5,0,-5.02,-1.0,40.0,2.78,-4.52,2.76,0,0,6.0,아니오,2022-02-18,2026-02-20
코스닥150 지수,2,위,불가(고저가 없음),전체,17,0,-7.71,-0.45,52.94,4.52,-8.49,3.07,0,0,5.88,예,2010-02-19,2026-02-20
코스닥150 지수,2,위,불가(고저가 없음),앞 절반,8,0,3.24,0.41,75.0,2.07,-2.18,1.39,0,0,5.88,아니오,2010-02-19,2017-02-20
코스닥150 지수,2,위,불가(고저가 없음),뒤 절반,9,0,-10.96,-1.22,33.33,4.52,-8.49,3.97,0,0,5.89,아니오,2018-02-20,2026-02-20
코스닥150 지수,2,위,불가(고저가 없음),최근 10년,10,0,-11.7,-1.17,30.0,4.52,-8.49,3.74,0,0,5.9,예,2017-02-20,2026-02-20
코스닥150 지수,2,위,불가(고저가 없음),최근 5년,5,0,5.02,1.0,60.0,4.52,-2.78,2.76,0,0,6.0,아니오,2022-02-18,2026-02-20
코스닥150 지수,3,아래,불가(고저가 없음),전체,17,0,-10.11,-0.59,52.94,9.74,-19.09,6.48,0,0,7.82,예,2010-03-19,2026-03-20
코스닥150 지수,3,아래,불가(고저가 없음),앞 절반,8,0,-5.93,-0.74,50.0,2.31,-6.92,3.06,0,0,8.0,아니오,2010-03-19,2017-03-20
코스닥150 지수,3,아래,불가(고저가 없음),뒤 절반,9,0,-4.18,-0.46,55.56,9.74,-19.09,8.71,0,0,7.67,아니오,2018-03-20,2026-03-20
코스닥150 지수,3,아래,불가(고저가 없음),최근 10년,10,0,-7.05,-0.7,50.0,9.74,-19.09,8.24,0,0,7.8,예,2017-03-20,2026-03-20
코스닥150 지수,3,아래,불가(고저가 없음),최근 5년,5,0,7.4,1.48,40.0,9.74,-7.17,7.21,0,0,7.8,아니오,2022-03-18,2026-03-20
코스닥150 지수,3,위,불가(고저가 없음),전체,17,0,10.11,0.59,47.06,19.09,-9.74,6.48,0,0,7.82,예,2010-03-19,2026-03-20
코스닥150 지수,3,위,불가(고저가 없음),앞 절반,8,0,5.93,0.74,50.0,6.92,-2.31,3.06,0,0,8.0,아니오,2010-03-19,2017-03-20
코스닥150 지수,3,위,불가(고저가 없음),뒤 절반,9,0,4.18,0.46,44.44,19.09,-9.74,8.71,0,0,7.67,아니오,2018-03-20,2026-03-20
코스닥150 지수,3,위,불가(고저가 없음),최근 10년,10,0,7.05,0.7,50.0,19.09,-9.74,8.24,0,0,7.8,예,2017-03-20,2026-03-20
코스닥150 지수,3,위,불가(고저가 없음),최근 5년,5,0,-7.4,-1.48,60.0,7.17,-9.74,7.21,0,0,7.8,아니오,2022-03-18,2026-03-20
코스닥150 지수,4,아래,불가(고저가 없음),전체,17,0,21.03,1.24,70.59,7.02,-3.76,2.82,0,0,7.12,예,2010-04-20,2026-04-20
코스닥150 지수,4,아래,불가(고저가 없음),앞 절반,8,0,9.53,1.19,75.0,4.33,-3.27,2.87,0,0,7.12,아니오,2010-04-20,2017-04-20
코스닥150 지수,4,아래,불가(고저가 없음),뒤 절반,9,0,11.5,1.28,66.67,7.02,-3.76,2.96,0,0,7.11,아니오,2018-04-20,2026-04-20
코스닥150 지수,4,아래,불가(고저가 없음),최근 10년,10,0,12.92,1.29,70.0,7.02,-3.76,2.79,0,0,7.0,예,2017-04-20,2026-04-20
코스닥150 지수,4,아래,불가(고저가 없음),최근 5년,5,0,1.49,0.3,60.0,2.61,-3.76,2.68,0,0,7.2,아니오,2022-04-20,2026-04-20
코스닥150 지수,4,위,불가(고저가 없음),전체,17,0,-21.03,-1.24,29.41,3.76,-7.02,2.82,0,0,7.12,예,2010-04-20,2026-04-20
코스닥150 지수,4,위,불가(고저가 없음),앞 절반,8,0,-9.53,-1.19,25.0,3.27,-4.33,2.87,0,0,7.12,아니오,2010-04-20,2017-04-20
코스닥150 지수,4,위,불가(고저가 없음),뒤 절반,9,0,-11.5,-1.28,33.33,3.76,-7.02,2.96,0,0,7.11,아니오,2018-04-20,2026-04-20
코스닥150 지수,4,위,불가(고저가 없음),최근 10년,10,0,-12.92,-1.29,30.0,3.76,-7.02,2.79,0,0,7.0,예,2017-04-20,2026-04-20
코스닥150 지수,4,위,불가(고저가 없음),최근 5년,5,0,-1.49,-0.3,40.0,3.76,-2.61,2.68,0,0,7.2,아니오,2022-04-20,2026-04-20
코스닥150 지수,5,아래,불가(고저가 없음),전체,17,0,-30.38,-1.79,17.65,1.9,-6.2,2.19,0,0,7.47,예,2010-05-20,2026-05-20
코스닥150 지수,5,아래,불가(고저가 없음),앞 절반,8,0,-13.14,-1.64,12.5,1.9,-5.17,2.05,0,0,7.38,아니오,2010-05-20,2017-05-19
코스닥150 지수,5,아래,불가(고저가 없음),뒤 절반,9,0,-17.24,-1.92,22.22,1.2,-6.2,2.42,0,0,7.56,아니오,2018-05-18,2026-05-20
코스닥150 지수,5,아래,불가(고저가 없음),최근 10년,10,0,-19.2,-1.92,20.0,1.2,-6.2,2.28,0,0,7.6,예,2017-05-19,2026-05-20
코스닥150 지수,5,아래,불가(고저가 없음),최근 5년,5,0,-14.17,-2.83,20.0,0.75,-6.2,2.74,0,0,7.4,아니오,2022-05-20,2026-05-20
코스닥150 지수,5,위,불가(고저가 없음),전체,17,0,30.38,1.79,82.35,6.2,-1.9,2.19,0,0,7.47,예,2010-05-20,2026-05-20
코스닥150 지수,5,위,불가(고저가 없음),앞 절반,8,0,13.14,1.64,87.5,5.17,-1.9,2.05,0,0,7.38,아니오,2010-05-20,2017-05-19
코스닥150 지수,5,위,불가(고저가 없음),뒤 절반,9,0,17.24,1.92,77.78,6.2,-1.2,2.42,0,0,7.56,아니오,2018-05-18,2026-05-20
코스닥150 지수,5,위,불가(고저가 없음),최근 10년,10,0,19.2,1.92,80.0,6.2,-1.2,2.28,0,0,7.6,예,2017-05-19,2026-05-20
코스닥150 지수,5,위,불가(고저가 없음),최근 5년,5,0,14.17,2.83,80.0,6.2,-0.75,2.74,0,0,7.4,아니오,2022-05-20,2026-05-20
코스닥150 지수,6,아래,불가(고저가 없음),전체,17,0,16.31,0.96,58.82,7.52,-5.62,2.75,0,0,7.12,예,2010-06-18,2026-06-19
코스닥150 지수,6,아래,불가(고저가 없음),앞 절반,8,0,-5.26,-0.66,37.5,1.24,-5.62,2.12,0,0,7.25,아니오,2010-06-18,2017-06-20
코스닥150 지수,6,아래,불가(고저가 없음),뒤 절반,9,0,21.57,2.4,77.78,7.52,-1.11,2.49,0,0,7.0,아니오,2018-06-20,2026-06-19
코스닥150 지수,6,아래,불가(고저가 없음),최근 10년,10,0,21.43,2.14,70.0,7.52,-1.11,2.48,0,0,7.1,예,2017-06-20,2026-06-19
코스닥150 지수,6,아래,불가(고저가 없음),최근 5년,5,0,13.2,2.64,100.0,4.02,1.48,1.11,0,0,7.0,아니오,2022-06-20,2026-06-19
코스닥150 지수,6,위,불가(고저가 없음),전체,17,0,-16.31,-0.96,41.18,5.62,-7.52,2.75,0,0,7.12,예,2010-06-18,2026-06-19
코스닥150 지수,6,위,불가(고저가 없음),앞 절반,8,0,5.26,0.66,62.5,5.62,-1.24,2.12,0,0,7.25,아니오,2010-06-18,2017-06-20
코스닥150 지수,6,위,불가(고저가 없음),뒤 절반,9,0,-21.57,-2.4,22.22,1.11,-7.52,2.49,0,0,7.0,아니오,2018-06-20,2026-06-19
코스닥150 지수,6,위,불가(고저가 없음),최근 10년,10,0,-21.43,-2.14,30.0,1.11,-7.52,2.48,0,0,7.1,예,2017-06-20,2026-06-19
코스닥150 지수,6,위,불가(고저가 없음),최근 5년,5,0,-13.2,-2.64,0.0,-1.48,-4.02,1.11,0,0,7.0,아니오,2022-06-20,2026-06-19
코스닥150 지수,7,아래,불가(고저가 없음),전체,17,0,29.76,1.75,70.59,8.22,-4.51,3.74,0,0,7.88,예,2010-07-20,2026-07-20
코스닥150 지수,7,아래,불가(고저가 없음),앞 절반,8,0,17.43,2.18,75.0,8.22,-3.9,3.78,0,0,7.75,아니오,2010-07-20,2017-07-20
코스닥150 지수,7,아래,불가(고저가 없음),뒤 절반,9,0,12.33,1.37,66.67,6.23,-4.51,3.89,0,0,8.0,아니오,2018-07-20,2026-07-20
코스닥150 지수,7,아래,불가(고저가 없음),최근 10년,10,0,15.83,1.58,70.0,6.23,-4.51,3.73,0,0,7.9,예,2017-07-20,2026-07-20
코스닥150 지수,7,아래,불가(고저가 없음),최근 5년,5,0,4.28,0.86,60.0,4.72,-4.2,3.62,0,0,8.0,아니오,2022-07-20,2026-07-20
코스닥150 지수,7,위,불가(고저가 없음),전체,17,0,-29.76,-1.75,29.41,4.51,-8.22,3.74,0,0,7.88,예,2010-07-20,2026-07-20
코스닥150 지수,7,위,불가(고저가 없음),앞 절반,8,0,-17.43,-2.18,25.0,3.9,-8.22,3.78,0,0,7.75,아니오,2010-07-20,2017-07-20
코스닥150 지수,7,위,불가(고저가 없음),뒤 절반,9,0,-12.33,-1.37,33.33,4.51,-6.23,3.89,0,0,8.0,아니오,2018-07-20,2026-07-20
코스닥150 지수,7,위,불가(고저가 없음),최근 10년,10,0,-15.83,-1.58,30.0,4.51,-6.23,3.73,0,0,7.9,예,2017-07-20,2026-07-20
코스닥150 지수,7,위,불가(고저가 없음),최근 5년,5,0,-4.28,-0.86,40.0,4.2,-4.72,3.62,0,0,8.0,아니오,2022-07-20,2026-07-20
코스닥150 지수,8,아래,불가(고저가 없음),전체,17,0,-30.1,-1.77,35.29,5.61,-8.65,4.27,0,0,7.82,예,2010-08-20,2026-08-20
코스닥150 지수,8,아래,불가(고저가 없음),앞 절반,8,0,-3.2,-0.4,37.5,5.61,-4.89,4.16,0,0,7.88,아니오,2010-08-20,2017-08-18
코스닥150 지수,8,아래,불가(고저가 없음),뒤 절반,9,0,-26.9,-2.99,33.33,2.0,-8.65,4.22,0,0,7.78,아니오,2018-08-20,2026-08-20
코스닥150 지수,8,아래,불가(고저가 없음),최근 10년,10,0,-29.69,-2.97,30.0,2.0,-8.65,3.98,0,0,7.9,예,2017-08-18,2026-08-20
코스닥150 지수,8,아래,불가(고저가 없음),최근 5년,5,0,-2.02,-0.4,60.0,2.0,-5.46,3.18,0,0,7.8,아니오,2022-08-19,2026-08-20
코스닥150 지수,8,위,불가(고저가 없음),전체,17,0,30.1,1.77,64.71,8.65,-5.61,4.27,0,0,7.82,예,2010-08-20,2026-08-20
코스닥150 지수,8,위,불가(고저가 없음),앞 절반,8,0,3.2,0.4,62.5,4.89,-5.61,4.16,0,0,7.88,아니오,2010-08-20,2017-08-18
코스닥150 지수,8,위,불가(고저가 없음),뒤 절반,9,0,26.9,2.99,66.67,8.65,-2.0,4.22,0,0,7.78,아니오,2018-08-20,2026-08-20
코스닥150 지수,8,위,불가(고저가 없음),최근 10년,10,0,29.69,2.97,70.0,8.65,-2.0,3.98,0,0,7.9,예,2017-08-18,2026-08-20
코스닥150 지수,8,위,불가(고저가 없음),최근 5년,5,0,2.02,0.4,40.0,5.46,-2.0,3.18,0,0,7.8,아니오,2022-08-19,2026-08-20
코스닥150 지수,9,아래,불가(고저가 없음),전체,16,0,35.69,2.23,75.0,10.42,-2.89,3.44,0,0,6.31,예,2010-09-20,2025-09-19
코스닥150 지수,9,아래,불가(고저가 없음),앞 절반,8,0,4.87,0.61,75.0,3.82,-2.89,2.28,0,0,6.62,아니오,2010-09-20,2017-09-20
코스닥150 지수,9,아래,불가(고저가 없음),뒤 절반,8,0,30.82,3.85,75.0,10.42,-1.84,3.76,0,0,6.0,아니오,2018-09-20,2025-09-19
코스닥150 지수,9,아래,불가(고저가 없음),최근 10년,10,0,32.09,3.21,80.0,10.42,-1.84,3.59,0,0,6.3,예,2016-09-20,2025-09-19
코스닥150 지수,9,아래,불가(고저가 없음),최근 5년,5,0,19.9,3.98,80.0,10.42,-1.84,4.41,0,0,6.4,아니오,2021-09-17,2025-09-19
코스닥150 지수,9,위,불가(고저가 없음),전체,16,0,-35.69,-2.23,25.0,2.89,-10.42,3.44,0,0,6.31,예,2010-09-20,2025-09-19
코스닥150 지수,9,위,불가(고저가 없음),앞 절반,8,0,-4.87,-0.61,25.0,2.89,-3.82,2.28,0,0,6.62,아니오,2010-09-20,2017-09-20
코스닥150 지수,9,위,불가(고저가 없음),뒤 절반,8,0,-30.82,-3.85,25.0,1.84,-10.42,3.76,0,0,6.0,아니오,2018-09-20,2025-09-19
코스닥150 지수,9,위,불가(고저가 없음),최근 10년,10,0,-32.09,-3.21,20.0,1.84,-10.42,3.59,0,0,6.3,예,2016-09-20,2025-09-19
코스닥150 지수,9,위,불가(고저가 없음),최근 5년,5,0,-19.9,-3.98,20.0,1.84,-10.42,4.41,0,0,6.4,아니오,2021-09-17,2025-09-19
코스닥150 지수,10,아래,불가(고저가 없음),전체,16,0,3.13,0.2,43.75,11.76,-5.16,4.48,0,0,7.88,예,2010-10-20,2025-10-20
코스닥150 지수,10,아래,불가(고저가 없음),앞 절반,8,0,-4.38,-0.55,37.5,3.18,-4.07,2.48,0,0,7.75,아니오,2010-10-20,2017-10-20
코스닥150 지수,10,아래,불가(고저가 없음),뒤 절반,8,0,7.5,0.94,50.0,11.76,-5.16,5.96,0,0,8.0,아니오,2018-10-19,2025-10-20
코스닥150 지수,10,아래,불가(고저가 없음),최근 10년,10,0,6.96,0.7,50.0,11.76,-5.16,5.53,0,0,7.8,예,2016-10-20,2025-10-20
