종목,사이클 위치,진입 연도,분할 방식,미체결 처리,진입일,진입가,2번째 몫 체결일,2번째 몫 체결가,2번째 몫 체결 사유,3번째 몫 체결일,3번째 몫 체결가,3번째 몫 체결 사유,4번째 몫 체결일,4번째 몫 체결가,4번째 몫 체결 사유,청산일,청산가,투자 비율(%),첫 몫 대비 평균 매수가(%),수익률(%),보유 중 최악(%)
S&P 500 지수,중간선거해,1942,C1 RSI(14) 30 아래,현금 유지,1942-09-30,8.85,,,미체결,,,미체결,,,,1943-06-30,12.35,33.33,0.0,13.18,0.26
S&P 500 지수,중간선거해,1946,C1 RSI(14) 30 아래,현금 유지,1946-09-30,14.96,,,미체결,,,미체결,,,,1947-06-30,15.21,33.33,0.0,0.56,-2.65
S&P 500 지수,중간선거해,1950,C1 RSI(14) 30 아래,현금 유지,1950-09-29,19.45,,,미체결,,,미체결,,,,1951-06-29,20.96,33.33,0.0,2.59,-0.77
S&P 500 지수,중간선거해,1954,C1 RSI(14) 30 아래,현금 유지,1954-09-30,32.31,,,미체결,,,미체결,,,,1955-06-30,41.03,33.33,0.0,9.0,-0.65
S&P 500 지수,중간선거해,1958,C1 RSI(14) 30 아래,현금 유지,1958-09-30,50.06,,,미체결,,,미체결,,,,1959-06-30,58.47,33.33,0.0,5.6,-0.05
S&P 500 지수,중간선거해,1962,C1 RSI(14) 30 아래,현금 유지,1962-09-28,56.27,1962-10-02,56.1,지표 신호,1962-10-23,53.49,지표 신호,,,,1963-06-28,69.37,100.0,-1.8,25.54,-3.2
S&P 500 지수,중간선거해,1966,C1 RSI(14) 30 아래,현금 유지,1966-09-30,76.56,1966-10-07,73.2,지표 신호,,,미체결,,,,1967-06-30,90.64,66.67,-2.24,14.07,-1.46
S&P 500 지수,중간선거해,1970,C1 RSI(14) 30 아래,현금 유지,1970-09-30,84.3,,,미체결,,,미체결,,,,1971-06-30,98.7,33.33,0.0,5.69,-0.6
S&P 500 지수,중간선거해,1974,C1 RSI(14) 30 아래,현금 유지,1974-09-30,63.54,1974-12-09,65.6,지표 신호,,,미체결,,,,1975-06-30,95.19,66.67,1.6,31.64,-0.66
S&P 500 지수,중간선거해,1978,C1 RSI(14) 30 아래,현금 유지,1978-09-29,102.54,1978-10-23,98.18,지표 신호,,,미체결,,,,1979-06-29,102.91,66.67,-2.17,1.73,-5.2
S&P 500 지수,중간선거해,1982,C1 RSI(14) 30 아래,현금 유지,1982-09-30,120.42,,,미체결,,,미체결,,,,1983-06-30,167.64,33.33,0.0,13.07,0.3
S&P 500 지수,중간선거해,1986,C1 RSI(14) 30 아래,현금 유지,1986-09-30,231.32,,,미체결,,,미체결,,,,1987-06-30,304.0,33.33,0.0,10.47,0.33
S&P 500 지수,중간선거해,1990,C1 RSI(14) 30 아래,현금 유지,1990-09-28,306.05,,,미체결,,,미체결,,,,1991-06-28,371.16,33.33,0.0,7.09,-1.15
S&P 500 지수,중간선거해,1994,C1 RSI(14) 30 아래,현금 유지,1994-09-30,462.71,,,미체결,,,미체결,,,,1995-06-30,544.75,33.33,0.0,5.91,-1.24
S&P 500 지수,중간선거해,1998,C1 RSI(14) 30 아래,현금 유지,1998-09-30,1017.01,,,미체결,,,미체결,,,,1999-06-30,1372.71,33.33,0.0,11.66,-1.89
S&P 500 지수,중간선거해,2002,C1 RSI(14) 30 아래,현금 유지,2002-09-30,815.28,,,미체결,,,미체결,,,,2003-06-30,974.5,33.33,0.0,6.51,-1.57
S&P 500 지수,중간선거해,2006,C1 RSI(14) 30 아래,현금 유지,2006-09-29,1335.85,,,미체결,,,미체결,,,,2007-06-29,1503.35,33.33,0.0,4.18,-0.11
S&P 500 지수,중간선거해,2010,C1 RSI(14) 30 아래,현금 유지,2010-09-30,1141.2,,,미체결,,,미체결,,,,2011-06-30,1320.64,33.33,0.0,5.24,-0.12
S&P 500 지수,중간선거해,2014,C1 RSI(14) 30 아래,현금 유지,2014-09-30,1972.29,2014-10-16,1862.76,지표 신호,,,미체결,,,,2015-06-30,2063.1101,66.67,-2.86,5.12,-1.86
S&P 500 지수,중간선거해,2018,C1 RSI(14) 30 아래,현금 유지,2018-09-28,2913.98,2018-10-11,2728.3701,지표 신호,2018-10-25,2705.5701,지표 신호,,,,2019-06-28,2941.76,100.0,-4.61,5.83,-15.42
S&P 500 지수,중간선거해,2022,C1 RSI(14) 30 아래,현금 유지,2022-09-30,3585.6201,,,미체결,,,미체결,,,,2023-06-30,4450.3799,33.33,0.0,8.04,-0.08
S&P 500 지수,중간선거해,1930,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1930-09-30,18.59,1930-11-06,16.65,지표 신호,1930-11-10,15.54,지표 신호,,,,1931-06-30,14.83,100.0,-9.44,-11.91,-27.53
S&P 500 지수,중간선거해,1934,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1934-09-28,9.08,1934-12-31,9.5,12월 말 일괄,1934-12-31,9.5,12월 말 일괄,,,,1935-06-28,10.24,100.0,3.04,9.45,-13.85
S&P 500 지수,중간선거해,1938,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1938-09-30,12.24,1938-11-29,12.43,지표 신호,1938-12-30,13.14,12월 말 일괄,,,,1939-06-30,10.86,100.0,2.87,-13.75,-17.25
S&P 500 지수,중간선거해,1942,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1942-09-30,8.85,1942-12-31,9.77,12월 말 일괄,1942-12-31,9.77,12월 말 일괄,,,,1943-06-30,12.35,100.0,6.7,30.79,0.26
S&P 500 지수,중간선거해,1946,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1946-09-30,14.96,1946-10-10,14.33,지표 신호,1946-12-31,15.3,12월 말 일괄,,,,1947-06-30,15.21,100.0,-0.72,2.41,-7.29
S&P 500 지수,중간선거해,1950,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1950-09-29,19.45,1950-12-29,20.43,12월 말 일괄,1950-12-29,20.43,12월 말 일괄,,,,1951-06-29,20.96,100.0,3.3,4.32,-0.77
S&P 500 지수,중간선거해,1954,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1954-09-30,32.31,1954-12-31,35.98,12월 말 일괄,1954-12-31,35.98,12월 말 일괄,,,,1955-06-30,41.03,100.0,7.3,18.35,-0.65
S&P 500 지수,중간선거해,1958,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1958-09-30,50.06,1958-12-31,55.21,12월 말 일괄,1958-12-31,55.21,12월 말 일괄,,,,1959-06-30,58.47,100.0,6.63,9.54,-0.05
S&P 500 지수,중간선거해,1962,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1962-09-28,56.27,1962-10-24,55.21,지표 신호,1962-12-31,63.1,12월 말 일괄,,,,1963-06-28,69.37,100.0,3.06,19.62,-1.65
S&P 500 지수,중간선거해,1966,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1966-09-30,76.56,1966-10-10,74.53,지표 신호,1966-12-30,80.33,12월 말 일괄,,,,1967-06-30,90.64,100.0,0.66,17.61,-1.46
S&P 500 지수,중간선거해,1970,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1970-09-30,84.3,1970-12-31,92.15,12월 말 일괄,1970-12-31,92.15,12월 말 일괄,,,,1971-06-30,98.7,100.0,6.02,10.43,-0.6
S&P 500 지수,중간선거해,1974,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1974-09-30,63.54,1974-11-19,68.2,지표 신호,1974-12-04,67.41,지표 신호,,,,1975-06-30,95.19,100.0,4.37,43.53,-1.97
S&P 500 지수,중간선거해,1978,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1978-09-29,102.54,1978-10-27,94.59,지표 신호,1978-12-29,96.11,12월 말 일괄,,,,1979-06-29,102.91,100.0,-4.79,5.41,-4.01
S&P 500 지수,중간선거해,1982,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1982-09-30,120.42,1982-12-31,140.64,12월 말 일괄,1982-12-31,140.64,12월 말 일괄,,,,1983-06-30,167.64,100.0,10.6,25.87,0.3
S&P 500 지수,중간선거해,1986,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1986-09-30,231.32,1986-12-31,242.17,12월 말 일괄,1986-12-31,242.17,12월 말 일괄,,,,1987-06-30,304.0,100.0,3.08,27.49,0.33
S&P 500 지수,중간선거해,1990,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1990-09-28,306.05,1990-12-31,330.22,12월 말 일괄,1990-12-31,330.22,12월 말 일괄,,,,1991-06-28,371.16,100.0,5.13,15.36,-3.19
S&P 500 지수,중간선거해,1994,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1994-09-30,462.71,1994-12-30,459.27,12월 말 일괄,1994-12-30,459.27,12월 말 일괄,,,,1995-06-30,544.75,100.0,-0.5,18.32,-1.24
S&P 500 지수,중간선거해,1998,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1998-09-30,1017.01,1998-10-09,984.39,지표 신호,1998-12-31,1229.23,12월 말 일괄,,,,1999-06-30,1372.71,100.0,4.88,28.7,-1.89
S&P 500 지수,중간선거해,2002,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2002-09-30,815.28,2002-10-07,785.28,지표 신호,2002-12-31,879.82,12월 말 일괄,,,,2003-06-30,974.5,100.0,1.19,18.13,-2.94
S&P 500 지수,중간선거해,2006,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2006-09-29,1335.85,2006-12-29,1418.3,12월 말 일괄,2006-12-29,1418.3,12월 말 일괄,,,,2007-06-29,1503.35,100.0,4.03,8.18,-1.12
S&P 500 지수,중간선거해,2010,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2010-09-30,1141.2,2010-12-31,1257.64,12월 말 일괄,2010-12-31,1257.64,12월 말 일괄,,,,2011-06-30,1320.64,100.0,6.58,8.58,-0.12
S&P 500 지수,중간선거해,2014,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2014-09-30,1972.29,2014-12-31,2058.8999,12월 말 일괄,2014-12-31,2058.8999,12월 말 일괄,,,,2015-06-30,2063.1101,100.0,2.89,1.67,-1.86
S&P 500 지수,중간선거해,2018,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2018-09-28,2913.98,2018-10-12,2767.1299,지표 신호,2018-10-25,2705.5701,지표 신호,,,,2019-06-28,2941.76,100.0,-4.16,5.33,-15.82
S&P 500 지수,중간선거해,2022,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2022-09-30,3585.6201,2022-12-30,3839.5,12월 말 일괄,2022-12-30,3839.5,12월 말 일괄,,,,2023-06-30,4450.3799,100.0,4.61,18.65,-0.08
S&P 500 지수,중간선거해,1930,C2 20일 이격도 95% 아래,현금 유지,1930-09-30,18.59,1930-11-06,16.65,지표 신호,1930-11-10,15.54,지표 신호,,,,1931-06-30,14.83,100.0,-9.44,-11.91,-27.53
S&P 500 지수,중간선거해,1934,C2 20일 이격도 95% 아래,현금 유지,1934-09-28,9.08,,,미체결,,,미체결,,,,1935-06-28,10.24,33.33,0.0,4.26,-3.74
S&P 500 지수,중간선거해,1938,C2 20일 이격도 95% 아래,현금 유지,1938-09-30,12.24,1938-11-29,12.43,지표 신호,,,미체결,,,,1939-06-30,10.86,66.67,0.77,-7.97,-10.35
S&P 500 지수,중간선거해,1942,C2 20일 이격도 95% 아래,현금 유지,1942-09-30,8.85,,,미체결,,,미체결,,,,1943-06-30,12.35,33.33,0.0,13.18,0.26
S&P 500 지수,중간선거해,1946,C2 20일 이격도 95% 아래,현금 유지,1946-09-30,14.96,1946-10-10,14.33,지표 신호,,,미체결,,,,1947-06-30,15.21,66.67,-2.15,2.6,-3.95
S&P 500 지수,중간선거해,1950,C2 20일 이격도 95% 아래,현금 유지,1950-09-29,19.45,,,미체결,,,미체결,,,,1951-06-29,20.96,33.33,0.0,2.59,-0.77
S&P 500 지수,중간선거해,1954,C2 20일 이격도 95% 아래,현금 유지,1954-09-30,32.31,,,미체결,,,미체결,,,,1955-06-30,41.03,33.33,0.0,9.0,-0.65
S&P 500 지수,중간선거해,1958,C2 20일 이격도 95% 아래,현금 유지,1958-09-30,50.06,,,미체결,,,미체결,,,,1959-06-30,58.47,33.33,0.0,5.6,-0.05
S&P 500 지수,중간선거해,1962,C2 20일 이격도 95% 아래,현금 유지,1962-09-28,56.27,1962-10-24,55.21,지표 신호,,,미체결,,,,1963-06-28,69.37,66.67,-0.95,16.31,-1.65
S&P 500 지수,중간선거해,1966,C2 20일 이격도 95% 아래,현금 유지,1966-09-30,76.56,1966-10-10,74.53,지표 신호,,,미체결,,,,1967-06-30,90.64,66.67,-1.34,13.34,-1.46
S&P 500 지수,중간선거해,1970,C2 20일 이격도 95% 아래,현금 유지,1970-09-30,84.3,,,미체결,,,미체결,,,,1971-06-30,98.7,33.33,0.0,5.69,-0.6
S&P 500 지수,중간선거해,1974,C2 20일 이격도 95% 아래,현금 유지,1974-09-30,63.54,1974-11-19,68.2,지표 신호,1974-12-04,67.41,지표 신호,,,,1975-06-30,95.19,100.0,4.37,43.53,-1.97
S&P 500 지수,중간선거해,1978,C2 20일 이격도 95% 아래,현금 유지,1978-09-29,102.54,1978-10-27,94.59,지표 신호,,,미체결,,,,1979-06-29,102.91,66.67,-4.03,3.05,-4.01
S&P 500 지수,중간선거해,1982,C2 20일 이격도 95% 아래,현금 유지,1982-09-30,120.42,,,미체결,,,미체결,,,,1983-06-30,167.64,33.33,0.0,13.07,0.3
S&P 500 지수,중간선거해,1986,C2 20일 이격도 95% 아래,현금 유지,1986-09-30,231.32,,,미체결,,,미체결,,,,1987-06-30,304.0,33.33,0.0,10.47,0.33
S&P 500 지수,중간선거해,1990,C2 20일 이격도 95% 아래,현금 유지,1990-09-28,306.05,,,미체결,,,미체결,,,,1991-06-28,371.16,33.33,0.0,7.09,-1.15
S&P 500 지수,중간선거해,1994,C2 20일 이격도 95% 아래,현금 유지,1994-09-30,462.71,,,미체결,,,미체결,,,,1995-06-30,544.75,33.33,0.0,5.91,-1.24
S&P 500 지수,중간선거해,1998,C2 20일 이격도 95% 아래,현금 유지,1998-09-30,1017.01,1998-10-09,984.39,지표 신호,,,미체결,,,,1999-06-30,1372.71,66.67,-1.63,24.81,-1.89
S&P 500 지수,중간선거해,2002,C2 20일 이격도 95% 아래,현금 유지,2002-09-30,815.28,2002-10-07,785.28,지표 신호,,,미체결,,,,2003-06-30,974.5,66.67,-1.87,14.54,-1.94
S&P 500 지수,중간선거해,2006,C2 20일 이격도 95% 아래,현금 유지,2006-09-29,1335.85,,,미체결,,,미체결,,,,2007-06-29,1503.35,33.33,0.0,4.18,-0.11
S&P 500 지수,중간선거해,2010,C2 20일 이격도 95% 아래,현금 유지,2010-09-30,1141.2,,,미체결,,,미체결,,,,2011-06-30,1320.64,33.33,0.0,5.24,-0.12
S&P 500 지수,중간선거해,2014,C2 20일 이격도 95% 아래,현금 유지,2014-09-30,1972.29,,,미체결,,,미체결,,,,2015-06-30,2063.1101,33.33,0.0,1.53,-1.86
S&P 500 지수,중간선거해,2018,C2 20일 이격도 95% 아래,현금 유지,2018-09-28,2913.98,2018-10-12,2767.1299,지표 신호,2018-10-25,2705.5701,지표 신호,,,,2019-06-28,2941.76,100.0,-4.16,5.33,-15.82
S&P 500 지수,중간선거해,2022,C2 20일 이격도 95% 아래,현금 유지,2022-09-30,3585.6201,,,미체결,,,미체결,,,,2023-06-30,4450.3799,33.33,0.0,8.04,-0.08
나스닥 종합 지수,중간선거해,1974,일시매수,해당 없음,1974-09-30,55.67,,,,,,,,,,1975-06-30,87.02,100.0,0.0,56.31,-1.44
나스닥 종합 지수,중간선거해,1978,일시매수,해당 없음,1978-09-29,132.89,,,,,,,,,,1979-06-29,138.13,100.0,0.0,3.94,-16.56
나스닥 종합 지수,중간선거해,1982,일시매수,해당 없음,1982-09-30,187.65,,,,,,,,,,1983-06-30,318.7,100.0,0.0,69.84,0.2
나스닥 종합 지수,중간선거해,1986,일시매수,해당 없음,1986-09-30,350.7,,,,,,,,,,1987-06-30,424.7,100.0,0.0,21.1,-0.97
나스닥 종합 지수,중간선거해,1990,일시매수,해당 없음,1990-09-28,344.5,,,,,,,,,,1991-06-28,475.92,100.0,0.0,38.15,-5.54
나스닥 종합 지수,중간선거해,1994,일시매수,해당 없음,1994-09-30,764.29,,,,,,,,,,1995-06-30,933.45,100.0,0.0,22.13,-5.92
나스닥 종합 지수,중간선거해,1998,일시매수,해당 없음,1998-09-30,1693.84,,,,,,,,,,1999-06-30,2686.1201,100.0,0.0,58.58,-16.22
나스닥 종합 지수,중간선거해,2002,일시매수,해당 없음,2002-09-30,1172.0601,,,,,,,,,,2003-06-30,1622.8,100.0,0.0,38.46,-4.94
나스닥 종합 지수,중간선거해,2006,일시매수,해당 없음,2006-09-29,2258.4299,,,,,,,,,,2007-06-29,2603.23,100.0,0.0,15.27,-0.92
나스닥 종합 지수,중간선거해,2010,일시매수,해당 없음,2010-09-30,2368.6201,,,,,,,,,,2011-06-30,2773.52,100.0,0.0,17.09,-1.02
나스닥 종합 지수,중간선거해,2014,일시매수,해당 없음,2014-09-30,4493.3901,,,,,,,,,,2015-06-30,4986.8701,100.0,0.0,10.98,-6.23
나스닥 종합 지수,중간선거해,2018,일시매수,해당 없음,2018-09-28,8046.3501,,,,,,,,,,2019-06-28,8006.2402,100.0,0.0,-0.5,-23.03
나스닥 종합 지수,중간선거해,2022,일시매수,해당 없음,2022-09-30,10575.6201,,,,,,,,,,2023-06-30,13787.9199,100.0,0.0,30.37,-3.43
나스닥 종합 지수,중간선거해,1974,A 시간 4등분,해당 없음,1974-09-30,55.67,1974-10-31,65.23,월말,1974-11-29,62.95,월말,1974-12-31,59.82,월말,1975-06-30,87.02,100.0,9.04,43.36,-3.86
나스닥 종합 지수,중간선거해,1978,A 시간 4등분,해당 없음,1978-09-29,132.89,1978-10-31,111.12,월말,1978-11-30,114.69,월말,1978-12-29,117.98,월말,1979-06-29,138.13,100.0,-10.73,16.44,-4.19
나스닥 종합 지수,중간선거해,1982,A 시간 4등분,해당 없음,1982-09-30,187.65,1982-10-29,212.63,월말,1982-11-30,232.31,월말,1982-12-31,232.41,월말,1983-06-30,318.7,100.0,14.36,48.51,0.05
나스닥 종합 지수,중간선거해,1986,A 시간 4등분,해당 없음,1986-09-30,350.7,1986-10-31,360.8,월말,1986-11-28,359.6,월말,1986-12-31,348.8,월말,1987-06-30,424.7,100.0,1.2,19.67,-2.03
나스닥 종합 지수,중간선거해,1990,A 시간 4등분,해당 없음,1990-09-28,344.5,1990-10-31,329.8,월말,1990-11-30,359.1,월말,1990-12-31,373.8,월말,1991-06-28,475.92,100.0,1.9,35.58,-1.39
나스닥 종합 지수,중간선거해,1994,A 시간 4등분,해당 없음,1994-09-30,764.29,1994-10-31,777.49,월말,1994-11-30,750.32,월말,1994-12-30,751.96,월말,1995-06-30,933.45,100.0,-0.45,22.68,-4.4
나스닥 종합 지수,중간선거해,1998,A 시간 4등분,해당 없음,1998-09-30,1693.84,1998-10-30,1771.39,월말,1998-11-30,1949.54,월말,1998-12-31,2192.6899,월말,1999-06-30,2686.1201,100.0,11.19,42.63,-4.05
나스닥 종합 지수,중간선거해,2002,A 시간 4등분,해당 없음,2002-09-30,1172.0601,2002-10-31,1329.75,월말,2002-11-29,1478.78,월말,2002-12-31,1335.51,월말,2003-06-30,1622.8,100.0,12.62,22.94,-3.68
나스닥 종합 지수,중간선거해,2006,A 시간 4등분,해당 없음,2006-09-29,2258.4299,2006-10-31,2366.71,월말,2006-11-30,2431.77,월말,2006-12-29,2415.29,월말,2007-06-29,2603.23,100.0,4.77,10.02,-1.07
나스닥 종합 지수,중간선거해,2010,A 시간 4등분,해당 없음,2010-09-30,2368.6201,2010-10-29,2507.4099,월말,2010-11-30,2498.23,월말,2010-12-31,2652.8701,월말,2011-06-30,2773.52,100.0,5.66,10.82,-0.25
나스닥 종합 지수,중간선거해,2014,A 시간 4등분,해당 없음,2014-09-30,4493.3901,2014-10-31,4630.7402,월말,2014-11-28,4791.6299,월말,2014-12-31,4736.0498,월말,2015-06-30,4986.8701,100.0,3.71,7.01,-1.92
나스닥 종합 지수,중간선거해,2018,A 시간 4등분,해당 없음,2018-09-28,8046.3501,2018-10-31,7305.8999,월말,2018-11-30,7330.54,월말,2018-12-31,6635.2798,월말,2019-06-28,8006.2402,100.0,-9.33,9.74,-13.45
나스닥 종합 지수,중간선거해,2022,A 시간 4등분,해당 없음,2022-09-30,10575.6201,2022-10-31,10988.1504,월말,2022-11-30,11468.0,월말,2022-12-30,10466.4805,월말,2023-06-30,13787.9199,100.0,2.69,26.95,-5.35
나스닥 종합 지수,중간선거해,1974,B 사다리 5%,12월 말 일괄 매수,1974-09-30,55.67,1974-12-31,59.82,12월 말 일괄,1974-12-31,59.82,12월 말 일괄,,,,1975-06-30,87.02,100.0,4.85,49.08,-0.48
나스닥 종합 지수,중간선거해,1978,B 사다리 5%,12월 말 일괄 매수,1978-09-29,132.89,1978-10-23,121.94,단계 도달,1978-10-27,115.25,단계 도달,,,,1979-06-29,138.13,100.0,-7.49,12.36,-9.81
나스닥 종합 지수,중간선거해,1982,B 사다리 5%,12월 말 일괄 매수,1982-09-30,187.65,1982-12-31,232.41,12월 말 일괄,1982-12-31,232.41,12월 말 일괄,,,,1983-06-30,318.7,100.0,14.73,48.03,0.07
나스닥 종합 지수,중간선거해,1986,B 사다리 5%,12월 말 일괄 매수,1986-09-30,350.7,1986-12-31,348.8,12월 말 일괄,1986-12-31,348.8,12월 말 일괄,,,,1987-06-30,424.7,100.0,-0.36,21.54,-0.32
나스닥 종합 지수,중간선거해,1990,B 사다리 5%,12월 말 일괄 매수,1990-09-28,344.5,1990-10-12,327.6,단계 도달,1990-12-31,373.8,12월 말 일괄,,,,1991-06-28,475.92,100.0,0.9,36.91,-2.07
나스닥 종합 지수,중간선거해,1994,B 사다리 5%,12월 말 일괄 매수,1994-09-30,764.29,1994-12-09,719.05,단계 도달,1994-12-30,751.96,12월 말 일괄,,,,1995-06-30,933.45,100.0,-2.58,25.36,-1.97
나스닥 종합 지수,중간선거해,1998,B 사다리 5%,12월 말 일괄 매수,1998-09-30,1693.84,1998-10-06,1510.89,단계 도달,1998-10-07,1462.61,단계 도달,,,,1999-06-30,2686.1201,100.0,-8.51,73.34,-8.42
나스닥 종합 지수,중간선거해,2002,B 사다리 5%,12월 말 일괄 매수,2002-09-30,1172.0601,2002-12-31,1335.51,12월 말 일괄,2002-12-31,1335.51,12월 말 일괄,,,,2003-06-30,1622.8,100.0,8.88,27.16,-1.65
나스닥 종합 지수,중간선거해,2006,B 사다리 5%,12월 말 일괄 매수,2006-09-29,2258.4299,2006-12-29,2415.29,12월 말 일괄,2006-12-29,2415.29,12월 말 일괄,,,,2007-06-29,2603.23,100.0,4.53,10.28,-0.85
나스닥 종합 지수,중간선거해,2010,B 사다리 5%,12월 말 일괄 매수,2010-09-30,2368.6201,2010-12-31,2652.8701,12월 말 일괄,2010-12-31,2652.8701,12월 말 일괄,,,,2011-06-30,2773.52,100.0,7.69,8.73,-0.34
나스닥 종합 지수,중간선거해,2014,B 사다리 5%,12월 말 일괄 매수,2014-09-30,4493.3901,2014-10-14,4227.1699,단계 도달,2014-12-31,4736.0498,12월 말 일괄,,,,2015-06-30,4986.8701,100.0,-0.39,11.42,-2.16
나스닥 종합 지수,중간선거해,2018,B 사다리 5%,12월 말 일괄 매수,2018-09-28,8046.3501,2018-10-11,7329.0601,단계 도달,2018-10-25,7318.3398,단계 도달,,,,2019-06-28,8006.2402,100.0,-6.17,6.05,-17.97
나스닥 종합 지수,중간선거해,2022,B 사다리 5%,12월 말 일괄 매수,2022-09-30,10575.6201,2022-12-30,10466.4805,12월 말 일괄,2022-12-30,10466.4805,12월 말 일괄,,,,2023-06-30,13787.9199,100.0,-0.69,31.28,-1.88
나스닥 종합 지수,중간선거해,1974,B 사다리 5%,현금 유지,1974-09-30,55.67,,,미체결,,,미체결,,,,1975-06-30,87.02,33.33,0.0,18.77,-0.48
나스닥 종합 지수,중간선거해,1978,B 사다리 5%,현금 유지,1978-09-29,132.89,1978-10-23,121.94,단계 도달,1978-10-27,115.25,단계 도달,,,,1979-06-29,138.13,100.0,-7.49,12.36,-9.81
나스닥 종합 지수,중간선거해,1982,B 사다리 5%,현금 유지,1982-09-30,187.65,,,미체결,,,미체결,,,,1983-06-30,318.7,33.33,0.0,23.28,0.07
나스닥 종합 지수,중간선거해,1986,B 사다리 5%,현금 유지,1986-09-30,350.7,,,미체결,,,미체결,,,,1987-06-30,424.7,33.33,0.0,7.03,-0.32
나스닥 종합 지수,중간선거해,1990,B 사다리 5%,현금 유지,1990-09-28,344.5,1990-10-12,327.6,단계 도달,,,미체결,,,,1991-06-28,475.92,66.67,-2.51,27.81,-2.07
나스닥 종합 지수,중간선거해,1994,B 사다리 5%,현금 유지,1994-09-30,764.29,1994-12-09,719.05,단계 도달,,,미체결,,,,1995-06-30,933.45,66.67,-3.05,17.32,-1.97
나스닥 종합 지수,중간선거해,1998,B 사다리 5%,현금 유지,1998-09-30,1693.84,1998-10-06,1510.89,단계 도달,1998-10-07,1462.61,단계 도달,,,,1999-06-30,2686.1201,100.0,-8.51,73.34,-8.42
나스닥 종합 지수,중간선거해,2002,B 사다리 5%,현금 유지,2002-09-30,1172.0601,,,미체결,,,미체결,,,,2003-06-30,1622.8,33.33,0.0,12.82,-1.65
나스닥 종합 지수,중간선거해,2006,B 사다리 5%,현금 유지,2006-09-29,2258.4299,,,미체결,,,미체결,,,,2007-06-29,2603.23,33.33,0.0,5.09,-0.31
나스닥 종합 지수,중간선거해,2010,B 사다리 5%,현금 유지,2010-09-30,2368.6201,,,미체결,,,미체결,,,,2011-06-30,2773.52,33.33,0.0,5.7,-0.34
나스닥 종합 지수,중간선거해,2014,B 사다리 5%,현금 유지,2014-09-30,4493.3901,2014-10-14,4227.1699,단계 도달,,,미체결,,,,2015-06-30,4986.8701,66.67,-3.05,9.65,-2.16
나스닥 종합 지수,중간선거해,2018,B 사다리 5%,현금 유지,2018-09-28,8046.3501,2018-10-11,7329.0601,단계 도달,2018-10-25,7318.3398,단계 도달,,,,2019-06-28,8006.2402,100.0,-6.17,6.05,-17.97
나스닥 종합 지수,중간선거해,2022,B 사다리 5%,현금 유지,2022-09-30,10575.6201,,,미체결,,,미체결,,,,2023-06-30,13787.9199,33.33,0.0,10.12,-1.14
나스닥 종합 지수,중간선거해,1974,B 사다리 10%,12월 말 일괄 매수,1974-09-30,55.67,1974-12-31,59.82,12월 말 일괄,1974-12-31,59.82,12월 말 일괄,,,,1975-06-30,87.02,100.0,4.85,49.08,-0.48
나스닥 종합 지수,중간선거해,1978,B 사다리 10%,12월 말 일괄 매수,1978-09-29,132.89,1978-10-27,115.25,단계 도달,1978-12-29,117.98,12월 말 일괄,,,,1979-06-29,138.13,100.0,-8.52,13.62,-6.78
나스닥 종합 지수,중간선거해,1982,B 사다리 10%,12월 말 일괄 매수,1982-09-30,187.65,1982-12-31,232.41,12월 말 일괄,1982-12-31,232.41,12월 말 일괄,,,,1983-06-30,318.7,100.0,14.73,48.03,0.07
나스닥 종합 지수,중간선거해,1986,B 사다리 10%,12월 말 일괄 매수,1986-09-30,350.7,1986-12-31,348.8,12월 말 일괄,1986-12-31,348.8,12월 말 일괄,,,,1987-06-30,424.7,100.0,-0.36,21.54,-0.32
나스닥 종합 지수,중간선거해,1990,B 사다리 10%,12월 말 일괄 매수,1990-09-28,344.5,1990-12-31,373.8,12월 말 일괄,1990-12-31,373.8,12월 말 일괄,,,,1991-06-28,475.92,100.0,5.51,30.93,-2.12
