종목,사이클 위치,진입 연도,방향,손절선(%),진입일,진입가,청산일,보유일,청산가,수익률(%),보유 중 최악(%),청산 사유
SPY,대선다음해,2021,위,-8.0,2021-10-01,434.24,2022-05-09,151,399.5008,-8.0,-8.0,장중손절
SPY,대선다음해,2025,위,-8.0,2025-10-01,668.45,2026-06-30,186,746.77,11.72,-5.86,기한청산
SPY,대선다음해,1993,위,-10.0,1993-10-01,46.1562,1994-06-30,188,44.4688,-3.66,-6.09,기한청산
SPY,대선다음해,1997,위,-10.0,1997-10-01,95.625,1997-10-28,19,84.375,-11.76,-11.76,갭손절
SPY,대선다음해,2001,위,-10.0,2001-10-01,104.27,2002-06-28,187,98.96,-5.09,-8.71,기한청산
SPY,대선다음해,2005,위,-10.0,2005-10-03,122.6,2006-06-30,187,127.28,3.82,-4.67,기한청산
SPY,대선다음해,2009,위,-10.0,2009-10-01,102.97,2010-06-30,187,103.22,0.24,-0.95,기한청산
SPY,대선다음해,2013,위,-10.0,2013-10-01,169.34,2014-06-30,187,195.72,15.58,-2.84,기한청산
SPY,대선다음해,2017,위,-10.0,2017-10-02,252.32,2018-06-29,187,271.28,7.51,-0.04,기한청산
SPY,대선다음해,2021,위,-10.0,2021-10-01,434.24,2022-05-12,154,389.37,-10.33,-10.33,갭손절
SPY,대선다음해,2025,위,-10.0,2025-10-01,668.45,2026-06-30,186,746.77,11.72,-5.86,기한청산
SPY,대선다음해,1993,위,-12.0,1993-10-01,46.1562,1994-06-30,188,44.4688,-3.66,-6.09,기한청산
SPY,대선다음해,1997,위,-12.0,1997-10-01,95.625,1998-06-30,187,113.3125,18.5,-11.76,기한청산
SPY,대선다음해,2001,위,-12.0,2001-10-01,104.27,2002-06-28,187,98.96,-5.09,-8.71,기한청산
SPY,대선다음해,2005,위,-12.0,2005-10-03,122.6,2006-06-30,187,127.28,3.82,-4.67,기한청산
SPY,대선다음해,2009,위,-12.0,2009-10-01,102.97,2010-06-30,187,103.22,0.24,-0.95,기한청산
SPY,대선다음해,2013,위,-12.0,2013-10-01,169.34,2014-06-30,187,195.72,15.58,-2.84,기한청산
SPY,대선다음해,2017,위,-12.0,2017-10-02,252.32,2018-06-29,187,271.28,7.51,-0.04,기한청산
SPY,대선다음해,2021,위,-12.0,2021-10-01,434.24,2022-05-20,160,382.1312,-12.0,-12.0,장중손절
SPY,대선다음해,2025,위,-12.0,2025-10-01,668.45,2026-06-30,186,746.77,11.72,-5.86,기한청산
SPY,대선다음해,1993,위,-15.0,1993-10-01,46.1562,1994-06-30,188,44.4688,-3.66,-6.09,기한청산
SPY,대선다음해,1997,위,-15.0,1997-10-01,95.625,1998-06-30,187,113.3125,18.5,-11.76,기한청산
SPY,대선다음해,2001,위,-15.0,2001-10-01,104.27,2002-06-28,187,98.96,-5.09,-8.71,기한청산
SPY,대선다음해,2005,위,-15.0,2005-10-03,122.6,2006-06-30,187,127.28,3.82,-4.67,기한청산
SPY,대선다음해,2009,위,-15.0,2009-10-01,102.97,2010-06-30,187,103.22,0.24,-0.95,기한청산
SPY,대선다음해,2013,위,-15.0,2013-10-01,169.34,2014-06-30,187,195.72,15.58,-2.84,기한청산
SPY,대선다음해,2017,위,-15.0,2017-10-02,252.32,2018-06-29,187,271.28,7.51,-0.04,기한청산
SPY,대선다음해,2021,위,-15.0,2021-10-01,434.24,2022-06-16,178,369.104,-15.0,-15.0,장중손절
SPY,대선다음해,2025,위,-15.0,2025-10-01,668.45,2026-06-30,186,746.77,11.72,-5.86,기한청산
SPY,대선다음해,1993,위,-20.0,1993-10-01,46.1562,1994-06-30,188,44.4688,-3.66,-6.09,기한청산
SPY,대선다음해,1997,위,-20.0,1997-10-01,95.625,1998-06-30,187,113.3125,18.5,-11.76,기한청산
SPY,대선다음해,2001,위,-20.0,2001-10-01,104.27,2002-06-28,187,98.96,-5.09,-8.71,기한청산
SPY,대선다음해,2005,위,-20.0,2005-10-03,122.6,2006-06-30,187,127.28,3.82,-4.67,기한청산
SPY,대선다음해,2009,위,-20.0,2009-10-01,102.97,2010-06-30,187,103.22,0.24,-0.95,기한청산
SPY,대선다음해,2013,위,-20.0,2013-10-01,169.34,2014-06-30,187,195.72,15.58,-2.84,기한청산
SPY,대선다음해,2017,위,-20.0,2017-10-02,252.32,2018-06-29,187,271.28,7.51,-0.04,기한청산
SPY,대선다음해,2021,위,-20.0,2021-10-01,434.24,2022-06-30,187,377.25,-13.12,-16.6,기한청산
SPY,대선다음해,2025,위,-20.0,2025-10-01,668.45,2026-06-30,186,746.77,11.72,-5.86,기한청산
SPY,대선다음해,1993,위,-25.0,1993-10-01,46.1562,1994-06-30,188,44.4688,-3.66,-6.09,기한청산
SPY,대선다음해,1997,위,-25.0,1997-10-01,95.625,1998-06-30,187,113.3125,18.5,-11.76,기한청산
SPY,대선다음해,2001,위,-25.0,2001-10-01,104.27,2002-06-28,187,98.96,-5.09,-8.71,기한청산
SPY,대선다음해,2005,위,-25.0,2005-10-03,122.6,2006-06-30,187,127.28,3.82,-4.67,기한청산
SPY,대선다음해,2009,위,-25.0,2009-10-01,102.97,2010-06-30,187,103.22,0.24,-0.95,기한청산
SPY,대선다음해,2013,위,-25.0,2013-10-01,169.34,2014-06-30,187,195.72,15.58,-2.84,기한청산
SPY,대선다음해,2017,위,-25.0,2017-10-02,252.32,2018-06-29,187,271.28,7.51,-0.04,기한청산
SPY,대선다음해,2021,위,-25.0,2021-10-01,434.24,2022-06-30,187,377.25,-13.12,-16.6,기한청산
SPY,대선다음해,2025,위,-25.0,2025-10-01,668.45,2026-06-30,186,746.77,11.72,-5.86,기한청산
SPY,대선다음해,1993,위,-30.0,1993-10-01,46.1562,1994-06-30,188,44.4688,-3.66,-6.09,기한청산
SPY,대선다음해,1997,위,-30.0,1997-10-01,95.625,1998-06-30,187,113.3125,18.5,-11.76,기한청산
SPY,대선다음해,2001,위,-30.0,2001-10-01,104.27,2002-06-28,187,98.96,-5.09,-8.71,기한청산
SPY,대선다음해,2005,위,-30.0,2005-10-03,122.6,2006-06-30,187,127.28,3.82,-4.67,기한청산
SPY,대선다음해,2009,위,-30.0,2009-10-01,102.97,2010-06-30,187,103.22,0.24,-0.95,기한청산
SPY,대선다음해,2013,위,-30.0,2013-10-01,169.34,2014-06-30,187,195.72,15.58,-2.84,기한청산
SPY,대선다음해,2017,위,-30.0,2017-10-02,252.32,2018-06-29,187,271.28,7.51,-0.04,기한청산
SPY,대선다음해,2021,위,-30.0,2021-10-01,434.24,2022-06-30,187,377.25,-13.12,-16.6,기한청산
SPY,대선다음해,2025,위,-30.0,2025-10-01,668.45,2026-06-30,186,746.77,11.72,-5.86,기한청산
DIA,중간선거해,1998,위,무손절,1998-10-01,76.2188,1999-06-30,187,109.375,43.5,-2.3,기한청산
DIA,중간선거해,2002,위,무손절,2002-10-01,80.0,2003-06-30,187,89.91,12.39,-9.96,기한청산
DIA,중간선거해,2006,위,무손절,2006-10-02,116.62,2007-06-29,186,134.2,15.07,-0.15,기한청산
DIA,중간선거해,2010,위,무손절,2010-10-01,108.32,2011-06-30,188,123.83,14.32,-1.15,기한청산
DIA,중간선거해,2014,위,무손절,2014-10-01,167.68,2015-06-30,187,175.82,4.85,-5.61,기한청산
DIA,중간선거해,2018,위,무손절,2018-10-01,266.73,2019-06-28,186,265.85,-0.33,-18.66,기한청산
DIA,중간선거해,2022,위,무손절,2022-10-03,294.79,2023-06-30,186,343.85,16.64,-2.77,기한청산
DIA,중간선거해,1998,위,-5.0,1998-10-01,76.2188,1999-06-30,187,109.375,43.5,-2.3,기한청산
DIA,중간선거해,2002,위,-5.0,2002-10-01,80.0,2002-10-04,3,76.0,-5.0,-5.0,장중손절
DIA,중간선거해,2006,위,-5.0,2006-10-02,116.62,2007-06-29,186,134.2,15.07,-0.15,기한청산
DIA,중간선거해,2010,위,-5.0,2010-10-01,108.32,2011-06-30,188,123.83,14.32,-1.15,기한청산
DIA,중간선거해,2014,위,-5.0,2014-10-01,167.68,2014-10-15,10,159.296,-5.0,-5.0,장중손절
DIA,중간선거해,2018,위,-5.0,2018-10-01,266.73,2018-10-11,8,253.3935,-5.0,-5.0,장중손절
DIA,중간선거해,2022,위,-5.0,2022-10-03,294.79,2023-06-30,186,343.85,16.64,-2.77,기한청산
DIA,중간선거해,1998,위,-8.0,1998-10-01,76.2188,1999-06-30,187,109.375,43.5,-2.3,기한청산
DIA,중간선거해,2002,위,-8.0,2002-10-01,80.0,2002-10-08,5,73.6,-8.0,-8.0,장중손절
DIA,중간선거해,2006,위,-8.0,2006-10-02,116.62,2007-06-29,186,134.2,15.07,-0.15,기한청산
DIA,중간선거해,2010,위,-8.0,2010-10-01,108.32,2011-06-30,188,123.83,14.32,-1.15,기한청산
DIA,중간선거해,2014,위,-8.0,2014-10-01,167.68,2015-06-30,187,175.82,4.85,-5.61,기한청산
DIA,중간선거해,2018,위,-8.0,2018-10-01,266.73,2018-10-24,17,245.3916,-8.0,-8.0,장중손절
DIA,중간선거해,2022,위,-8.0,2022-10-03,294.79,2023-06-30,186,343.85,16.64,-2.77,기한청산
DIA,중간선거해,1998,위,-10.0,1998-10-01,76.2188,1999-06-30,187,109.375,43.5,-2.3,기한청산
DIA,중간선거해,2002,위,-10.0,2002-10-01,80.0,2003-06-30,187,89.91,12.39,-9.96,기한청산
DIA,중간선거해,2006,위,-10.0,2006-10-02,116.62,2007-06-29,186,134.2,15.07,-0.15,기한청산
DIA,중간선거해,2010,위,-10.0,2010-10-01,108.32,2011-06-30,188,123.83,14.32,-1.15,기한청산
DIA,중간선거해,2014,위,-10.0,2014-10-01,167.68,2015-06-30,187,175.82,4.85,-5.61,기한청산
DIA,중간선거해,2018,위,-10.0,2018-10-01,266.73,2018-12-10,48,240.057,-10.0,-10.0,장중손절
DIA,중간선거해,2022,위,-10.0,2022-10-03,294.79,2023-06-30,186,343.85,16.64,-2.77,기한청산
DIA,중간선거해,1998,위,-12.0,1998-10-01,76.2188,1999-06-30,187,109.375,43.5,-2.3,기한청산
DIA,중간선거해,2002,위,-12.0,2002-10-01,80.0,2003-06-30,187,89.91,12.39,-9.96,기한청산
DIA,중간선거해,2006,위,-12.0,2006-10-02,116.62,2007-06-29,186,134.2,15.07,-0.15,기한청산
DIA,중간선거해,2010,위,-12.0,2010-10-01,108.32,2011-06-30,188,123.83,14.32,-1.15,기한청산
DIA,중간선거해,2014,위,-12.0,2014-10-01,167.68,2015-06-30,187,175.82,4.85,-5.61,기한청산
DIA,중간선거해,2018,위,-12.0,2018-10-01,266.73,2018-12-19,55,234.7224,-12.0,-12.0,장중손절
DIA,중간선거해,2022,위,-12.0,2022-10-03,294.79,2023-06-30,186,343.85,16.64,-2.77,기한청산
DIA,중간선거해,1998,위,-15.0,1998-10-01,76.2188,1999-06-30,187,109.375,43.5,-2.3,기한청산
DIA,중간선거해,2002,위,-15.0,2002-10-01,80.0,2003-06-30,187,89.91,12.39,-9.96,기한청산
DIA,중간선거해,2006,위,-15.0,2006-10-02,116.62,2007-06-29,186,134.2,15.07,-0.15,기한청산
DIA,중간선거해,2010,위,-15.0,2010-10-01,108.32,2011-06-30,188,123.83,14.32,-1.15,기한청산
DIA,중간선거해,2014,위,-15.0,2014-10-01,167.68,2015-06-30,187,175.82,4.85,-5.61,기한청산
DIA,중간선거해,2018,위,-15.0,2018-10-01,266.73,2018-12-21,57,226.7205,-15.0,-15.0,장중손절
DIA,중간선거해,2022,위,-15.0,2022-10-03,294.79,2023-06-30,186,343.85,16.64,-2.77,기한청산
DIA,중간선거해,1998,위,-20.0,1998-10-01,76.2188,1999-06-30,187,109.375,43.5,-2.3,기한청산
DIA,중간선거해,2002,위,-20.0,2002-10-01,80.0,2003-06-30,187,89.91,12.39,-9.96,기한청산
DIA,중간선거해,2006,위,-20.0,2006-10-02,116.62,2007-06-29,186,134.2,15.07,-0.15,기한청산
DIA,중간선거해,2010,위,-20.0,2010-10-01,108.32,2011-06-30,188,123.83,14.32,-1.15,기한청산
DIA,중간선거해,2014,위,-20.0,2014-10-01,167.68,2015-06-30,187,175.82,4.85,-5.61,기한청산
DIA,중간선거해,2018,위,-20.0,2018-10-01,266.73,2019-06-28,186,265.85,-0.33,-18.66,기한청산
DIA,중간선거해,2022,위,-20.0,2022-10-03,294.79,2023-06-30,186,343.85,16.64,-2.77,기한청산
DIA,중간선거해,1998,위,-25.0,1998-10-01,76.2188,1999-06-30,187,109.375,43.5,-2.3,기한청산
DIA,중간선거해,2002,위,-25.0,2002-10-01,80.0,2003-06-30,187,89.91,12.39,-9.96,기한청산
DIA,중간선거해,2006,위,-25.0,2006-10-02,116.62,2007-06-29,186,134.2,15.07,-0.15,기한청산
DIA,중간선거해,2010,위,-25.0,2010-10-01,108.32,2011-06-30,188,123.83,14.32,-1.15,기한청산
DIA,중간선거해,2014,위,-25.0,2014-10-01,167.68,2015-06-30,187,175.82,4.85,-5.61,기한청산
DIA,중간선거해,2018,위,-25.0,2018-10-01,266.73,2019-06-28,186,265.85,-0.33,-18.66,기한청산
DIA,중간선거해,2022,위,-25.0,2022-10-03,294.79,2023-06-30,186,343.85,16.64,-2.77,기한청산
DIA,중간선거해,1998,위,-30.0,1998-10-01,76.2188,1999-06-30,187,109.375,43.5,-2.3,기한청산
DIA,중간선거해,2002,위,-30.0,2002-10-01,80.0,2003-06-30,187,89.91,12.39,-9.96,기한청산
DIA,중간선거해,2006,위,-30.0,2006-10-02,116.62,2007-06-29,186,134.2,15.07,-0.15,기한청산
DIA,중간선거해,2010,위,-30.0,2010-10-01,108.32,2011-06-30,188,123.83,14.32,-1.15,기한청산
DIA,중간선거해,2014,위,-30.0,2014-10-01,167.68,2015-06-30,187,175.82,4.85,-5.61,기한청산
DIA,중간선거해,2018,위,-30.0,2018-10-01,266.73,2019-06-28,186,265.85,-0.33,-18.66,기한청산
DIA,중간선거해,2022,위,-30.0,2022-10-03,294.79,2023-06-30,186,343.85,16.64,-2.77,기한청산
DIA,대선전해,1999,위,무손절,1999-10-01,102.5938,2000-06-30,189,104.375,1.74,-5.6,기한청산
DIA,대선전해,2003,위,무손절,2003-10-01,94.81,2004-06-30,187,104.63,10.36,-0.38,기한청산
DIA,대선전해,2007,위,무손절,2007-10-01,140.6,2008-06-30,188,113.42,-19.33,-19.81,기한청산
DIA,대선전해,2011,위,무손절,2011-10-03,106.36,2012-06-29,187,128.45,20.77,-2.37,기한청산
DIA,대선전해,2015,위,무손절,2015-10-01,162.49,2016-06-30,188,179.0,10.16,-4.99,기한청산
DIA,대선전해,2019,위,무손절,2019-10-01,265.5,2020-06-30,188,257.87,-2.87,-31.41,기한청산
DIA,대선전해,2023,위,무손절,2023-10-02,334.09,2024-06-28,186,391.13,17.07,-3.26,기한청산
DIA,대선전해,1999,위,-5.0,1999-10-01,102.5938,2000-03-08,109,97.4641,-5.0,-5.0,장중손절
DIA,대선전해,2003,위,-5.0,2003-10-01,94.81,2004-06-30,187,104.63,10.36,-0.38,기한청산
DIA,대선전해,2007,위,-5.0,2007-10-01,140.6,2007-11-07,27,133.57,-5.0,-5.0,장중손절
DIA,대선전해,2011,위,-5.0,2011-10-03,106.36,2012-06-29,187,128.45,20.77,-2.37,기한청산
DIA,대선전해,2015,위,-5.0,2015-10-01,162.49,2016-06-30,188,179.0,10.16,-4.99,기한청산
DIA,대선전해,2019,위,-5.0,2019-10-01,265.5,2020-02-28,103,250.52,-5.64,-5.64,갭손절
DIA,대선전해,2023,위,-5.0,2023-10-02,334.09,2024-06-28,186,391.13,17.07,-3.26,기한청산
