종목,조합,월,방향,손절선(%),시기,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),손익분기 대비(%p),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),보유 중 최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,시기 시작일,시기 종료일,1차 판정
KODEX 200,만기→말일,9,위,-5.0,뒤 절반,12,-17.94,-1.49,41.67,0.276,78.38,-36.71,0.88,-3.19,7,2.35,-5.0,-5.0,2.53,0,3,6.42,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,만기→말일,9,위,-5.0,최근 10년,10,-13.49,-1.35,50.0,0.246,80.26,-30.26,0.88,-3.58,5,2.35,-5.0,-5.0,2.77,0,3,6.4,예,2016-09-13,2025-09-19,판정 안 함
KODEX 200,만기→말일,9,위,-5.0,최근 5년,5,-11.22,-2.24,40.0,0.113,89.89,-49.89,0.45,-4.04,3,0.59,-5.0,-5.0,2.73,0,2,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,만기→말일,9,위,무손절,전체,23,-23.69,-1.03,43.48,0.46,68.52,-25.04,1.3,-2.82,13,3.33,-8.44,-9.99,2.86,0,0,7.0,예,2003-09-19,2025-09-19,제외
KODEX 200,만기→말일,9,위,무손절,앞 절반,11,-5.04,-0.46,45.45,0.755,56.98,-11.53,1.71,-2.27,6,3.33,-6.71,-9.99,2.8,0,0,6.91,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,만기→말일,9,위,무손절,뒤 절반,12,-18.65,-1.55,41.67,0.267,78.92,-37.25,0.88,-3.29,7,2.35,-8.44,-9.26,2.93,0,0,7.08,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,만기→말일,9,위,무손절,최근 10년,10,-14.21,-1.42,50.0,0.236,80.88,-30.88,0.88,-3.72,5,2.35,-8.44,-9.26,3.22,0,0,7.2,예,2016-09-13,2025-09-19,판정 안 함
KODEX 200,만기→말일,9,위,무손절,최근 5년,5,-14.63,-2.93,40.0,0.088,91.93,-51.93,0.45,-5.18,3,0.59,-8.44,-9.26,3.81,0,0,7.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,만기→말일,9,아래,-5.0,전체,23,23.69,1.03,56.52,2.176,31.48,25.04,2.82,-1.3,10,8.44,-3.33,-4.68,2.86,0,0,7.0,예,2003-09-19,2025-09-19,후보
KODEX 200,만기→말일,9,아래,-5.0,앞 절반,11,5.04,0.46,54.55,1.324,43.02,11.53,2.27,-1.71,5,6.71,-3.33,-4.68,2.8,0,0,6.91,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,만기→말일,9,아래,-5.0,뒤 절반,12,18.65,1.55,58.33,3.743,21.08,37.25,3.29,-0.88,5,8.44,-2.35,-4.37,2.93,0,0,7.08,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,만기→말일,9,아래,-5.0,최근 10년,10,14.21,1.42,50.0,4.23,19.12,30.88,3.72,-0.88,5,8.44,-2.35,-4.37,3.22,0,0,7.2,예,2016-09-13,2025-09-19,판정 안 함
KODEX 200,만기→말일,9,아래,-5.0,최근 5년,5,14.63,2.93,60.0,11.385,8.07,51.93,5.18,-0.45,2,8.44,-0.59,-4.37,3.81,0,0,7.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,만기→말일,9,아래,무손절,전체,23,23.69,1.03,56.52,2.176,31.48,25.04,2.82,-1.3,10,8.44,-3.33,-4.68,2.86,0,0,7.0,예,2003-09-19,2025-09-19,후보
KODEX 200,만기→말일,9,아래,무손절,앞 절반,11,5.04,0.46,54.55,1.324,43.02,11.53,2.27,-1.71,5,6.71,-3.33,-4.68,2.8,0,0,6.91,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,만기→말일,9,아래,무손절,뒤 절반,12,18.65,1.55,58.33,3.743,21.08,37.25,3.29,-0.88,5,8.44,-2.35,-4.37,2.93,0,0,7.08,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,만기→말일,9,아래,무손절,최근 10년,10,14.21,1.42,50.0,4.23,19.12,30.88,3.72,-0.88,5,8.44,-2.35,-4.37,3.22,0,0,7.2,예,2016-09-13,2025-09-19,판정 안 함
KODEX 200,만기→말일,9,아래,무손절,최근 5년,5,14.63,2.93,60.0,11.385,8.07,51.93,5.18,-0.45,2,8.44,-0.59,-4.37,3.81,0,0,7.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,만기→말일,12,위,-5.0,전체,24,35.16,1.47,79.17,0.746,54.89,24.28,2.58,-3.46,4,6.61,-5.0,-5.0,3.15,0,2,6.62,예,2002-12-20,2025-12-19,후보
KODEX 200,만기→말일,12,위,-5.0,앞 절반,12,17.81,1.48,83.33,0.556,64.26,19.07,2.78,-5.0,2,6.47,-5.0,-5.0,3.41,0,2,6.33,예,2002-12-20,2013-12-20,판정 안 함
KODEX 200,만기→말일,12,위,-5.0,뒤 절반,12,17.35,1.45,75.0,1.23,41.11,33.89,2.35,-1.91,2,6.61,-3.58,-3.58,3.03,0,0,6.92,예,2014-12-19,2025-12-19,판정 안 함
KODEX 200,만기→말일,12,위,-5.0,최근 10년,10,17.6,1.76,90.0,0.657,60.36,29.64,2.35,-3.58,1,6.61,-3.58,-3.58,3.25,0,0,7.0,예,2016-12-16,2025-12-19,판정 안 함
KODEX 200,만기→말일,12,위,-5.0,최근 5년,5,8.94,1.79,80.0,0.874,53.37,26.63,3.13,-3.58,1,6.61,-3.58,-3.58,4.14,0,0,7.4,아니오,2021-12-17,2025-12-19,판정 안 함
KODEX 200,만기→말일,12,위,무손절,전체,24,31.22,1.3,79.17,0.581,60.63,18.54,2.58,-4.44,4,6.61,-10.06,-12.04,3.65,0,0,6.83,예,2002-12-20,2025-12-19,후보
KODEX 200,만기→말일,12,위,무손절,앞 절반,12,13.87,1.16,83.33,0.399,71.48,11.85,2.78,-6.97,2,6.47,-10.06,-12.04,4.31,0,0,6.75,예,2002-12-20,2013-12-20,판정 안 함
KODEX 200,만기→말일,12,위,무손절,뒤 절반,12,17.35,1.45,75.0,1.23,41.11,33.89,2.35,-1.91,2,6.61,-3.58,-3.58,3.03,0,0,6.92,예,2014-12-19,2025-12-19,판정 안 함
KODEX 200,만기→말일,12,위,무손절,최근 10년,10,17.6,1.76,90.0,0.657,60.36,29.64,2.35,-3.58,1,6.61,-3.58,-3.58,3.25,0,0,7.0,예,2016-12-16,2025-12-19,판정 안 함
KODEX 200,만기→말일,12,위,무손절,최근 5년,5,8.94,1.79,80.0,0.874,53.37,26.63,3.13,-3.58,1,6.61,-3.58,-3.58,4.14,0,0,7.4,아니오,2021-12-17,2025-12-19,판정 안 함
KODEX 200,만기→말일,12,아래,-5.0,전체,24,-26.57,-1.11,16.67,1.903,33.01,-16.34,4.44,-2.33,19,10.06,-5.0,-5.0,3.39,0,4,6.71,예,2002-12-20,2025-12-19,제외
KODEX 200,만기→말일,12,아래,-5.0,앞 절반,12,-12.4,-1.03,16.67,2.646,27.43,-10.76,6.97,-2.63,10,10.06,-5.0,-5.0,4.17,0,1,6.58,예,2002-12-20,2013-12-20,판정 안 함
KODEX 200,만기→말일,12,아래,-5.0,뒤 절반,12,-14.17,-1.18,16.67,0.957,46.84,-30.17,1.91,-2.0,9,3.58,-5.0,-5.0,2.58,0,3,6.83,예,2014-12-19,2025-12-19,판정 안 함
KODEX 200,만기→말일,12,아래,-5.0,최근 10년,10,-14.41,-1.44,10.0,1.793,35.81,-25.81,3.58,-2.0,9,3.58,-5.0,-5.0,2.77,0,3,6.9,예,2016-12-16,2025-12-19,판정 안 함
KODEX 200,만기→말일,12,아래,-5.0,최근 5년,5,-7.08,-1.42,20.0,1.344,42.65,-22.65,3.58,-2.67,4,3.58,-5.0,-5.0,3.65,0,2,7.2,아니오,2021-12-17,2025-12-19,판정 안 함
KODEX 200,만기→말일,12,아래,무손절,전체,24,-31.22,-1.3,16.67,1.722,35.2,-18.53,4.44,-2.58,19,10.06,-6.61,-7.03,3.65,0,0,6.83,예,2002-12-20,2025-12-19,제외
KODEX 200,만기→말일,12,아래,무손절,앞 절반,12,-13.87,-1.16,16.67,2.506,28.52,-11.85,6.97,-2.78,10,10.06,-6.47,-6.88,4.31,0,0,6.75,예,2002-12-20,2013-12-20,판정 안 함
KODEX 200,만기→말일,12,아래,무손절,뒤 절반,12,-17.35,-1.45,16.67,0.813,50.56,-33.89,1.91,-2.35,9,3.58,-6.61,-7.03,3.03,0,0,6.92,예,2014-12-19,2025-12-19,판정 안 함
KODEX 200,만기→말일,12,아래,무손절,최근 10년,10,-17.6,-1.76,10.0,1.523,39.64,-29.64,3.58,-2.35,9,3.58,-6.61,-7.03,3.25,0,0,7.0,예,2016-12-16,2025-12-19,판정 안 함
KODEX 200,만기→말일,12,아래,무손절,최근 5년,5,-8.94,-1.79,20.0,1.145,46.63,-26.63,3.58,-3.13,4,3.58,-6.61,-7.03,4.14,0,0,7.4,아니오,2021-12-17,2025-12-19,판정 안 함
KODEX 200,20일→다음주금,9,위,-5.0,전체,23,-24.13,-1.05,43.48,0.45,68.96,-25.48,1.28,-2.84,13,2.96,-6.06,-6.06,2.63,1,3,5.17,예,2003-09-19,2025-09-19,제외
KODEX 200,20일→다음주금,9,위,-5.0,앞 절반,11,-4.18,-0.38,63.64,0.378,72.58,-8.94,1.16,-3.08,4,2.41,-6.06,-6.06,2.76,1,1,5.09,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,20일→다음주금,9,위,-5.0,뒤 절반,12,-19.95,-1.66,25.0,0.565,63.89,-38.89,1.54,-2.73,9,2.96,-5.0,-5.0,2.46,0,2,5.25,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,20일→다음주금,9,위,-5.0,최근 10년,10,-15.4,-1.54,30.0,0.54,64.95,-34.95,1.54,-2.86,7,2.96,-5.0,-5.0,2.69,0,2,5.3,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,20일→다음주금,9,위,-5.0,최근 5년,5,-9.99,-2.0,20.0,0.913,52.28,-32.28,2.96,-3.24,4,2.96,-5.0,-5.0,3.15,0,1,5.2,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,20일→다음주금,9,위,무손절,전체,23,-25.46,-1.11,43.48,0.434,69.71,-26.23,1.28,-2.94,13,2.96,-8.09,-10.15,2.82,0,0,5.74,예,2003-09-19,2025-09-19,제외
KODEX 200,20일→다음주금,9,위,무손절,앞 절반,11,-2.79,-0.25,63.64,0.426,70.15,-6.51,1.16,-2.74,4,2.41,-6.29,-10.15,2.57,0,0,5.82,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,20일→다음주금,9,위,무손절,뒤 절반,12,-22.67,-1.89,25.0,0.509,66.27,-41.27,1.54,-3.03,9,2.96,-8.09,-8.92,2.92,0,0,5.67,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,20일→다음주금,9,위,무손절,최근 10년,10,-18.11,-1.81,30.0,0.475,67.78,-37.78,1.54,-3.25,7,2.96,-8.09,-8.92,3.22,0,0,5.8,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,20일→다음주금,9,위,무손절,최근 5년,5,-13.09,-2.62,20.0,0.737,57.58,-37.58,2.96,-4.01,4,2.96,-8.09,-8.92,4.06,0,0,6.0,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,20일→다음주금,9,아래,-5.0,전체,23,25.46,1.11,56.52,2.302,30.29,26.23,2.94,-1.28,10,8.09,-2.96,-4.37,2.82,0,0,5.74,예,2003-09-19,2025-09-19,후보
KODEX 200,20일→다음주금,9,아래,-5.0,앞 절반,11,2.79,0.25,36.36,2.35,29.85,6.51,2.74,-1.16,7,6.29,-2.41,-3.05,2.57,0,0,5.82,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,20일→다음주금,9,아래,-5.0,뒤 절반,12,22.67,1.89,75.0,1.965,33.73,41.27,3.03,-1.54,3,8.09,-2.96,-4.37,2.92,0,0,5.67,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,20일→다음주금,9,아래,-5.0,최근 10년,10,18.11,1.81,70.0,2.104,32.22,37.78,3.25,-1.54,3,8.09,-2.96,-4.37,3.22,0,0,5.8,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,20일→다음주금,9,아래,-5.0,최근 5년,5,13.09,2.62,80.0,1.357,42.42,37.58,4.01,-2.96,1,8.09,-2.96,-4.37,4.06,0,0,6.0,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,20일→다음주금,9,아래,무손절,전체,23,25.46,1.11,56.52,2.302,30.29,26.23,2.94,-1.28,10,8.09,-2.96,-4.37,2.82,0,0,5.74,예,2003-09-19,2025-09-19,후보
KODEX 200,20일→다음주금,9,아래,무손절,앞 절반,11,2.79,0.25,36.36,2.35,29.85,6.51,2.74,-1.16,7,6.29,-2.41,-3.05,2.57,0,0,5.82,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,20일→다음주금,9,아래,무손절,뒤 절반,12,22.67,1.89,75.0,1.965,33.73,41.27,3.03,-1.54,3,8.09,-2.96,-4.37,2.92,0,0,5.67,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,20일→다음주금,9,아래,무손절,최근 10년,10,18.11,1.81,70.0,2.104,32.22,37.78,3.25,-1.54,3,8.09,-2.96,-4.37,3.22,0,0,5.8,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,20일→다음주금,9,아래,무손절,최근 5년,5,13.09,2.62,80.0,1.357,42.42,37.58,4.01,-2.96,1,8.09,-2.96,-4.37,4.06,0,0,6.0,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,20일→다음주금,12,위,-5.0,전체,24,24.78,1.03,83.33,0.531,65.33,18.0,1.99,-3.75,4,5.02,-5.0,-5.0,2.6,0,2,5.17,예,2002-12-20,2025-12-19,후보
KODEX 200,20일→다음주금,12,위,-5.0,앞 절반,12,12.05,1.0,75.0,0.663,60.15,14.85,2.69,-4.07,3,5.02,-5.0,-5.0,3.42,0,2,5.25,예,2002-12-20,2013-12-20,판정 안 함
KODEX 200,20일→다음주금,12,위,-5.0,뒤 절반,12,12.73,1.06,91.67,0.506,66.42,25.25,1.41,-2.79,1,3.48,-2.79,-2.79,1.56,0,0,5.08,예,2014-12-19,2025-12-19,판정 안 함
KODEX 200,20일→다음주금,12,위,-5.0,최근 10년,10,10.64,1.06,90.0,0.534,65.17,24.83,1.49,-2.79,1,3.48,-2.79,-2.79,1.72,0,0,5.3,예,2016-12-20,2025-12-19,판정 안 함
KODEX 200,20일→다음주금,12,위,-5.0,최근 5년,5,6.34,1.27,80.0,0.818,55.0,25.0,2.28,-2.79,1,3.48,-2.79,-2.79,2.47,0,0,5.6,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 200,20일→다음주금,12,위,무손절,전체,24,23.39,0.97,83.33,0.486,67.32,16.01,1.99,-4.1,4,5.02,-6.41,-6.52,2.75,0,0,5.25,예,2002-12-20,2025-12-19,제외
KODEX 200,20일→다음주금,12,위,무손절,앞 절반,12,10.65,0.89,75.0,0.595,62.71,12.29,2.69,-4.53,3,5.02,-6.41,-6.52,3.66,0,0,5.42,예,2002-12-20,2013-12-20,판정 안 함
KODEX 200,20일→다음주금,12,위,무손절,뒤 절반,12,12.73,1.06,91.67,0.506,66.42,25.25,1.41,-2.79,1,3.48,-2.79,-2.79,1.56,0,0,5.08,예,2014-12-19,2025-12-19,판정 안 함
KODEX 200,20일→다음주금,12,위,무손절,최근 10년,10,10.64,1.06,90.0,0.534,65.17,24.83,1.49,-2.79,1,3.48,-2.79,-2.79,1.72,0,0,5.3,예,2016-12-20,2025-12-19,판정 안 함
KODEX 200,20일→다음주금,12,위,무손절,최근 5년,5,6.34,1.27,80.0,0.818,55.0,25.0,2.28,-2.79,1,3.48,-2.79,-2.79,2.47,0,0,5.6,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 200,20일→다음주금,12,아래,-5.0,전체,24,-24.46,-1.02,16.67,2.005,33.27,-16.6,4.1,-2.04,20,6.41,-5.0,-5.0,2.81,0,2,5.21,예,2002-12-20,2025-12-19,제외
KODEX 200,20일→다음주금,12,아래,-5.0,앞 절반,12,-11.73,-0.98,25.0,1.61,38.31,-13.31,4.53,-2.81,9,6.41,-5.0,-5.0,3.75,0,2,5.33,예,2002-12-20,2013-12-20,판정 안 함
KODEX 200,20일→다음주금,12,아래,-5.0,뒤 절반,12,-12.73,-1.06,8.33,1.978,33.58,-25.25,2.79,-1.41,11,2.79,-3.48,-4.02,1.56,0,0,5.08,예,2014-12-19,2025-12-19,판정 안 함
KODEX 200,20일→다음주금,12,아래,-5.0,최근 10년,10,-10.64,-1.06,10.0,1.871,34.83,-24.83,2.79,-1.49,9,2.79,-3.48,-4.02,1.72,0,0,5.3,예,2016-12-20,2025-12-19,판정 안 함
KODEX 200,20일→다음주금,12,아래,-5.0,최근 5년,5,-6.34,-1.27,20.0,1.222,45.0,-25.0,2.79,-2.28,4,2.79,-3.48,-4.02,2.47,0,0,5.6,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 200,20일→다음주금,12,아래,무손절,전체,24,-23.39,-0.97,16.67,2.06,32.68,-16.01,4.1,-1.99,20,6.41,-5.02,-5.43,2.75,0,0,5.25,예,2002-12-20,2025-12-19,제외
KODEX 200,20일→다음주금,12,아래,무손절,앞 절반,12,-10.65,-0.89,25.0,1.682,37.29,-12.29,4.53,-2.69,9,6.41,-5.02,-5.43,3.66,0,0,5.42,예,2002-12-20,2013-12-20,판정 안 함
KODEX 200,20일→다음주금,12,아래,무손절,뒤 절반,12,-12.73,-1.06,8.33,1.978,33.58,-25.25,2.79,-1.41,11,2.79,-3.48,-4.02,1.56,0,0,5.08,예,2014-12-19,2025-12-19,판정 안 함
KODEX 200,20일→다음주금,12,아래,무손절,최근 10년,10,-10.64,-1.06,10.0,1.871,34.83,-24.83,2.79,-1.49,9,2.79,-3.48,-4.02,1.72,0,0,5.3,예,2016-12-20,2025-12-19,판정 안 함
KODEX 200,20일→다음주금,12,아래,무손절,최근 5년,5,-6.34,-1.27,20.0,1.222,45.0,-25.0,2.79,-2.28,4,2.79,-3.48,-4.02,2.47,0,0,5.6,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 200,20일→말일,9,위,-5.0,전체,23,-30.87,-1.34,39.13,0.354,73.84,-34.71,1.01,-2.86,14,2.25,-6.53,-6.53,2.64,2,3,5.61,예,2003-09-19,2025-09-19,제외
KODEX 200,20일→말일,9,위,-5.0,앞 절반,11,-12.57,-1.14,45.45,0.41,70.93,-25.48,1.3,-3.18,6,2.25,-6.53,-6.53,3.22,2,1,5.45,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,20일→말일,9,위,-5.0,뒤 절반,12,-18.3,-1.53,33.33,0.248,80.15,-46.82,0.65,-2.61,8,1.14,-5.0,-5.0,2.11,0,2,5.75,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,20일→말일,9,위,-5.0,최근 10년,10,-13.86,-1.39,40.0,0.236,80.91,-40.91,0.65,-2.74,6,1.14,-5.0,-5.0,2.3,0,2,5.6,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,20일→말일,9,위,-5.0,최근 5년,5,-9.29,-1.86,40.0,0.134,88.2,-48.2,0.45,-3.4,3,0.59,-5.0,-5.0,2.35,0,1,5.6,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,20일→말일,9,위,무손절,전체,23,-25.93,-1.13,39.13,0.404,71.21,-32.08,1.01,-2.5,14,2.25,-8.09,-10.15,2.55,0,0,6.35,예,2003-09-19,2025-09-19,제외
KODEX 200,20일→말일,9,위,무손절,앞 절반,11,-7.23,-0.66,45.45,0.569,63.73,-18.28,1.3,-2.29,6,2.25,-6.71,-10.15,2.64,0,0,6.36,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,20일→말일,9,위,무손절,뒤 절반,12,-18.7,-1.56,33.33,0.243,80.45,-47.12,0.65,-2.66,8,1.14,-8.09,-8.92,2.5,0,0,6.33,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,20일→말일,9,위,무손절,최근 10년,10,-14.26,-1.43,40.0,0.23,81.28,-41.28,0.65,-2.81,6,1.14,-8.09,-8.92,2.73,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,20일→말일,9,위,무손절,최근 5년,5,-12.38,-2.48,40.0,0.103,90.69,-50.69,0.45,-4.43,3,0.59,-8.09,-8.92,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,20일→말일,9,아래,-5.0,전체,23,25.93,1.13,60.87,2.474,28.79,32.08,2.5,-1.01,9,8.09,-2.25,-4.37,2.55,0,0,6.35,예,2003-09-19,2025-09-19,후보
KODEX 200,20일→말일,9,아래,-5.0,앞 절반,11,7.23,0.66,54.55,1.757,36.27,18.28,2.29,-1.3,5,6.71,-2.25,-3.05,2.64,0,0,6.36,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,20일→말일,9,아래,-5.0,뒤 절반,12,18.7,1.56,66.67,4.116,19.55,47.12,2.66,-0.65,4,8.09,-1.14,-4.37,2.5,0,0,6.33,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,20일→말일,9,아래,-5.0,최근 10년,10,14.26,1.43,60.0,4.342,18.72,41.28,2.81,-0.65,4,8.09,-1.14,-4.37,2.73,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,20일→말일,9,아래,-5.0,최근 5년,5,12.38,2.48,60.0,9.738,9.31,50.69,4.43,-0.45,2,8.09,-0.59,-4.37,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,20일→말일,9,아래,무손절,전체,23,25.93,1.13,60.87,2.474,28.79,32.08,2.5,-1.01,9,8.09,-2.25,-4.37,2.55,0,0,6.35,예,2003-09-19,2025-09-19,후보
KODEX 200,20일→말일,9,아래,무손절,앞 절반,11,7.23,0.66,54.55,1.757,36.27,18.28,2.29,-1.3,5,6.71,-2.25,-3.05,2.64,0,0,6.36,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,20일→말일,9,아래,무손절,뒤 절반,12,18.7,1.56,66.67,4.116,19.55,47.12,2.66,-0.65,4,8.09,-1.14,-4.37,2.5,0,0,6.33,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,20일→말일,9,아래,무손절,최근 10년,10,14.26,1.43,60.0,4.342,18.72,41.28,2.81,-0.65,4,8.09,-1.14,-4.37,2.73,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,20일→말일,9,아래,무손절,최근 5년,5,12.38,2.48,60.0,9.738,9.31,50.69,4.43,-0.45,2,8.09,-0.59,-4.37,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,20일→말일,12,위,-5.0,전체,24,35.08,1.46,79.17,0.777,53.93,25.24,2.53,-3.26,4,6.61,-5.0,-5.0,2.96,0,2,5.92,예,2002-12-20,2025-12-19,후보
KODEX 200,20일→말일,12,위,-5.0,앞 절반,12,17.74,1.48,83.33,0.555,64.31,19.02,2.77,-5.0,2,5.02,-5.0,-5.0,3.32,0,2,5.75,예,2002-12-20,2013-12-20,판정 안 함
KODEX 200,20일→말일,12,위,-5.0,뒤 절반,12,17.34,1.44,75.0,1.492,36.79,38.21,2.26,-1.52,2,6.61,-2.79,-2.79,2.7,0,0,6.08,예,2014-12-19,2025-12-19,판정 안 함
KODEX 200,20일→말일,12,위,-5.0,최근 10년,10,17.58,1.76,90.0,0.811,55.23,34.77,2.26,-2.79,1,6.61,-2.79,-2.79,2.87,0,0,6.0,예,2016-12-20,2025-12-19,판정 안 함
KODEX 200,20일→말일,12,위,-5.0,최근 5년,5,9.2,1.84,80.0,1.074,48.22,31.78,3.0,-2.79,1,6.61,-2.79,-2.79,3.42,0,0,6.2,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 200,20일→말일,12,위,무손절,전체,24,31.14,1.3,79.17,0.597,60.02,19.15,2.53,-4.24,4,6.61,-10.06,-12.04,3.48,0,0,6.12,예,2002-12-20,2025-12-19,후보
KODEX 200,20일→말일,12,위,무손절,앞 절반,12,13.81,1.15,83.33,0.398,71.53,11.8,2.77,-6.97,2,5.02,-10.06,-12.04,4.24,0,0,6.17,예,2002-12-20,2013-12-20,판정 안 함
KODEX 200,20일→말일,12,위,무손절,뒤 절반,12,17.34,1.44,75.0,1.492,36.79,38.21,2.26,-1.52,2,6.61,-2.79,-2.79,2.7,0,0,6.08,예,2014-12-19,2025-12-19,판정 안 함
KODEX 200,20일→말일,12,위,무손절,최근 10년,10,17.58,1.76,90.0,0.811,55.23,34.77,2.26,-2.79,1,6.61,-2.79,-2.79,2.87,0,0,6.0,예,2016-12-20,2025-12-19,판정 안 함
KODEX 200,20일→말일,12,위,무손절,최근 5년,5,9.2,1.84,80.0,1.074,48.22,31.78,3.0,-2.79,1,6.61,-2.79,-2.79,3.42,0,0,6.2,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 200,20일→말일,12,아래,-5.0,전체,24,-29.28,-1.22,16.67,1.743,34.94,-18.27,4.24,-2.43,19,10.06,-5.0,-5.0,3.36,0,4,6.04,예,2002-12-20,2025-12-19,제외
KODEX 200,20일→말일,12,아래,-5.0,앞 절반,12,-14.88,-1.24,16.67,2.418,29.25,-12.58,6.97,-2.88,10,10.06,-5.0,-5.0,4.32,0,2,6.08,예,2002-12-20,2013-12-20,판정 안 함
KODEX 200,20일→말일,12,아래,-5.0,뒤 절반,12,-14.4,-1.2,16.67,0.783,51.41,-34.74,1.52,-1.94,9,2.79,-5.0,-5.0,2.22,0,2,6.0,예,2014-12-19,2025-12-19,판정 안 함
KODEX 200,20일→말일,12,아래,-5.0,최근 10년,10,-14.64,-1.46,10.0,1.441,40.97,-30.97,2.79,-1.94,9,2.79,-5.0,-5.0,2.35,0,2,5.9,예,2016-12-20,2025-12-19,판정 안 함
KODEX 200,20일→말일,12,아래,-5.0,최근 5년,5,-7.59,-1.52,20.0,1.075,48.19,-28.19,2.79,-2.6,4,2.79,-5.0,-5.0,2.89,0,1,6.0,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 200,20일→말일,12,아래,무손절,전체,24,-31.14,-1.3,16.67,1.676,35.82,-19.15,4.24,-2.53,19,10.06,-6.61,-7.03,3.48,0,0,6.12,예,2002-12-20,2025-12-19,제외
KODEX 200,20일→말일,12,아래,무손절,앞 절반,12,-13.81,-1.15,16.67,2.512,28.47,-11.8,6.97,-2.77,10,10.06,-5.02,-5.43,4.24,0,0,6.17,예,2002-12-20,2013-12-20,판정 안 함
KODEX 200,20일→말일,12,아래,무손절,뒤 절반,12,-17.34,-1.44,16.67,0.67,54.88,-38.21,1.52,-2.26,9,2.79,-6.61,-7.03,2.7,0,0,6.08,예,2014-12-19,2025-12-19,판정 안 함
KODEX 200,20일→말일,12,아래,무손절,최근 10년,10,-17.58,-1.76,10.0,1.233,44.77,-34.77,2.79,-2.26,9,2.79,-6.61,-7.03,2.87,0,0,6.0,예,2016-12-20,2025-12-19,판정 안 함
KODEX 200,20일→말일,12,아래,무손절,최근 5년,5,-9.2,-1.84,20.0,0.931,51.78,-31.78,2.79,-3.0,4,2.79,-6.61,-7.03,3.42,0,0,6.2,아니오,2021-12-20,2025-12-19,판정 안 함
코스피200 지수,만기→다음주금,9,위,손절불가,전체,36,-38.28,-1.06,41.67,0.594,62.74,-21.07,1.88,-3.17,21,5.2,-12.13,-12.13,3.62,0,0,4.64,예,1990-09-21,2025-09-19,판정 안 함
