대상,격자 칸,진입 달력일,청산 상대 거래일,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),오른 평균(%),내린 평균(%),오른 건수,내린 건수,기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),기준선 오른 평균(%),기준선 내린 평균(%),기준선 오른 건수,기준선 내린 건수,평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
KODEX 코스닥150,15일 → 말일+1,15,1,131,0,131,0.16,0.45,54.2,45.04,21.81,-13.07,5.53,4.27,4.78,71,59,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,4.08,3.8,1405,1259,-0.19,0.15,1.71,-1.99,0.6863,0.8142,0.7233,0.7223,,False,예
KODEX 코스닥150,15일 → 말일+2,15,2,131,0,131,0.14,0.43,51.15,48.85,27.18,-15.39,6.12,4.88,4.81,67,64,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,4.42,4.17,1402,1263,-0.2,0.09,-1.23,1.68,0.6903,0.8751,0.8711,0.7293,,False,예
KODEX 코스닥150,15일 → 말일+3,15,3,130,0,130,0.3,0.53,53.85,46.15,26.52,-18.28,6.47,4.96,5.14,70,60,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,4.56,4.55,1446,1207,-0.12,-0.04,-0.58,0.73,0.8222,0.9391,0.9281,0.8581,,False,예
KODEX 코스닥150,16일 → 말일-3,16,-3,131,0,131,-0.35,-0.11,49.62,50.38,18.38,-12.78,4.33,2.95,3.61,65,66,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,3.45,3.66,1082,1059,-0.29,-0.16,-0.64,1.19,0.4805,0.6274,0.8621,0.7922,,False,예
KODEX 코스닥150,16일 → 말일-2,16,-2,131,0,131,-0.48,0.27,52.67,44.27,27.24,-18.08,5.18,3.13,4.79,69,58,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,3.65,3.98,1127,1146,-0.28,0.31,3.33,-5.9,0.5445,0.3377,0.4496,0.1678,,True,예
KODEX 코스닥150,16일 → 말일-1,16,-1,131,0,131,-0.24,0.15,51.15,48.85,30.96,-21.91,5.53,3.65,4.31,67,64,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,3.83,3.94,1235,1172,-0.29,0.02,0.01,0.32,0.5634,0.8631,1.0,1.0,,True,예
KODEX 코스닥150,16일 → 말일,16,0,131,0,131,-0.22,0.0,49.62,48.85,28.37,-11.22,5.66,4.05,4.57,65,64,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,3.97,4.01,1299,1237,-0.3,-0.14,-1.4,0.27,0.5594,0.8322,0.7612,1.0,,False,예
KODEX 코스닥150,16일 → 말일+1,16,1,131,0,131,0.05,0.0,49.62,49.62,20.82,-11.06,5.32,4.38,4.29,65,65,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,4.08,3.8,1405,1259,-0.3,-0.29,-2.87,2.59,0.4885,0.5045,0.5215,0.5205,,False,예
KODEX 코스닥150,16일 → 말일+2,16,2,131,0,131,0.03,0.52,51.91,47.33,26.14,-12.84,5.86,4.47,4.85,68,62,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,4.42,4.17,1402,1263,-0.32,0.18,-0.46,0.15,0.5425,0.7532,1.0,1.0,,False,예
KODEX 코스닥150,16일 → 말일+3,16,3,130,0,130,0.18,0.92,53.08,46.15,25.49,-17.62,6.23,4.71,5.03,69,60,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,4.56,4.55,1446,1207,-0.23,0.35,-1.35,0.73,0.6533,0.5445,0.7872,0.8581,,False,예
KODEX 코스닥150,17일 → 말일-3,17,-3,131,0,131,-0.35,0.36,50.38,49.62,18.38,-12.87,4.18,2.68,3.42,66,65,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,3.45,3.66,1082,1059,-0.28,0.31,0.13,0.43,0.4905,0.4186,1.0,0.9421,,True,예
KODEX 코스닥150,17일 → 말일-2,17,-2,131,0,131,-0.47,0.36,53.44,44.27,27.24,-18.08,5.0,2.82,4.46,70,58,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,3.65,3.98,1127,1146,-0.27,0.4,4.09,-5.9,0.5514,0.2288,0.3477,0.1678,,True,예
KODEX 코스닥150,17일 → 말일-1,17,-1,131,0,131,-0.24,0.24,51.15,48.85,30.96,-21.91,5.32,3.42,4.06,67,64,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,3.83,3.94,1235,1172,-0.28,0.11,0.01,0.32,0.5674,0.6923,1.0,1.0,,True,예
KODEX 코스닥150,17일 → 말일,17,0,131,0,131,-0.22,-0.24,48.85,50.38,28.37,-11.87,5.42,3.91,4.23,64,66,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,3.97,4.01,1299,1237,-0.3,-0.38,-2.17,1.8,0.5604,0.4366,0.6214,0.6873,,False,예
KODEX 코스닥150,17일 → 말일+1,17,1,131,0,131,0.05,0.0,49.62,48.85,20.82,-11.75,5.13,4.16,4.12,65,64,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,4.08,3.8,1405,1259,-0.3,-0.29,-2.87,1.82,0.4995,0.5045,0.5215,0.6424,,False,예
KODEX 코스닥150,17일 → 말일+2,17,2,131,0,131,0.03,0.52,54.96,45.04,26.14,-15.02,5.7,4.03,4.84,72,59,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,4.42,4.17,1402,1263,-0.31,0.18,2.59,-2.14,0.5524,0.7532,0.5524,0.6753,,False,예
KODEX 코스닥150,17일 → 말일+3,17,3,130,0,130,0.18,0.97,55.38,44.62,25.49,-16.75,6.04,4.35,4.99,72,58,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,4.56,4.55,1446,1207,-0.23,0.4,0.96,-0.81,0.6553,0.4785,0.8631,0.9381,,False,예
KODEX 코스닥150,18일 → 말일-3,18,-3,131,0,131,-0.27,-0.04,48.85,50.38,18.38,-12.78,4.0,2.65,3.11,64,66,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,3.45,3.66,1082,1059,-0.2,-0.08,-1.4,1.19,0.6084,0.8202,0.7363,0.7922,,False,예
KODEX 코스닥150,18일 → 말일-2,18,-2,131,0,131,-0.39,0.04,50.38,48.85,27.24,-18.08,4.84,2.89,3.79,66,64,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,3.65,3.98,1127,1146,-0.2,0.08,1.04,-1.32,0.6603,0.8392,0.8571,0.7892,,True,예
KODEX 코스닥150,18일 → 말일-1,18,-1,131,0,131,-0.16,0.04,50.38,48.85,30.96,-21.91,5.17,3.31,3.74,66,64,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,3.83,3.94,1235,1172,-0.21,-0.1,-0.76,0.32,0.6743,0.9121,0.9271,1.0,,True,예
KODEX 코스닥150,18일 → 말일,18,0,131,0,131,-0.14,-0.2,49.62,50.38,28.37,-11.23,5.32,3.7,3.93,65,66,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,3.97,4.01,1299,1237,-0.22,-0.33,-1.4,1.8,0.6683,0.4735,0.7612,0.6873,,False,예
KODEX 코스닥150,18일 → 말일+1,18,1,131,0,131,0.13,-0.04,48.09,51.15,20.82,-10.02,4.93,4.13,3.63,63,67,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,4.08,3.8,1405,1259,-0.22,-0.33,-4.39,4.11,0.6274,0.4486,0.3247,0.3157,,True,예
KODEX 코스닥150,18일 → 말일+2,18,2,131,0,131,0.11,0.18,51.15,48.85,26.14,-12.29,5.59,4.18,4.15,67,64,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,4.42,4.17,1402,1263,-0.23,-0.15,-1.23,1.68,0.6434,0.8072,0.8711,0.7293,,False,예
KODEX 코스닥150,18일 → 말일+3,18,3,130,0,130,0.23,0.62,53.08,46.92,25.49,-16.5,5.96,4.44,4.53,69,61,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,4.56,4.55,1446,1207,-0.19,0.05,-1.35,1.5,0.7303,0.957,0.7872,0.7203,,False,예
KODEX 코스닥150,19일 → 말일-3,19,-3,131,0,131,-0.23,-0.31,41.98,58.02,17.2,-12.78,3.91,2.88,2.49,55,76,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,3.45,3.66,1082,1059,-0.17,-0.35,-8.27,8.83,0.6723,0.3676,0.042,0.032,,False,예
KODEX 코스닥150,19일 → 말일-2,19,-2,131,0,131,-0.36,-0.34,44.27,55.73,25.98,-18.08,4.79,3.15,3.15,58,73,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,3.65,3.98,1127,1146,-0.16,-0.3,-5.07,5.55,0.7133,0.3277,0.2388,0.2018,,False,예
KODEX 코스닥150,19일 → 말일-1,19,-1,131,0,131,-0.12,-0.16,48.85,50.38,29.67,-21.91,5.13,3.26,3.41,64,66,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,3.83,3.94,1235,1172,-0.17,-0.3,-2.28,1.85,0.7243,0.5634,0.6513,0.7253,,False,예
KODEX 코스닥150,19일 → 말일,19,0,131,0,131,-0.1,0.17,50.38,49.62,28.6,-12.04,5.38,3.58,3.84,66,65,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,3.97,4.01,1299,1237,-0.18,0.04,-0.64,1.03,0.7293,0.8581,0.9171,0.8292,,True,예
KODEX 코스닥150,19일 → 말일+1,19,1,131,0,131,0.17,-0.08,47.33,51.91,23.89,-11.93,4.96,4.02,3.35,62,68,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,4.08,3.8,1405,1259,-0.19,-0.37,-5.16,4.88,0.6943,0.3896,0.2328,0.2308,,True,예
KODEX 코스닥150,19일 → 말일+2,19,2,131,0,131,0.16,0.12,50.38,49.62,27.15,-16.15,5.77,4.23,3.98,66,65,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,4.42,4.17,1402,1263,-0.19,-0.22,-1.99,2.44,0.7093,0.7303,0.7463,0.6124,,False,예
KODEX 코스닥150,19일 → 말일+3,19,3,130,0,130,0.27,0.18,50.77,49.23,27.98,-18.15,6.01,4.52,4.11,66,64,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,4.56,4.55,1446,1207,-0.14,-0.39,-3.65,3.8,0.7822,0.4665,0.4226,0.3646,,False,예
KODEX 코스닥150,20일 → 말일-3,20,-3,130,0,130,-0.3,-0.47,43.85,55.38,16.55,-10.15,3.61,2.59,2.6,57,72,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,3.45,3.66,1082,1059,-0.23,-0.52,-6.41,6.2,0.5534,0.1598,0.1179,0.1349,,False,예
KODEX 코스닥150,20일 → 말일-2,20,-2,131,0,131,-0.43,-0.31,44.27,54.96,25.28,-12.08,4.41,2.9,3.12,58,72,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,3.65,3.98,1127,1146,-0.23,-0.27,-5.07,4.79,0.6104,0.3886,0.2388,0.2687,,False,예
KODEX 코스닥150,20일 → 말일-1,20,-1,131,0,131,-0.2,-0.47,45.8,53.44,28.95,-15.9,4.68,3.2,3.12,60,70,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,3.83,3.94,1235,1172,-0.25,-0.61,-5.34,4.91,0.6144,0.1838,0.2358,0.2677,,False,예
KODEX 코스닥150,20일 → 말일,20,0,131,0,131,-0.18,-0.45,46.56,53.44,26.39,-12.04,4.87,3.49,3.38,61,70,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,3.97,4.01,1299,1237,-0.26,-0.59,-4.46,4.85,0.6164,0.1978,0.3197,0.2777,,False,예
KODEX 코스닥150,20일 → 말일+1,20,1,131,0,131,0.09,-0.26,46.56,52.67,18.96,-11.93,4.51,3.79,3.17,61,69,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,4.08,3.8,1405,1259,-0.26,-0.56,-5.92,5.64,0.5664,0.1888,0.1588,0.1678,,True,예
KODEX 코스닥150,20일 → 말일+2,20,2,131,0,131,0.09,-0.36,47.33,51.91,24.2,-15.65,5.38,4.25,3.71,62,68,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,4.42,4.17,1402,1263,-0.26,-0.7,-5.04,4.73,0.6144,0.1638,0.2907,0.2937,,True,예
KODEX 코스닥150,20일 → 말일+3,20,3,130,0,130,0.22,0.32,52.31,46.92,23.55,-18.15,5.66,4.19,4.2,68,61,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,4.56,4.55,1446,1207,-0.19,-0.25,-2.11,1.5,0.7133,0.6274,0.6543,0.7203,,False,예
KODEX 코스닥150,21일 → 말일-3,21,-3,130,0,130,-0.12,-0.21,44.62,53.08,22.44,-9.63,3.49,2.43,2.26,58,69,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,3.45,3.66,1082,1059,-0.05,-0.25,-5.64,3.89,0.8761,0.4755,0.1668,0.3726,,False,예
KODEX 코스닥150,21일 → 말일-2,21,-2,130,0,130,-0.25,-0.2,46.15,53.08,31.61,-12.08,4.46,2.73,2.85,60,69,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,3.65,3.98,1127,1146,-0.05,-0.16,-3.19,2.9,0.8961,0.6124,0.4545,0.5155,,False,예
KODEX 코스닥150,21일 → 말일-1,21,-1,131,0,131,-0.02,0.0,49.62,49.62,35.46,-16.17,4.76,2.89,2.92,65,65,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,3.83,3.94,1235,1172,-0.06,-0.13,-1.52,1.09,0.8921,0.8611,0.7862,0.8591,,False,예
KODEX 코스닥150,21일 → 말일,21,0,131,0,131,0.0,-0.37,45.8,54.2,32.77,-12.04,4.95,3.49,2.94,60,71,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,3.97,4.01,1299,1237,-0.07,-0.5,-5.22,5.61,0.8961,0.2767,0.2388,0.2018,,True,예
KODEX 코스닥150,21일 → 말일+1,21,1,131,0,131,0.28,-0.1,48.85,50.38,24.97,-11.93,4.52,3.61,2.95,64,66,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,4.08,3.8,1405,1259,-0.08,-0.39,-3.63,3.35,0.8741,0.3546,0.4036,0.4116,,True,예
KODEX 코스닥150,21일 → 말일+2,21,2,131,0,131,0.27,-0.14,48.85,51.15,30.47,-15.65,5.42,4.12,3.41,64,67,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,4.42,4.17,1402,1263,-0.08,-0.48,-3.52,3.97,0.8871,0.3786,0.4795,0.3756,,True,예
KODEX 코스닥150,21일 → 말일+3,21,3,130,0,130,0.36,0.31,54.62,45.38,29.79,-18.15,5.69,3.98,4.0,71,59,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,4.56,4.55,1446,1207,-0.05,-0.26,0.19,-0.04,0.9071,0.6174,1.0,1.0,,False,예
KODEX 코스닥150,22일 → 말일-3,22,-3,126,0,126,-0.06,-0.02,50.0,50.0,19.05,-10.32,3.2,2.09,2.2,63,63,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,3.45,3.66,1082,1059,0.01,-0.06,-0.26,0.81,0.995,0.8501,0.9391,0.8681,,False,예
KODEX 코스닥150,22일 → 말일-2,22,-2,130,0,130,-0.19,-0.28,46.15,53.08,27.96,-12.76,4.14,2.58,2.59,60,69,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,3.65,3.98,1127,1146,0.01,-0.24,-3.19,2.9,0.989,0.4605,0.4545,0.5155,,False,예
KODEX 코스닥150,22일 → 말일-1,22,-1,131,0,131,0.05,0.31,53.44,46.56,31.71,-15.33,4.46,2.62,2.9,70,61,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,3.83,3.94,1235,1172,0.0,0.18,2.3,-1.97,0.992,0.5824,0.5874,0.6543,,False,예
KODEX 코스닥150,22일 → 말일,22,0,131,0,131,0.07,-0.1,48.09,51.91,29.09,-12.72,4.68,3.29,2.92,63,68,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,3.97,4.01,1299,1237,-0.01,-0.23,-2.93,3.32,0.966,0.6294,0.5105,0.4615,,True,예
KODEX 코스닥150,22일 → 말일+1,22,1,131,0,131,0.34,0.23,52.67,45.8,21.51,-12.61,4.28,3.32,3.07,69,60,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,4.08,3.8,1405,1259,-0.01,-0.07,0.19,-1.23,0.973,0.8362,1.0,0.8501,,False,예
KODEX 코스닥150,22일 → 말일+2,22,2,131,0,131,0.34,0.0,48.85,49.62,26.86,-15.65,5.24,4.21,3.47,64,65,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,4.42,4.17,1402,1263,-0.01,-0.34,-3.52,2.44,0.995,0.5894,0.4795,0.6124,,False,예
KODEX 코스닥150,22일 → 말일+3,22,3,130,0,130,0.42,0.59,56.92,43.08,26.2,-18.03,5.48,3.87,4.13,74,56,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,4.56,4.55,1446,1207,0.01,0.02,2.5,-2.35,0.977,0.995,0.5874,0.6573,,False,예
KODEX 코스닥150,23일 → 말일-3,23,-3,121,0,121,0.16,0.07,51.24,48.76,14.09,-11.6,3.09,2.15,1.93,62,59,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,3.45,3.66,1082,1059,0.23,0.02,0.98,-0.43,0.6144,0.966,0.9341,1.0,,False,예
KODEX 코스닥150,23일 → 말일-2,23,-2,129,0,129,0.01,0.05,50.39,48.84,22.63,-16.98,3.87,2.41,2.45,65,63,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,3.65,3.98,1127,1146,0.21,0.09,1.04,-1.34,0.6464,0.8212,0.8422,0.7892,,False,예
KODEX 코스닥150,23일 → 말일-1,23,-1,131,0,131,0.25,0.3,51.91,48.09,26.22,-20.86,4.33,2.74,2.43,68,63,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,3.83,3.94,1235,1172,0.21,0.17,0.77,-0.44,0.6863,0.6074,0.8482,0.9271,,False,예
KODEX 코스닥150,23일 → 말일,23,0,131,0,131,0.27,0.15,53.44,46.56,24.71,-9.7,4.45,2.92,2.78,70,61,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,3.97,4.01,1299,1237,0.19,0.01,2.41,-2.02,0.6513,0.9231,0.5674,0.6164,,False,예
KODEX 코스닥150,23일 → 말일+1,23,1,131,0,131,0.54,0.5,55.73,41.98,20.15,-9.42,4.08,3.15,2.89,73,55,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,4.08,3.8,1405,1259,0.19,0.2,3.24,-5.05,0.6933,0.7303,0.4625,0.2717,,False,예
KODEX 코스닥150,23일 → 말일+2,23,2,131,0,131,0.52,0.41,51.91,48.09,23.3,-14.55,4.83,3.79,3.0,68,63,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,4.42,4.17,1402,1263,0.18,0.07,-0.46,0.91,0.7023,0.9101,1.0,0.8791,,False,예
KODEX 코스닥150,23일 → 말일+3,23,3,130,0,130,0.62,0.9,59.23,40.77,24.11,-17.42,5.13,3.62,3.74,77,53,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,4.56,4.55,1446,1207,0.2,0.33,4.81,-4.66,0.6923,0.5624,0.2677,0.3157,,False,예
KODEX 코스닥150,24일 → 말일-3,24,-3,110,0,110,0.18,0.0,49.09,49.09,14.09,-6.86,2.33,1.8,1.44,54,54,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,3.45,3.66,1082,1059,0.25,-0.04,-1.16,-0.1,0.6064,0.9091,0.8611,1.0,,False,예
KODEX 코스닥150,24일 → 말일-2,24,-2,125,0,125,0.07,0.14,52.0,47.2,22.63,-11.07,3.22,2.02,2.08,65,59,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,3.65,3.98,1127,1146,0.27,0.18,2.66,-2.98,0.5784,0.6294,0.5794,0.5644,,False,예
KODEX 코스닥150,24일 → 말일-1,24,-1,130,0,130,0.3,0.34,57.69,41.54,26.22,-15.23,3.71,2.23,2.38,75,54,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,3.83,3.94,1235,1172,0.25,0.21,6.55,-6.99,0.6204,0.5245,0.1289,0.1039,,False,예
KODEX 코스닥150,24일 → 말일,24,0,131,0,131,0.31,0.28,56.49,43.51,23.72,-8.07,3.87,2.6,2.66,74,57,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,3.97,4.01,1299,1237,0.24,0.14,5.47,-5.07,0.5824,0.6503,0.2128,0.2448,,False,예
KODEX 코스닥150,24일 → 말일+1,24,1,131,0,131,0.6,0.29,54.2,44.27,16.45,-9.42,3.72,3.15,2.5,71,58,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,4.08,3.8,1405,1259,0.25,-0.01,1.71,-2.76,0.5944,0.9321,0.7233,0.5804,,False,예
KODEX 코스닥150,24일 → 말일+2,24,2,131,0,131,0.59,0.47,54.2,45.8,21.58,-15.31,4.61,3.71,3.12,71,60,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,4.42,4.17,1402,1263,0.24,0.13,1.83,-1.38,0.6224,0.8222,0.6773,0.8092,,False,예
KODEX 코스닥150,24일 → 말일+3,24,3,130,0,130,0.69,0.59,55.38,44.62,20.94,-16.62,4.87,3.93,3.32,72,58,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,4.56,4.55,1446,1207,0.28,0.02,0.96,-0.81,0.5864,0.987,0.8631,0.9381,,False,예
KODEX 코스닥150,25일 → 말일-3,25,-3,84,0,84,0.21,0.21,57.14,42.86,14.09,-5.32,2.33,1.47,1.46,48,36,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,3.45,3.66,1082,1059,0.28,0.17,6.89,-6.33,0.5884,0.7033,0.2058,0.2478,,False,예
KODEX 코스닥150,25일 → 말일-2,25,-2,120,0,120,0.08,0.14,52.5,45.83,22.63,-11.07,3.11,1.8,1.88,63,55,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,3.65,3.98,1127,1146,0.28,0.18,3.16,-4.34,0.5784,0.6464,0.5025,0.3407,,False,예
KODEX 코스닥150,25일 → 말일-1,25,-1,128,0,128,0.25,0.35,57.03,42.97,26.22,-15.23,3.6,2.1,2.21,73,55,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,3.83,3.94,1235,1172,0.2,0.22,5.89,-5.56,0.6983,0.5115,0.1738,0.2028,,False,예
KODEX 코스닥150,25일 → 말일,25,0,131,0,131,0.26,0.45,56.49,43.51,23.72,-9.68,3.8,2.49,2.63,74,57,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,3.97,4.01,1299,1237,0.19,0.31,5.47,-5.07,0.6563,0.4296,0.2128,0.2448,,False,예
KODEX 코스닥150,25일 → 말일+1,25,1,131,0,131,0.54,0.6,54.96,44.27,16.45,-9.42,3.58,2.99,2.48,72,58,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,4.08,3.8,1405,1259,0.19,0.31,2.48,-2.76,0.6933,0.5694,0.5874,0.5804,,False,예
KODEX 코스닥150,25일 → 말일+2,25,2,131,0,131,0.53,0.71,53.44,45.8,21.58,-15.38,4.49,3.6,3.04,70,60,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,4.42,4.17,1402,1263,0.19,0.37,1.06,-1.38,0.6963,0.5105,0.8052,0.8092,,False,예
KODEX 코스닥150,25일 → 말일+3,25,3,130,0,130,0.65,0.56,55.38,44.62,20.94,-15.64,4.73,3.79,3.26,72,58,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,4.56,4.55,1446,1207,0.23,-0.01,0.96,-0.81,0.6543,0.963,0.8631,0.9381,,False,예
KODEX 코스닥150선물인버스,15일 → 말일-3,15,-3,121,0,121,0.18,0.14,50.41,49.59,19.01,-18.32,4.97,3.9,3.61,61,60,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,3.83,3.6,911,1046,0.32,0.49,4.43,-3.21,0.4785,0.2498,0.3417,0.5075,,False,예
KODEX 코스닥150선물인버스,15일 → 말일-2,15,-2,121,0,121,0.43,-0.34,46.28,52.07,25.94,-24.43,5.85,5.03,3.65,56,63,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,4.36,3.73,988,1086,0.31,-0.14,-0.72,0.4,0.4885,0.7363,0.8472,0.9281,,True,예
KODEX 코스닥150선물인버스,15일 → 말일-1,15,-1,121,0,121,0.13,-0.57,46.28,52.89,32.28,-26.35,6.11,4.92,4.05,56,64,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,4.24,3.96,1016,1184,0.31,-0.15,0.58,-0.37,0.5355,0.6543,0.9281,1.0,,True,예
KODEX 코스닥150선물인버스,15일 → 말일,15,0,121,0,121,0.13,-0.06,49.59,50.41,14.06,-24.61,5.94,4.86,4.52,60,61,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,4.24,4.08,1083,1238,0.32,0.3,3.38,-2.4,0.5025,0.5305,0.4496,0.6474,,True,예
KODEX 코스닥150선물인버스,15일 → 말일+1,15,1,121,0,121,-0.25,-0.79,45.45,54.55,12.66,-20.42,5.59,4.8,4.46,55,66,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,4.0,4.17,1077,1354,0.3,-0.1,1.76,-0.38,0.5275,0.7473,0.7003,1.0,,False,예
KODEX 코스닥150선물인버스,15일 → 말일+2,15,2,121,0,121,-0.17,-0.75,48.76,51.24,15.22,-24.08,6.13,4.89,4.98,59,62,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,4.41,4.46,1097,1354,0.32,-0.06,4.26,-3.69,0.5554,0.8831,0.3367,0.4386,,False,예
KODEX 코스닥150선물인버스,15일 → 말일+3,15,3,120,0,120,-0.31,-0.65,45.83,53.33,21.11,-23.56,6.67,5.32,5.15,55,64,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,4.89,4.67,1047,1379,0.23,0.28,3.01,-3.07,0.6713,0.6753,0.5105,0.5145,,False,예
KODEX 코스닥150선물인버스,16일 → 말일-3,16,-3,121,0,121,0.26,0.14,51.24,48.76,12.34,-17.61,4.53,3.63,3.28,62,59,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,3.83,3.6,911,1046,0.4,0.49,5.25,-4.04,0.3666,0.2498,0.2577,0.3996,,False,예
